Timestamp,Pod_Name,CPU_m,Memory_Mi
21:54:20,ghost-deployment-74496d68fd-mv7fn,2m,109Mi
21:54:20,ghost-mysql-c75f59f48-tddmk,4m,493Mi
21:54:25,ghost-deployment-74496d68fd-mv7fn,2m,109Mi
21:54:25,ghost-mysql-c75f59f48-tddmk,4m,493Mi
21:54:30,ghost-deployment-74496d68fd-mv7fn,4m,109Mi
21:54:30,ghost-mysql-c75f59f48-tddmk,4m,493Mi
21:54:35,ghost-deployment-74496d68fd-mv7fn,4m,109Mi
21:54:35,ghost-mysql-c75f59f48-tddmk,4m,493Mi
21:54:40,ghost-deployment-74496d68fd-mv7fn,4m,109Mi
21:54:40,ghost-mysql-c75f59f48-tddmk,4m,493Mi
21:54:45,ghost-deployment-74496d68fd-mv7fn,605m,151Mi
21:54:45,ghost-mysql-c75f59f48-tddmk,67m,493Mi
21:54:50,ghost-deployment-74496d68fd-mv7fn,605m,151Mi
21:54:50,ghost-mysql-c75f59f48-tddmk,67m,493Mi
21:54:55,ghost-deployment-74496d68fd-mv7fn,605m,151Mi
21:54:55,ghost-mysql-c75f59f48-tddmk,67m,493Mi
21:55:00,ghost-deployment-74496d68fd-mv7fn,605m,151Mi
21:55:00,ghost-mysql-c75f59f48-tddmk,207m,493Mi
21:55:06,ghost-deployment-74496d68fd-mv7fn,605m,151Mi
21:55:06,ghost-mysql-c75f59f48-tddmk,207m,493Mi
21:55:11,ghost-deployment-74496d68fd-mv7fn,605m,151Mi
21:55:11,ghost-mysql-c75f59f48-tddmk,207m,493Mi
21:55:16,ghost-deployment-74496d68fd-gdxp2,380m,98Mi
21:55:16,ghost-deployment-74496d68fd-mv7fn,888m,160Mi
21:55:16,ghost-mysql-c75f59f48-tddmk,177m,493Mi
21:55:21,ghost-deployment-74496d68fd-gdxp2,380m,98Mi
21:55:21,ghost-deployment-74496d68fd-mv7fn,888m,160Mi
21:55:21,ghost-mysql-c75f59f48-tddmk,177m,493Mi
21:55:26,ghost-deployment-74496d68fd-gdxp2,380m,98Mi
21:55:26,ghost-deployment-74496d68fd-mv7fn,888m,160Mi
21:55:26,ghost-mysql-c75f59f48-tddmk,177m,493Mi
21:55:31,ghost-deployment-74496d68fd-gdxp2,10m,83Mi
21:55:31,ghost-deployment-74496d68fd-mv7fn,842m,164Mi
21:55:31,ghost-mysql-c75f59f48-tddmk,213m,494Mi
21:55:36,ghost-deployment-74496d68fd-gdxp2,10m,83Mi
21:55:36,ghost-deployment-74496d68fd-mv7fn,842m,164Mi
21:55:36,ghost-mysql-c75f59f48-tddmk,213m,494Mi
21:55:41,ghost-deployment-74496d68fd-gdxp2,10m,83Mi
21:55:41,ghost-deployment-74496d68fd-mv7fn,842m,164Mi
21:55:41,ghost-mysql-c75f59f48-tddmk,213m,494Mi
21:55:46,ghost-deployment-74496d68fd-gdxp2,223m,119Mi
21:55:46,ghost-deployment-74496d68fd-mv7fn,745m,163Mi
21:55:46,ghost-deployment-74496d68fd-spdqc,208m,97Mi
21:55:46,ghost-mysql-c75f59f48-tddmk,174m,494Mi
21:55:51,ghost-deployment-74496d68fd-gdxp2,223m,119Mi
21:55:51,ghost-deployment-74496d68fd-mv7fn,745m,163Mi
21:55:51,ghost-deployment-74496d68fd-spdqc,208m,97Mi
21:55:51,ghost-mysql-c75f59f48-tddmk,174m,494Mi
21:55:56,ghost-deployment-74496d68fd-gdxp2,223m,119Mi
21:55:56,ghost-deployment-74496d68fd-mv7fn,745m,163Mi
21:55:56,ghost-deployment-74496d68fd-spdqc,208m,97Mi
21:55:56,ghost-mysql-c75f59f48-tddmk,174m,494Mi
21:56:01,ghost-deployment-74496d68fd-gdxp2,613m,152Mi
21:56:01,ghost-deployment-74496d68fd-mv7fn,459m,152Mi
21:56:01,ghost-deployment-74496d68fd-spdqc,1m,97Mi
21:56:01,ghost-mysql-c75f59f48-tddmk,171m,495Mi
21:56:06,ghost-deployment-74496d68fd-gdxp2,613m,152Mi
21:56:06,ghost-deployment-74496d68fd-mv7fn,459m,152Mi
21:56:06,ghost-deployment-74496d68fd-spdqc,1m,97Mi
21:56:06,ghost-mysql-c75f59f48-tddmk,171m,495Mi
21:56:12,ghost-deployment-74496d68fd-gdxp2,613m,152Mi
21:56:12,ghost-deployment-74496d68fd-mv7fn,459m,152Mi
21:56:12,ghost-deployment-74496d68fd-spdqc,1m,97Mi
21:56:12,ghost-mysql-c75f59f48-tddmk,171m,495Mi
21:56:17,ghost-deployment-74496d68fd-gdxp2,623m,157Mi
21:56:17,ghost-deployment-74496d68fd-mv7fn,459m,152Mi
21:56:17,ghost-deployment-74496d68fd-spdqc,187m,124Mi
21:56:17,ghost-mysql-c75f59f48-tddmk,218m,496Mi
21:56:22,ghost-deployment-74496d68fd-gdxp2,623m,157Mi
21:56:22,ghost-deployment-74496d68fd-mv7fn,459m,152Mi
21:56:22,ghost-deployment-74496d68fd-spdqc,187m,124Mi
21:56:22,ghost-mysql-c75f59f48-tddmk,218m,496Mi
21:56:27,ghost-deployment-74496d68fd-gdxp2,623m,157Mi
21:56:27,ghost-deployment-74496d68fd-mv7fn,459m,152Mi
21:56:27,ghost-deployment-74496d68fd-spdqc,187m,124Mi
21:56:27,ghost-mysql-c75f59f48-tddmk,218m,496Mi
21:56:32,ghost-deployment-74496d68fd-gdxp2,208m,156Mi
21:56:32,ghost-deployment-74496d68fd-mv7fn,488m,155Mi
21:56:32,ghost-deployment-74496d68fd-spdqc,639m,158Mi
21:56:32,ghost-mysql-c75f59f48-tddmk,202m,496Mi
21:56:37,ghost-deployment-74496d68fd-gdxp2,208m,156Mi
21:56:37,ghost-deployment-74496d68fd-mv7fn,488m,155Mi
21:56:37,ghost-deployment-74496d68fd-spdqc,639m,158Mi
