timeStamp;elapsed;label;responseCode;responseMessage;threadName;dataType;success;failureMessage;bytes;sentBytes;grpThreads;allThreads;URL;Latency;IdleTime;Connect;"cacheStatus"
1778627024118;573;HTTP Request;200;OK;Thread Group 1-1;text;true;;17284;162;1;1;https://drupal.kiraryuuki.systems/;565;0;495;HIT
1778627024692;72;HTTP Request;200;OK;Thread Group 1-1;text;true;;17284;162;2;2;https://drupal.kiraryuuki.systems/;63;0;0;HIT
1778627024764;52;HTTP Request;200;OK;Thread Group 1-1;text;true;;17284;162;2;2;https://drupal.kiraryuuki.systems/;42;0;0;HIT
1778627024816;55;HTTP Request;200;OK;Thread Group 1-1;text;true;;17284;162;2;2;https://drupal.kiraryuuki.systems/;50;0;0;HIT
1778627024871;55;HTTP Request;200;OK;Thread Group 1-1;text;true;;17284;162;2;2;https://drupal.kiraryuuki.systems/;52;0;0;HIT
1778627024926;65;HTTP Request;200;OK;Thread Group 1-1;text;true;;17284;162;2;2;https://drupal.kiraryuuki.systems/;59;0;0;HIT
1778627024729;269;HTTP Request;200;OK;Thread Group 1-2;text;true;;17284;162;2;2;https://drupal.kiraryuuki.systems/;264;0;197;HIT
1778627024992;64;HTTP Request;200;OK;Thread Group 1-1;text;true;;17284;162;2;2;https://drupal.kiraryuuki.systems/;50;0;0;HIT
1778627024998;59;HTTP Request;200;OK;Thread Group 1-2;text;true;;17284;162;2;2;https://drupal.kiraryuuki.systems/;51;0;0;HIT
1778627025056;57;HTTP Request;200;OK;Thread Group 1-1;text;true;;17284;162;2;2;https://drupal.kiraryuuki.systems/;45;0;0;HIT
1778627025057;62;HTTP Request;200;OK;Thread Group 1-2;text;true;;17284;162;2;2;https://drupal.kiraryuuki.systems/;56;0;0;HIT
1778627025113;63;HTTP Request;200;OK;Thread Group 1-1;text;true;;17284;162;2;2;https://drupal.kiraryuuki.systems/;52;0;0;HIT
1778627025119;62;HTTP Request;200;OK;Thread Group 1-2;text;true;;17284;162;2;2;https://drupal.kiraryuuki.systems/;62;0;0;HIT
1778627025176;50;HTTP Request;200;OK;Thread Group 1-1;text;true;;17284;162;2;2;https://drupal.kiraryuuki.systems/;47;0;0;HIT
1778627025181;75;HTTP Request;200;OK;Thread Group 1-2;text;true;;17284;162;2;2;https://drupal.kiraryuuki.systems/;70;0;0;HIT
1778627025226;65;HTTP Request;200;OK;Thread Group 1-1;text;true;;17284;162;2;2;https://drupal.kiraryuuki.systems/;60;0;0;HIT
1778627025256;50;HTTP Request;200;OK;Thread Group 1-2;text;true;;17284;162;2;2;https://drupal.kiraryuuki.systems/;44;0;0;HIT
1778627025291;73;HTTP Request;200;OK;Thread Group 1-1;text;true;;17284;162;3;3;https://drupal.kiraryuuki.systems/;42;0;0;HIT
1778627025306;60;HTTP Request;200;OK;Thread Group 1-2;text;true;;17284;162;3;3;https://drupal.kiraryuuki.systems/;58;0;0;HIT
1778627025364;74;HTTP Request;200;OK;Thread Group 1-1;text;true;;17284;162;3;3;https://drupal.kiraryuuki.systems/;70;0;0;HIT
1778627025366;73;HTTP Request;200;OK;Thread Group 1-2;text;true;;17284;162;3;3;https://drupal.kiraryuuki.systems/;72;0;0;HIT
1778627025439;73;HTTP Request;200;OK;Thread Group 1-2;text;true;;17284;162;3;3;https://drupal.kiraryuuki.systems/;46;0;0;HIT
1778627025438;75;HTTP Request;200;OK;Thread Group 1-1;text;true;;17284;162;3;3;https://drupal.kiraryuuki.systems/;73;0;0;HIT
1778627025512;76;HTTP Request;200;OK;Thread Group 1-2;text;true;;17284;162;3;3;https://drupal.kiraryuuki.systems/;73;0;0;HIT
1778627025513;75;HTTP Request;200;OK;Thread Group 1-1;text;true;;17284;162;3;3;https://drupal.kiraryuuki.systems/;73;0;0;HIT
1778627025318;297;HTTP Request;200;OK;Thread Group 1-3;text;true;;17284;162;3;3;https://drupal.kiraryuuki.systems/;285;0;220;HIT
1778627025589;77;HTTP Request;200;OK;Thread Group 1-1;text;true;;17284;162;3;3;https://drupal.kiraryuuki.systems/;72;0;0;HIT
1778627025588;81;HTTP Request;200;OK;Thread Group 1-2;text;true;;17284;162;3;3;https://drupal.kiraryuuki.systems/;78;0;0;HIT
1778627025615;68;HTTP Request;200;OK;Thread Group 1-3;text;true;;17284;162;3;3;https://drupal.kiraryuuki.systems/;60;0;0;HIT
