Timestamp,CPU_User,CPU_System,CPU_IOWait,Mem_Free_MB,Mem_Cache_MB,Context_Switches,IO_Read_S,IO_Write_S
21:10:26,8,6,2,1332,2807,13700,0.00,156.00
21:10:33,8,5,3,1331,2807,15228,0.00,272.00
21:10:40,8,5,5,1294,2807,16822,0.00,144.00
21:10:47,7,3,1,1328,2807,12336,0.00,436.00
21:10:54,7,6,3,1317,2807,14488,0.00,276.00
21:11:01,14,7,2,1313,2816,15517,0.00,336.00
21:11:09,79,21,0,1225,2828,26303,0.00,428.00
21:11:16,75,24,0,1131,2829,26872,0.00,2164.00
21:11:23,81,19,0,1092,2795,29975,0.00,584.00
21:11:30,80,20,0,980,2796,28335,0.00,488.00
21:11:38,83,18,0,930,2796,24618,0.00,256.00
21:11:45,78,21,1,813,2806,23778,0.00,268.00
21:11:52,80,20,0,735,2807,27164,132.00,300.00
21:11:59,81,19,0,605,2808,28381,0.00,176.00
21:12:06,76,24,0,481,2828,26712,0.00,292.00
21:12:14,73,27,0,232,2763,27045,16.00,1124.00
21:12:21,75,22,0,141,2681,27780,476.00,284.00
21:12:29,78,20,0,125,2683,22337,0.00,168.00
21:12:36,73,25,0,139,2635,23776,144.00,268.00
21:12:43,80,17,0,178,2635,21055,0.00,232.00
21:12:50,75,21,0,179,2636,24649,0.00,400.00
21:12:58,77,19,0,244,2636,25864,0.00,336.00
21:13:05,76,21,0,299,2636,25187,0.00,292.00
21:13:12,79,21,0,303,2637,26086,0.00,544.00
21:13:19,80,20,0,342,2637,24499,0.00,164.00
21:13:26,76,24,0,389,2638,22807,0.00,392.00
21:13:33,80,20,0,441,2638,24648,0.00,228.00
21:13:40,82,18,0,457,2639,26791,0.00,592.00
21:13:48,81,18,0,457,2640,25859,0.00,148.00
21:13:55,78,22,0,480,2640,25714,0.00,352.48
21:14:02,80,20,0,492,2640,24672,0.00,392.00
21:14:10,80,20,0,494,2641,24586,0.00,568.00
21:14:17,80,20,0,479,2641,21953,0.00,436.00
21:14:24,35,9,2,466,2642,19482,0.00,268.00
21:14:31,79,21,0,398,2642,27435,0.00,188.00
21:14:38,80,20,0,367,2642,24696,0.00,276.00
21:14:46,78,22,0,387,2642,23191,0.00,448.00
21:14:53,82,18,0,429,2643,23347,0.00,120.00
21:15:00,81,19,0,436,2643,26826,0.00,564.00
21:15:07,78,22,0,441,2644,22224,0.00,340.00
21:15:14,80,21,0,454,2644,21947,0.00,188.00
21:15:21,82,18,0,478,2645,29071,0.00,224.00
21:15:29,80,19,0,460,2645,24256,0.00,224.00
21:15:36,78,22,0,437,2645,22453,0.00,320.00
21:15:43,83,17,0,453,2646,22310,0.00,248.00
21:15:50,79,21,0,487,2646,26680,0.00,404.00
21:15:57,80,21,0,463,2647,23619,0.00,488.00
21:16:05,79,21,0,494,2644,29624,0.00,348.00
21:16:12,80,20,0,486,2645,26711,0.00,452.00
21:16:19,80,20,0,511,2648,28178,0.00,500.00
21:16:26,80,20,0,475,2649,26395,0.00,352.00
21:16:33,81,19,0,468,2649,26452,0.00,0.00
21:16:41,80,19,0,489,2649,26417,0.00,608.00
21:16:48,83,17,0,463,2650,26866,0.00,168.00
21:16:56,78,21,0,467,2650,20962,0.00,213.86
21:17:03,81,19,0,450,2651,22957,124.00,436.00
21:17:10,81,19,0,457,2651,26366,0.00,372.00
21:17:17,77,22,0,444,2651,24597,0.00,384.00
21:17:24,80,20,0,423,2652,24129,0.00,0.00
21:17:32,80,20,0,445,2652,24922,0.00,376.00
21:17:39,82,18,0,457,2652,28586,0.00,428.00
21:17:46,79,21,0,441,2653,21164,0.00,292.00
21:17:53,83,17,0,453,2653,24992,0.00,304.00
21:18:00,81,19,0,486,2653,28367,0.00,548.00
21:18:07,81,19,0,481,2654,22842,0.00,536.00
21:18:15,80,20,0,457,2654,24658,0.00,196.00
21:18:22,81,19,0,456,2654,23754,0.00,568.00
21:18:30,83,17,0,495,2655,24166,0.00,468.00
21:18:37,78,21,0,490,2655,22507,0.00,184.00
21:18:44,82,18,0,476,2656,23499,0.00,407.84
21:18:52,80,20,0,484,2656,27347,0.00,308.00
21:18:59,83,17,0,487,2657,23245,0.00,256.00
21:19:06,80,20,0,449,2657,23500,0.00,440.00
21:19:13,81,19,0,466,2657,23323,0.00,392.00
21:19:20,76,21,0,495,2658,26953,0.00,536.00
21:19:27,76,22,0,452,2658,22862,0.00,356.00
21:19:35,74,22,0,442,2658,25764,0.00,361.17
21:19:42,79,18,0,413,2659,23343,0.00,427.72
21:19:49,78,20,0,437,2659,24036,20.00,308.00
21:19:56,75,23,0,435,2659,23256,0.00,170.30
21:20:04,80,17,0,455,2659,22488,0.00,344.55
21:20:11,81,19,0,464,2660,26395,0.00,280.00
21:20:18,81,19,0,488,2660,24633,0.00,184.00
21:20:26,78,21,0,462,2661,22103,0.00,392.08
21:20:33,80,20,1,442,2661,25842,0.00,252.00
21:20:40,80,21,0,455,2661,25108,0.00,332.00
21:20:48,75,25,0,454,2662,24415,0.00,520.00
21:20:55,82,18,0,461,2662,22391,0.00,516.00
21:21:02,80,20,0,457,2663,25650,0.00,72.00
21:21:09,8,7,1,580,2663,13834,0.00,464.00
21:21:16,7,6,4,767,2663,15560,0.00,384.00
21:21:23,6,4,1,871,2663,11117,0.00,288.00
21:21:31,7,5,3,976,2663,15440,0.00,160.00
21:21:38,6,5,2,1070,2663,12859,0.00,604.00
21:21:45,8,6,2,1131,2663,13601,0.00,72.00
21:21:52,5,4,1,1179,2664,13062,0.00,264.00
