Timestamp,CPU_User,CPU_System,CPU_IOWait,Mem_Free_MB,Mem_Cache_MB,Context_Switches,IO_Read_S,IO_Write_S
08:36:02,8,4,3,556,3774,13513,0.00,244.00
08:36:09,8,5,3,562,3774,15087,0.00,192.00
08:36:16,9,5,1,568,3775,13550,2260.00,968.00
08:36:23,26,11,2,545,3781,19079,0.00,332.00
08:36:30,37,10,2,546,3781,20662,0.00,172.00
08:36:37,27,8,0,527,3782,18424,0.00,336.00
08:36:44,48,13,1,543,3782,22407,0.00,456.00
08:36:52,32,23,5,503,3783,25722,68.00,2304.00
08:36:59,27,11,3,456,3787,19113,0.00,88.00
08:37:06,57,13,1,410,3787,22626,0.00,404.00
08:37:13,58,17,1,396,3787,22416,0.00,824.00
08:37:20,71,20,1,243,3820,31647,0.00,520.00
08:37:27,78,19,0,170,3827,29087,0.00,1256.00
08:37:34,72,20,0,144,3827,29578,0.00,268.00
08:37:41,38,14,1,162,3827,21011,0.00,232.00
08:37:48,70,19,0,136,3797,24039,248.00,340.00
08:37:55,69,15,0,158,3760,25806,32.00,224.00
08:38:02,70,27,0,136,3762,26105,0.00,224.00
08:38:10,80,20,0,170,3763,25142,0.00,376.00
08:38:17,80,18,1,140,3763,26727,0.00,388.00
08:38:24,82,18,0,122,3764,24169,0.00,276.00
08:38:31,79,20,0,140,3764,24084,0.00,372.00
08:38:38,75,24,1,132,3766,30331,9324.00,600.00
08:38:45,84,16,0,168,3760,22962,0.00,176.00
08:38:53,81,19,0,145,3760,25286,0.00,180.00
08:39:00,79,19,0,134,3761,25141,0.00,580.00
08:39:07,82,19,0,128,3681,30842,24.00,412.00
08:39:14,82,18,0,147,3676,29258,1472.00,256.00
08:39:21,43,15,1,128,3679,18842,4.00,464.00
08:39:28,50,14,3,167,3680,23460,4.00,476.00
08:39:35,79,21,0,192,3680,28465,0.00,209.90
08:39:42,35,14,2,169,3680,22039,0.00,256.00
08:39:49,27,9,3,185,3681,20532,0.00,348.00
08:39:56,82,18,0,167,3681,23074,0.00,476.00
08:40:04,81,18,0,162,3682,22952,0.00,723.23
08:40:11,67,17,2,150,3682,26478,0.00,288.00
08:40:18,81,19,0,147,3682,25143,0.00,376.00
08:40:25,79,21,0,123,3683,25817,0.00,52.00
08:40:32,46,18,0,142,3683,17945,0.00,456.00
08:40:39,71,16,1,148,3684,24143,0.00,364.00
08:40:46,82,16,0,148,3684,22334,0.00,176.00
08:40:54,80,20,0,149,3684,22761,0.00,192.00
08:41:01,81,19,0,136,3685,25262,8.00,300.00
08:41:08,82,18,0,127,3685,23710,8.00,212.00
08:41:15,82,18,0,124,3686,24667,0.00,484.00
08:41:22,73,21,0,135,3672,27238,0.00,308.00
08:41:29,81,18,0,146,3673,23793,0.00,348.00
08:41:36,62,16,1,146,3673,23956,0.00,124.00
08:41:43,69,17,0,162,3674,25266,20.00,260.00
08:41:50,81,18,1,160,3674,27433,0.00,296.00
08:41:57,81,19,0,167,3675,25927,0.00,424.00
08:42:04,79,20,0,166,3675,30558,0.00,272.00
08:42:11,79,22,0,159,3676,23820,0.00,424.00
08:42:19,77,17,0,172,3676,25861,16.00,496.00
08:42:26,24,11,2,169,3676,18739,0.00,136.00
08:42:33,73,20,0,169,3677,24376,0.00,416.00
08:42:40,49,13,1,171,3674,22089,0.00,584.00
08:42:47,68,16,0,180,3678,23060,0.00,436.00
08:42:54,42,10,0,168,3678,19336,0.00,212.00
08:43:01,77,22,0,183,3679,29522,0.00,400.00
08:43:08,80,19,0,177,3679,25227,0.00,76.00
08:43:15,62,14,1,164,3679,20968,0.00,356.00
08:43:22,71,23,0,178,3680,28196,0.00,72.00
08:43:29,58,13,1,184,3680,19731,0.00,396.00
08:43:36,80,17,0,202,3681,25943,128.00,484.00
08:43:44,48,13,1,203,3682,20891,8.00,332.00
08:43:51,69,16,0,194,3682,22087,0.00,112.00
08:43:58,16,9,3,197,3682,19205,0.00,180.00
08:44:05,75,17,0,204,3683,28385,0.00,392.00
08:44:12,66,18,0,212,3683,23867,0.00,424.00
08:44:19,49,12,2,202,3684,20908,0.00,336.00
08:44:26,62,16,1,204,3684,27450,0.00,112.00
08:44:33,75,24,0,201,3685,27392,8.00,180.00
08:44:40,59,15,0,208,3685,24864,0.00,340.00
08:44:47,37,11,2,209,3686,19694,0.00,268.00
08:44:54,80,19,0,176,3686,28400,0.00,240.00
08:45:01,81,19,0,148,3686,25493,0.00,392.00
08:45:08,13,7,3,149,3687,14904,0.00,416.00
08:45:15,17,6,4,180,3687,16209,0.00,344.00
08:45:22,72,23,0,176,3688,21598,0.00,293.07
08:45:30,83,17,0,168,3688,23708,0.00,256.00
08:45:37,77,21,0,165,3689,26683,0.00,420.00
08:45:44,80,19,0,148,3689,25439,0.00,316.00
08:45:51,80,19,0,120,3689,26810,0.00,312.00
08:45:58,79,20,0,150,3676,25628,4.00,100.00
08:46:05,79,20,0,137,3677,29222,0.00,380.00
08:46:12,80,19,0,128,3677,23133,0.00,216.00
08:46:19,12,6,1,148,3678,17177,0.00,384.00
08:46:26,7,7,3,311,3678,15148,0.00,300.00
08:46:33,6,4,2,317,3678,13252,0.00,224.00
08:46:41,7,4,2,321,3679,13141,0.00,272.00
