Timestamp,CPU_User,CPU_System,CPU_IOWait,Mem_Free_MB,Mem_Cache_MB,Context_Switches,IO_Read_S,IO_Write_S
02:50:11,9,4,2,300,3829,13700,0.00,292.00
02:50:18,8,5,0,291,3829,13921,0.00,248.00
02:50:25,7,3,3,304,3829,14058,0.00,160.00
02:50:32,10,9,1,303,3829,12619,0.00,1152.00
02:50:39,12,4,3,312,3830,13631,0.00,3364.00
02:50:46,14,10,1,337,3830,15295,0.00,1852.00
02:50:53,30,23,2,415,3830,23321,0.00,196.00
02:51:00,27,14,5,405,3831,22923,0.00,780.00
02:51:07,38,23,2,406,3831,28125,0.00,220.00
02:51:14,24,14,1,346,3832,20371,0.00,360.00
02:51:21,25,15,2,324,3833,22744,0.00,604.00
02:51:28,25,16,1,325,3834,21527,0.00,280.00
02:51:35,23,17,2,358,3834,22420,0.00,176.00
02:51:42,23,15,1,363,3835,19321,0.00,736.00
02:51:49,56,36,0,311,3836,30618,0.00,3220.00
02:51:57,27,17,1,297,3836,21488,0.00,336.00
02:52:04,26,18,4,288,3837,23312,0.00,332.00
02:52:11,37,19,5,327,3838,24274,0.00,568.00
02:52:18,34,24,1,304,3838,28291,0.00,216.00
02:52:25,41,26,0,287,3839,28047,0.00,1820.00
02:52:32,32,18,2,163,3846,24917,0.00,348.00
02:52:39,33,24,1,136,3848,24473,0.00,732.00
02:52:46,61,36,0,122,3838,27456,0.00,356.44
02:52:53,53,34,0,132,3839,24919,0.00,688.00
02:53:00,65,34,0,144,3852,30619,88.00,3264.00
02:53:07,45,24,2,160,3817,24608,0.00,272.00
02:53:14,29,19,3,142,3821,24685,4.00,4028.00
02:53:21,45,26,2,116,3708,25980,0.00,336.00
02:53:29,48,32,0,118,3697,30845,0.00,220.00
02:53:36,52,35,0,129,3695,30036,0.00,380.00
02:53:43,40,28,1,138,3696,26195,0.00,2400.00
02:53:50,31,19,1,187,3697,23841,0.00,3432.00
02:53:57,41,29,1,228,3698,30143,0.00,536.00
02:54:04,50,37,2,267,3699,29781,0.00,424.00
02:54:11,59,32,3,290,3701,29902,0.00,728.00
02:54:18,23,14,1,307,3701,21649,0.00,164.00
02:54:25,38,26,1,323,3702,27810,0.00,676.00
02:54:32,38,23,3,336,3703,23343,0.00,895.05
02:54:39,11,9,2,368,3704,16307,0.00,2992.00
02:54:46,31,19,2,374,3705,24939,0.00,1228.00
02:54:53,26,18,5,381,3705,21761,0.00,4708.00
02:55:00,29,18,4,352,3706,25086,0.00,1124.00
02:55:07,42,24,1,297,3707,28981,0.00,276.00
02:55:14,22,13,1,305,3708,20017,0.00,208.00
02:55:21,18,7,5,318,3708,15259,0.00,556.00
02:55:28,11,7,2,357,3709,17417,0.00,0.00
02:55:35,30,19,1,364,3709,23051,0.00,372.00
02:55:42,36,21,2,368,3710,25629,0.00,2289.11
02:55:50,41,27,1,373,3713,28088,0.00,3788.00
02:55:57,41,27,2,348,3714,29670,0.00,120.00
02:56:04,33,23,4,336,3715,26138,0.00,328.00
02:56:11,54,31,3,360,3716,33486,0.00,1424.00
02:56:18,35,21,1,277,3717,26207,0.00,3732.00
02:56:25,7,5,7,224,3718,15499,0.00,236.00
02:56:32,61,39,0,246,3719,33139,0.00,1532.00
02:56:39,37,22,2,208,3720,27716,0.00,792.00
02:56:46,34,19,0,228,3721,23770,0.00,340.00
02:56:53,45,26,2,210,3722,27906,0.00,380.00
02:57:00,33,18,2,224,3723,25254,0.00,2788.00
02:57:07,46,30,1,238,3724,28888,0.00,300.00
02:57:14,32,21,1,228,3725,21824,0.00,324.75
02:57:21,23,15,1,245,3726,20276,0.00,3231.37
02:57:28,8,6,1,278,3726,15183,0.00,640.00
02:57:36,21,11,4,328,3727,19692,0.00,140.00
02:57:43,55,37,1,333,3728,26857,0.00,720.00
02:57:50,43,28,0,304,3728,28665,0.00,4564.00
02:57:57,35,20,0,284,3719,24630,0.00,180.00
02:58:04,62,35,1,292,3711,31792,0.00,8640.00
02:58:11,43,23,1,313,3712,27461,0.00,372.00
02:58:18,45,30,1,353,3712,30828,0.00,108.00
02:58:25,27,15,2,353,3713,22461,0.00,456.00
02:58:32,47,32,0,379,3715,27786,0.00,712.00
02:58:39,39,27,0,293,3715,27414,0.00,1064.00
02:58:46,23,15,2,245,3716,19082,0.00,280.00
02:58:53,47,29,1,264,3717,28178,0.00,380.00
02:59:00,54,33,2,258,3718,35653,0.00,372.00
02:59:08,44,23,0,244,3719,26630,0.00,196.00
02:59:15,64,36,0,251,3720,29474,0.00,320.00
02:59:22,60,31,1,240,3721,32687,0.00,940.00
02:59:29,37,22,1,275,3722,26719,0.00,308.00
02:59:36,57,42,0,198,3723,29219,0.00,256.00
02:59:44,62,38,0,192,3724,28048,0.00,1964.36
02:59:51,43,26,1,222,3725,26661,0.00,3100.00
02:59:58,60,39,0,222,3730,42939,6084.00,2760.00
03:00:05,7,4,3,216,3745,13231,0.00,328.00
