Timestamp,CPU_User,CPU_System,CPU_IOWait,Mem_Free_MB,Mem_Cache_MB,Context_Switches,IO_Read_S,IO_Write_S
01:17:20,12,5,7,397,3717,15355,0.00,120.00
01:17:27,11,7,1,415,3717,13983,0.00,320.00
01:17:34,27,18,1,475,3718,23933,0.00,60.00
01:17:41,31,20,0,478,3719,22581,0.00,540.00
01:17:48,37,24,1,462,3719,26929,0.00,2000.00
01:17:55,36,21,0,450,3720,25857,0.00,435.64
01:18:02,51,37,0,436,3722,33341,440.00,6204.00
01:18:09,36,20,5,364,3728,24814,0.00,484.00
01:18:17,46,30,0,350,3730,28007,0.00,700.00
01:18:24,34,22,1,341,3731,25765,0.00,284.00
01:18:31,38,27,2,349,3733,31829,0.00,244.00
01:18:38,62,27,2,283,3782,25828,0.00,3816.00
01:18:45,51,36,2,232,3785,34874,0.00,216.00
01:18:52,39,26,1,185,3787,26272,0.00,372.00
01:18:59,38,20,4,216,3789,27141,0.00,3676.00
01:19:06,45,29,2,231,3789,29862,0.00,3200.00
01:19:13,41,27,1,221,3791,27002,0.00,380.00
01:19:20,20,14,8,247,3791,22310,0.00,368.00
01:19:27,38,21,2,284,3792,25528,0.00,12.00
01:19:34,38,22,1,278,3793,25492,0.00,572.00
01:19:41,38,25,1,272,3794,27246,0.00,240.00
01:19:48,39,26,1,269,3795,27325,0.00,3552.00
01:19:56,33,20,2,284,3796,27386,0.00,3376.00
01:20:03,53,36,0,272,3797,30964,0.00,280.00
01:20:10,61,37,0,219,3798,32811,0.00,180.00
01:20:17,59,33,3,196,3799,31216,0.00,672.00
01:20:24,50,32,1,182,3800,26763,0.00,212.00
01:20:31,26,18,1,195,3801,21472,0.00,548.00
01:20:39,38,22,1,199,3802,24019,0.00,3532.00
01:20:46,37,24,3,244,3803,32257,0.00,3280.00
01:20:53,10,11,4,247,3803,15148,0.00,400.00
01:21:00,26,12,8,270,3804,22906,0.00,8.00
01:21:07,50,29,6,308,3815,29719,0.00,564.00
01:21:14,37,27,1,269,3815,26355,0.00,228.00
01:21:21,47,28,0,180,3816,27090,0.00,640.00
01:21:28,40,23,1,197,3817,23967,0.00,1028.00
01:21:35,16,10,1,182,3818,16416,0.00,1044.00
01:21:42,27,19,2,181,3818,20797,0.00,272.00
01:21:49,31,15,4,228,3820,22258,0.00,2908.00
01:21:56,30,14,6,235,3820,20142,0.00,2924.00
01:22:03,24,16,1,245,3821,20763,0.00,1032.00
01:22:10,60,39,0,222,3822,34527,0.00,364.00
01:22:18,38,24,3,211,3823,27426,0.00,300.00
01:22:25,30,21,2,168,3824,23034,0.00,196.00
01:22:32,41,21,1,152,3825,25619,0.00,460.00
01:22:39,40,23,1,192,3826,25527,0.00,3724.00
01:22:46,45,31,1,252,3816,32167,84.00,3644.00
01:22:53,33,22,2,258,3817,26211,0.00,140.00
01:23:00,63,36,0,262,3818,37752,0.00,116.00
01:23:07,32,19,5,155,3819,21354,0.00,448.00
01:23:14,38,25,1,141,3820,26874,0.00,372.00
01:23:21,40,25,0,126,3821,26433,0.00,692.00
01:23:28,63,36,0,148,3822,29142,0.00,976.00
01:23:36,26,16,1,146,3823,21843,0.00,1036.00
01:23:43,53,36,2,182,3767,32514,0.00,72.00
01:23:50,43,22,6,156,3769,26909,0.00,636.00
01:23:57,24,14,2,174,3769,21021,0.00,3312.00
01:24:04,44,28,0,201,3770,24538,0.00,492.00
01:24:11,45,28,1,241,3771,32426,0.00,812.00
01:24:18,49,25,2,222,3772,29740,0.00,916.00
01:24:25,40,25,1,249,3773,26766,0.00,208.00
01:24:32,41,30,2,278,3774,28036,0.00,484.00
01:24:39,44,25,3,288,3775,26900,0.00,2672.00
01:24:46,37,22,2,304,3776,27359,0.00,1984.00
01:24:53,42,29,1,299,3777,28499,0.00,0.00
01:25:00,42,23,5,217,3778,30698,0.00,2900.00
01:25:07,39,22,5,168,3779,25887,0.00,2940.00
01:25:14,19,13,1,198,3779,16392,0.00,352.00
01:25:22,12,8,3,224,3780,15441,0.00,480.00
01:25:29,30,21,3,261,3781,22966,0.00,1332.00
01:25:36,54,33,0,272,3782,31214,0.00,296.00
01:25:43,27,20,2,196,3783,22560,664.00,952.00
01:25:50,49,24,2,182,3785,26170,0.00,1712.00
01:25:57,19,12,3,231,3785,19184,0.00,2884.00
01:26:04,26,17,1,270,3786,20761,0.00,276.00
01:26:11,20,12,0,285,3787,19319,0.00,400.00
01:26:18,47,26,5,288,3787,26928,0.00,668.00
01:26:25,38,24,1,250,3788,25750,0.00,604.00
01:26:32,51,33,2,206,3789,28165,0.00,151.46
01:26:39,60,40,0,174,3790,28623,0.00,2978.22
01:26:46,49,31,1,172,3791,33194,0.00,840.00
01:26:53,7,4,4,173,3792,14618,0.00,288.00
01:27:00,32,23,2,205,3793,29379,0.00,407.92
01:27:07,24,10,4,222,3794,17214,0.00,2988.00
01:27:14,21,13,4,222,3794,20471,0.00,424.00
01:27:21,49,33,0,259,3785,27265,0.00,420.00
01:27:28,6,4,5,189,3786,14849,0.00,1148.00
01:27:36,6,5,2,176,3787,13456,0.00,536.00
01:27:43,9,9,2,211,3787,14783,0.00,0.00
01:27:50,17,7,5,236,3788,16018,0.00,612.00
01:27:57,7,5,3,278,3788,14042,0.00,812.00
01:28:04,8,5,1,300,3789,13803,0.00,268.00
01:28:11,10,6,3,316,3790,16720,0.00,2240.00
01:28:18,17,6,4,302,3790,13790,0.00,2828.00
01:28:25,7,5,3,280,3790,15002,0.00,280.00
01:28:32,7,6,5,262,3791,14861,0.00,436.00
01:28:39,7,4,8,268,3791,15657,0.00,668.00
01:28:46,10,7,1,254,3792,16491,0.00,560.00
01:28:53,8,7,4,242,3792,14712,0.00,184.00
01:29:00,24,10,3,233,3793,19927,0.00,1368.00
01:29:07,8,4,4,249,3793,15707,0.00,2568.00
01:29:14,5,5,1,231,3793,11358,0.00,3168.00
