Timestamp,CPU_User,CPU_System,CPU_IOWait,Mem_Free_MB,Mem_Cache_MB,Context_Switches,IO_Read_S,IO_Write_S
22:54:07,5,3,2,222,4047,12448,332.00,416.00
22:54:14,19,8,5,229,4048,16491,0.00,6516.00
22:54:21,14,5,2,227,4048,13637,0.00,268.00
22:54:28,20,13,4,252,4048,20268,0.00,312.00
22:54:35,17,13,4,285,4049,19603,0.00,612.00
22:54:42,24,11,2,299,4050,18793,0.00,260.00
22:54:50,20,13,2,293,4051,20462,0.00,508.00
22:54:57,27,16,1,277,4051,21621,0.00,276.00
22:55:04,28,19,2,266,4052,22614,0.00,1008.00
22:55:11,28,19,2,269,4054,22579,0.00,320.00
22:55:18,26,14,2,265,4054,21431,0.00,400.00
22:55:25,49,24,3,249,4057,25458,0.00,2848.00
22:55:32,27,20,0,236,4058,21253,0.00,576.00
22:55:39,30,17,1,244,4058,22975,0.00,256.00
22:55:46,29,20,1,247,4059,23968,0.00,312.00
22:55:53,25,16,2,234,4060,21108,0.00,0.00
22:56:00,34,18,1,226,4061,26883,0.00,560.00
22:56:07,26,18,2,215,4062,23302,0.00,156.00
22:56:14,27,21,1,222,4062,22094,0.00,3400.00
22:56:21,33,19,3,221,4063,25407,0.00,276.00
22:56:28,27,18,1,199,4064,23311,0.00,612.00
22:56:35,41,20,4,194,4065,23552,0.00,376.00
22:56:42,28,18,1,211,4066,21889,0.00,328.00
22:56:49,29,19,3,211,4066,25401,0.00,112.00
22:56:56,29,21,1,207,4068,23524,0.00,296.00
22:57:03,31,21,1,200,4068,23180,0.00,1052.00
22:57:10,27,15,1,197,4069,21097,0.00,416.00
22:57:17,24,16,2,206,4069,20423,0.00,152.00
22:57:24,36,21,2,190,4070,23515,0.00,7584.00
22:57:31,31,23,2,195,4071,26320,0.00,112.00
22:57:38,26,15,0,188,4072,19734,0.00,416.00
22:57:45,28,17,2,185,4072,26084,0.00,220.00
22:57:52,26,15,1,187,4073,21968,0.00,1404.00
22:57:59,27,17,2,190,4074,23730,0.00,156.00
22:58:06,33,22,2,195,4075,25997,0.00,448.00
22:58:14,27,18,2,186,4075,23591,0.00,884.00
22:58:21,20,13,1,189,4076,17439,0.00,408.00
22:58:28,32,18,1,182,4077,22514,0.00,164.00
22:58:35,38,20,3,188,4078,24823,0.00,6844.00
22:58:42,28,23,2,186,4078,24035,0.00,280.00
22:58:49,30,16,1,183,4079,21789,0.00,540.00
22:58:56,32,19,2,193,4079,27194,0.00,1124.00
22:59:03,31,19,1,186,4081,22665,0.00,508.00
22:59:10,26,16,2,198,4082,22037,0.00,80.00
22:59:17,30,19,2,174,4082,22969,0.00,236.00
22:59:24,31,22,6,153,4122,25097,0.00,3580.00
22:59:31,25,18,4,138,4124,22426,0.00,828.00
22:59:38,29,17,3,125,4125,25376,0.00,144.00
22:59:45,42,24,3,184,4090,28453,0.00,532.00
22:59:52,32,21,25,156,4119,29295,9868.00,2772.00
22:59:59,30,17,1,142,4114,22918,0.00,260.00
23:00:06,33,18,2,138,4100,26327,0.00,348.00
23:00:13,31,21,5,146,4069,24703,4.00,988.00
23:00:20,31,19,2,133,4070,23100,0.00,60.00
23:00:27,22,13,0,151,4050,17900,0.00,952.00
23:00:34,32,17,5,172,4034,24896,0.00,2656.00
23:00:41,32,20,1,150,4034,22322,56.00,2984.00
23:00:48,35,20,1,127,4036,25446,0.00,312.00
23:00:55,35,22,6,133,4037,25300,0.00,420.00
23:01:02,37,20,4,154,4030,22048,4.00,212.00
23:01:09,34,21,2,126,4030,23652,0.00,268.00
23:01:16,31,20,3,137,4031,25778,0.00,228.00
23:01:24,28,20,0,131,4032,21777,0.00,1045.54
23:01:31,29,20,2,131,4033,25003,0.00,700.00
23:01:38,33,18,3,139,4036,22891,0.00,380.00
23:01:45,39,21,3,128,4037,25226,0.00,2652.00
23:01:52,35,21,3,128,4038,22918,0.00,2648.00
23:01:59,29,19,2,130,4038,24854,0.00,232.00
23:02:06,29,16,2,132,4040,22467,0.00,1264.00
23:02:13,35,22,2,164,4020,22231,4.00,220.00
23:02:20,27,18,1,150,4023,22419,0.00,560.00
23:02:27,36,20,2,151,4024,25770,0.00,184.00
23:02:34,28,16,0,149,4025,21863,0.00,3540.00
23:02:41,33,23,3,144,4027,24591,0.00,3272.00
23:02:48,30,18,2,143,4028,21923,0.00,696.00
23:02:55,47,24,3,146,4029,26922,0.00,156.00
23:03:02,51,30,5,127,4030,26114,0.00,552.00
23:03:09,32,19,2,162,4010,24134,0.00,172.00
23:03:16,26,14,0,148,4011,21964,0.00,432.00
23:03:23,32,21,1,147,4012,23527,0.00,740.00
23:03:30,40,21,1,148,4013,28621,0.00,332.00
23:03:37,28,18,1,146,4015,22203,0.00,1320.00
23:03:44,35,23,3,141,4017,23022,0.00,7576.00
23:03:51,31,23,2,133,4018,23318,0.00,3500.00
23:03:58,27,17,1,129,4019,22287,0.00,488.00
23:04:05,36,21,3,154,4001,23727,0.00,176.00
23:04:12,38,19,2,156,4002,21939,0.00,728.00
23:04:20,8,4,5,142,4003,17141,0.00,196.00
23:04:27,9,5,2,193,4005,16161,0.00,324.00
23:04:34,8,9,4,180,4006,16516,0.00,1144.00
