Timestamp,CPU_User,CPU_System,CPU_IOWait,Mem_Free_MB,Mem_Cache_MB,Context_Switches,IO_Read_S,IO_Write_S
00:34:06,6,3,1,433,3679,13774,67.33,601.98
00:34:13,23,13,5,446,3680,17917,0.00,2448.00
00:34:20,25,15,1,521,3680,21590,0.00,260.00
00:34:27,32,20,1,537,3681,25393,0.00,528.00
00:34:34,46,28,2,512,3682,28701,0.00,576.00
00:34:41,5,4,2,515,3682,12011,0.00,136.00
00:34:48,39,22,1,476,3683,27948,0.00,1356.00
00:34:55,58,34,0,449,3684,31895,0.00,396.00
00:35:02,55,39,0,415,3702,29274,0.00,3328.00
00:35:09,49,27,1,391,3703,31805,0.00,252.00
00:35:16,40,22,1,371,3695,24025,0.00,592.00
00:35:23,58,41,1,335,3696,29351,0.00,164.00
00:35:31,59,41,0,367,3697,32743,1112.00,284.00
00:35:38,54,35,1,276,3759,31084,0.00,192.00
00:35:45,62,33,0,229,3762,34282,0.00,2104.00
00:35:52,58,33,0,146,3764,34677,0.00,5072.00
00:35:59,50,32,0,147,3764,29846,0.00,544.00
00:36:06,53,31,0,155,3766,29315,0.00,256.00
00:36:14,42,31,1,190,3767,29470,0.00,3428.00
00:36:21,60,39,0,209,3768,32763,0.00,1184.00
00:36:28,60,38,1,206,3760,33927,0.00,784.00
00:36:35,61,38,0,174,3767,29397,0.00,496.00
00:36:42,55,32,2,187,3769,29170,4.00,3724.00
00:36:49,56,32,1,186,3769,30417,0.00,380.00
00:36:57,59,39,0,187,3770,30428,0.00,432.00
00:37:04,60,39,1,144,3794,27507,1641.90,548.57
00:37:11,55,33,0,128,3779,30801,0.00,1160.00
00:37:18,57,42,1,146,3757,33111,0.00,360.00
00:37:26,66,34,0,130,3716,29838,32.00,1516.00
00:37:33,59,39,0,116,3724,36430,652.00,1108.00
00:37:40,50,33,1,141,3716,34598,0.00,296.00
00:37:47,9,11,3,137,3719,22183,0.00,3752.00
00:37:54,58,42,0,178,3720,30470,0.00,5952.00
00:38:01,59,39,0,168,3722,29787,0.00,1328.00
00:38:09,52,30,1,126,3723,29106,0.00,2644.00
00:38:16,64,36,1,135,3725,36903,0.00,1596.00
00:38:23,39,26,1,153,3727,28326,0.00,136.00
00:38:30,53,28,0,116,3683,36478,4.00,808.00
00:38:37,66,35,0,120,3663,30937,0.00,0.00
00:38:44,60,35,0,140,3644,34856,0.00,2708.00
00:38:52,60,38,0,144,3646,32801,0.00,0.00
00:38:59,65,34,0,174,3662,32575,0.00,1008.00
00:39:06,14,12,5,182,3679,25836,4.00,3976.00
00:39:13,52,37,0,157,3681,32630,0.00,356.00
00:39:20,49,30,3,139,3652,29159,16.00,3336.00
00:39:27,65,34,0,132,3646,37384,0.00,448.00
00:39:34,58,41,0,162,3638,31435,0.00,1804.00
00:39:42,61,36,0,159,3641,33769,0.00,1984.00
00:39:49,68,32,0,211,3635,26093,0.00,956.00
00:39:56,11,10,5,140,3639,24656,0.00,1764.00
00:40:03,47,31,1,127,3642,27689,0.00,636.00
00:40:10,35,21,2,142,3643,26080,0.00,896.00
00:40:17,37,16,3,182,3645,20831,0.00,5036.00
00:40:24,31,21,1,239,3646,23568,0.00,456.00
00:40:31,42,21,3,269,3647,25920,0.00,7648.00
00:40:38,66,33,0,320,3648,29609,0.00,412.00
00:40:46,45,32,1,301,3654,30891,0.00,564.00
00:40:53,56,33,0,252,3656,32212,0.00,620.00
00:41:00,63,32,2,220,3658,32628,0.00,444.00
00:41:07,57,32,0,168,3660,33219,0.00,868.00
00:41:14,55,32,0,137,3662,34036,0.00,260.00
00:41:21,62,37,0,174,3663,30350,0.00,3924.00
00:41:29,64,35,0,163,3666,33464,0.00,6604.00
00:41:36,47,33,2,162,3667,34285,0.00,256.00
00:41:43,50,37,0,187,3670,30493,0.00,504.00
00:41:50,43,23,3,127,3671,29782,0.00,1184.00
00:41:57,56,34,0,150,3672,34250,0.00,836.00
00:42:04,55,34,1,155,3674,31953,0.00,240.00
00:42:11,22,14,1,179,3675,20157,0.00,1344.00
00:42:19,39,24,3,187,3676,30762,0.00,2748.00
00:42:26,58,30,0,185,3678,33853,0.00,796.00
00:42:33,64,36,0,241,3680,32708,0.00,320.00
00:42:40,51,29,2,266,3681,30601,0.00,620.00
00:42:47,53,30,1,266,3682,34022,0.00,392.00
00:42:54,63,35,0,245,3684,26900,0.00,7500.00
00:43:02,65,35,0,218,3686,34784,0.00,1156.00
00:43:09,63,34,0,209,3687,30207,0.00,2924.00
00:43:16,63,37,0,158,3688,29801,0.00,3456.00
00:43:23,58,40,1,149,3690,30308,0.00,2180.00
00:43:30,41,25,2,146,3691,29795,0.00,3472.00
00:43:37,25,14,1,152,3693,22562,0.00,0.00
00:43:44,22,13,1,206,3694,19363,0.00,336.00
00:43:51,41,21,3,219,3695,25389,0.00,124.00
00:43:58,26,16,0,270,3685,20920,0.00,3916.00
00:44:06,36,21,1,274,3687,26813,0.00,360.00
00:44:13,11,9,2,264,3688,14768,0.00,1232.00
00:44:20,20,8,10,258,3689,16056,0.00,288.00
