Timestamp,Pod_Name,CPU_m,Memory_Mi
16:28:36,wordpress-deployment-7c7bb76d6f-sdtc8,1m,128Mi
16:28:36,wordpress-mysql-8484774888-46s7v,4m,531Mi
16:28:41,wordpress-deployment-7c7bb76d6f-sdtc8,1m,128Mi
16:28:41,wordpress-mysql-8484774888-46s7v,4m,531Mi
16:28:46,wordpress-deployment-7c7bb76d6f-sdtc8,1m,128Mi
16:28:46,wordpress-mysql-8484774888-46s7v,4m,531Mi
16:28:51,wordpress-deployment-7c7bb76d6f-sdtc8,1m,128Mi
16:28:51,wordpress-mysql-8484774888-46s7v,7m,531Mi
16:28:56,wordpress-deployment-7c7bb76d6f-sdtc8,1m,128Mi
16:28:56,wordpress-mysql-8484774888-46s7v,7m,531Mi
16:29:01,wordpress-deployment-7c7bb76d6f-sdtc8,1m,128Mi
16:29:01,wordpress-mysql-8484774888-46s7v,7m,531Mi
16:29:06,wordpress-deployment-7c7bb76d6f-sdtc8,362m,132Mi
16:29:06,wordpress-mysql-8484774888-46s7v,134m,531Mi
16:29:11,wordpress-deployment-7c7bb76d6f-sdtc8,362m,132Mi
16:29:11,wordpress-mysql-8484774888-46s7v,134m,531Mi
16:29:17,wordpress-deployment-7c7bb76d6f-sdtc8,362m,132Mi
16:29:17,wordpress-mysql-8484774888-46s7v,134m,531Mi
16:29:22,wordpress-deployment-7c7bb76d6f-sdtc8,999m,236Mi
16:29:22,wordpress-mysql-8484774888-46s7v,133m,531Mi
16:29:27,wordpress-deployment-7c7bb76d6f-sdtc8,999m,236Mi
16:29:27,wordpress-mysql-8484774888-46s7v,133m,531Mi
16:29:32,wordpress-deployment-7c7bb76d6f-sdtc8,999m,236Mi
16:29:32,wordpress-mysql-8484774888-46s7v,133m,531Mi
16:29:37,wordpress-deployment-7c7bb76d6f-q6hnd,6m,15Mi
16:29:37,wordpress-deployment-7c7bb76d6f-sdtc8,980m,360Mi
16:29:37,wordpress-mysql-8484774888-46s7v,132m,533Mi
16:29:42,wordpress-deployment-7c7bb76d6f-q6hnd,6m,15Mi
16:29:42,wordpress-deployment-7c7bb76d6f-sdtc8,980m,360Mi
16:29:42,wordpress-mysql-8484774888-46s7v,132m,533Mi
16:29:47,wordpress-deployment-7c7bb76d6f-q6hnd,6m,15Mi
16:29:47,wordpress-deployment-7c7bb76d6f-sdtc8,980m,360Mi
16:29:47,wordpress-mysql-8484774888-46s7v,132m,533Mi
16:29:52,wordpress-deployment-7c7bb76d6f-kfwlh,6m,15Mi
16:29:52,wordpress-deployment-7c7bb76d6f-q6hnd,276m,235Mi
16:29:52,wordpress-deployment-7c7bb76d6f-sdtc8,977m,455Mi
16:29:52,wordpress-mysql-8484774888-46s7v,128m,533Mi
16:29:57,wordpress-deployment-7c7bb76d6f-kfwlh,6m,15Mi
16:29:57,wordpress-deployment-7c7bb76d6f-q6hnd,276m,235Mi
16:29:57,wordpress-deployment-7c7bb76d6f-sdtc8,977m,455Mi
16:29:57,wordpress-mysql-8484774888-46s7v,128m,533Mi
16:30:02,wordpress-deployment-7c7bb76d6f-kfwlh,6m,15Mi
16:30:02,wordpress-deployment-7c7bb76d6f-q6hnd,276m,235Mi
16:30:02,wordpress-deployment-7c7bb76d6f-sdtc8,977m,455Mi
16:30:02,wordpress-mysql-8484774888-46s7v,128m,533Mi
16:30:07,wordpress-deployment-7c7bb76d6f-kfwlh,6m,15Mi
16:30:07,wordpress-deployment-7c7bb76d6f-q6hnd,276m,235Mi
16:30:07,wordpress-deployment-7c7bb76d6f-sdtc8,786m,474Mi
