Timestamp,Pod_Name,App_CPU_m,App_Memory_Mi,Ingress_CPU_m,Ingress_Memory_Mi
22:11:58,drupal-deployment-677cb58b94-lqq6k,26m,232Mi,1m,61Mi
22:11:58,drupal-mysql-d86854f86-nhsgt,7m,555Mi,1m,61Mi
22:12:03,drupal-deployment-677cb58b94-lqq6k,14m,233Mi,1m,61Mi
22:12:03,drupal-mysql-d86854f86-nhsgt,8m,555Mi,1m,61Mi
22:12:09,drupal-deployment-677cb58b94-lqq6k,14m,233Mi,1m,61Mi
22:12:09,drupal-mysql-d86854f86-nhsgt,8m,555Mi,1m,61Mi
22:12:14,drupal-deployment-677cb58b94-lqq6k,14m,233Mi,1m,61Mi
22:12:14,drupal-mysql-d86854f86-nhsgt,8m,555Mi,1m,61Mi
22:12:19,drupal-deployment-677cb58b94-lqq6k,40m,205Mi,29m,63Mi
22:12:19,drupal-mysql-d86854f86-nhsgt,63m,555Mi,29m,63Mi
22:12:24,drupal-deployment-677cb58b94-lqq6k,40m,205Mi,29m,63Mi
22:12:24,drupal-mysql-d86854f86-nhsgt,63m,555Mi,29m,63Mi
22:12:29,drupal-deployment-677cb58b94-lqq6k,40m,205Mi,29m,63Mi
22:12:29,drupal-mysql-d86854f86-nhsgt,63m,555Mi,29m,63Mi
22:12:34,drupal-deployment-677cb58b94-lqq6k,404m,158Mi,86m,64Mi
22:12:34,drupal-mysql-d86854f86-nhsgt,238m,555Mi,86m,64Mi
22:12:39,drupal-deployment-677cb58b94-lqq6k,404m,158Mi,86m,64Mi
22:12:39,drupal-mysql-d86854f86-nhsgt,238m,555Mi,86m,64Mi
22:12:45,drupal-deployment-677cb58b94-lqq6k,404m,158Mi,86m,64Mi
22:12:45,drupal-mysql-d86854f86-nhsgt,238m,555Mi,86m,64Mi
22:12:50,drupal-deployment-677cb58b94-lqq6k,592m,273Mi,100m,64Mi
22:12:50,drupal-mysql-d86854f86-nhsgt,246m,555Mi,100m,64Mi
22:12:55,drupal-deployment-677cb58b94-lqq6k,592m,273Mi,100m,64Mi
22:12:55,drupal-mysql-d86854f86-nhsgt,246m,555Mi,100m,64Mi
22:13:00,drupal-deployment-677cb58b94-lqq6k,592m,273Mi,100m,64Mi
22:13:00,drupal-mysql-d86854f86-nhsgt,246m,555Mi,100m,64Mi
22:13:05,drupal-deployment-677cb58b94-lqq6k,592m,273Mi,91m,66Mi
22:13:05,drupal-mysql-d86854f86-nhsgt,246m,555Mi,91m,66Mi
22:13:10,drupal-deployment-677cb58b94-lqq6k,592m,273Mi,91m,66Mi
