Timestamp,Pod_Name,App_CPU_m,App_Memory_Mi,Ingress_CPU_m,Ingress_Memory_Mi
22:39:59,drupal-deployment-677cb58b94-2xxj4,47m,251Mi,1m,62Mi
22:39:59,drupal-deployment-677cb58b94-gkktw,40m,112Mi,1m,62Mi
22:39:59,drupal-deployment-677cb58b94-lqq6k,30m,245Mi,1m,62Mi
22:39:59,drupal-mysql-d86854f86-nhsgt,16m,559Mi,1m,62Mi
22:40:03,drupal-deployment-677cb58b94-2xxj4,35m,209Mi,1m,62Mi
22:40:03,drupal-deployment-677cb58b94-gkktw,28m,124Mi,1m,62Mi
22:40:03,drupal-deployment-677cb58b94-lqq6k,31m,210Mi,1m,62Mi
22:40:03,drupal-mysql-d86854f86-nhsgt,11m,559Mi,1m,62Mi
22:40:04,drupal-deployment-677cb58b94-2xxj4,35m,209Mi,1m,62Mi
22:40:04,drupal-deployment-677cb58b94-gkktw,28m,124Mi,1m,62Mi
22:40:04,drupal-deployment-677cb58b94-lqq6k,31m,210Mi,1m,62Mi
22:40:04,drupal-mysql-d86854f86-nhsgt,11m,559Mi,1m,62Mi
22:40:08,drupal-deployment-677cb58b94-2xxj4,35m,209Mi,1m,62Mi
22:40:08,drupal-deployment-677cb58b94-gkktw,28m,124Mi,1m,62Mi
22:40:08,drupal-deployment-677cb58b94-lqq6k,31m,210Mi,1m,62Mi
22:40:08,drupal-mysql-d86854f86-nhsgt,11m,559Mi,1m,62Mi
22:40:09,drupal-deployment-677cb58b94-2xxj4,35m,209Mi,1m,62Mi
22:40:09,drupal-deployment-677cb58b94-gkktw,28m,124Mi,1m,62Mi
22:40:09,drupal-deployment-677cb58b94-lqq6k,31m,210Mi,1m,62Mi
22:40:09,drupal-mysql-d86854f86-nhsgt,11m,559Mi,1m,62Mi
22:40:13,drupal-deployment-677cb58b94-2xxj4,35m,209Mi,1m,62Mi
22:40:13,drupal-deployment-677cb58b94-gkktw,28m,124Mi,1m,62Mi
22:40:13,drupal-deployment-677cb58b94-lqq6k,31m,210Mi,1m,62Mi
22:40:13,drupal-mysql-d86854f86-nhsgt,11m,559Mi,1m,62Mi
22:40:14,drupal-deployment-677cb58b94-2xxj4,35m,209Mi,1m,62Mi
22:40:14,drupal-deployment-677cb58b94-gkktw,28m,124Mi,1m,62Mi
22:40:14,drupal-deployment-677cb58b94-lqq6k,31m,210Mi,1m,62Mi
22:40:14,drupal-mysql-d86854f86-nhsgt,11m,559Mi,1m,62Mi
22:40:18,drupal-deployment-677cb58b94-2xxj4,146m,157Mi,1m,62Mi
22:40:18,drupal-deployment-677cb58b94-gkktw,95m,93Mi,1m,62Mi
22:40:18,drupal-deployment-677cb58b94-lqq6k,60m,178Mi,1m,62Mi
22:40:18,drupal-mysql-d86854f86-nhsgt,44m,559Mi,1m,62Mi
22:40:19,drupal-deployment-677cb58b94-2xxj4,146m,157Mi,1m,62Mi
22:40:19,drupal-deployment-677cb58b94-gkktw,95m,93Mi,1m,62Mi
22:40:19,drupal-deployment-677cb58b94-lqq6k,60m,178Mi,1m,62Mi
22:40:19,drupal-mysql-d86854f86-nhsgt,44m,559Mi,1m,62Mi
22:40:23,drupal-deployment-677cb58b94-2xxj4,146m,157Mi,1m,62Mi
22:40:23,drupal-deployment-677cb58b94-gkktw,95m,93Mi,1m,62Mi
22:40:23,drupal-deployment-677cb58b94-lqq6k,60m,178Mi,1m,62Mi
22:40:23,drupal-mysql-d86854f86-nhsgt,44m,559Mi,1m,62Mi
22:40:25,drupal-deployment-677cb58b94-2xxj4,146m,157Mi,1m,62Mi
22:40:25,drupal-deployment-677cb58b94-gkktw,95m,93Mi,1m,62Mi
22:40:25,drupal-deployment-677cb58b94-lqq6k,60m,178Mi,1m,62Mi
22:40:25,drupal-mysql-d86854f86-nhsgt,44m,559Mi,1m,62Mi
22:40:29,drupal-deployment-677cb58b94-2xxj4,146m,157Mi,1m,62Mi
22:40:29,drupal-deployment-677cb58b94-gkktw,95m,93Mi,1m,62Mi
22:40:29,drupal-deployment-677cb58b94-lqq6k,60m,178Mi,1m,62Mi
22:40:29,drupal-mysql-d86854f86-nhsgt,44m,559Mi,1m,62Mi
22:40:30,drupal-deployment-677cb58b94-2xxj4,146m,157Mi,1m,62Mi
22:40:30,drupal-deployment-677cb58b94-gkktw,95m,93Mi,1m,62Mi
22:40:30,drupal-deployment-677cb58b94-lqq6k,60m,178Mi,1m,62Mi
22:40:30,drupal-mysql-d86854f86-nhsgt,44m,559Mi,1m,62Mi
22:40:34,drupal-deployment-677cb58b94-2xxj4,251m,141Mi,72m,64Mi
