Timestamp,CPU_User,CPU_System,CPU_IOWait,Mem_Free_MB,Mem_Cache_MB,Context_Switches,IO_Read_S,IO_Write_S
08:57:51,4,2,3,765,3521,13440,0.00,252.00
08:57:58,6,4,1,763,3521,11014,0.00,268.00
08:58:05,27,9,3,755,3521,17206,0.00,68.00
08:58:13,39,9,0,748,3522,15659,0.00,596.00
08:58:20,44,13,2,730,3522,23722,0.00,168.00
08:58:27,52,15,1,721,3523,17648,0.00,296.00
08:58:34,60,16,1,715,3526,21563,0.00,732.00
08:58:41,54,15,2,712,3527,19221,0.00,212.00
08:58:48,55,12,1,711,3528,18377,0.00,388.00
08:58:55,77,22,0,630,3535,20950,0.00,420.00
08:59:02,61,15,1,603,3540,17400,0.00,452.00
08:59:09,74,19,4,521,3577,25052,6964.00,332.00
08:59:16,62,19,1,433,3622,18063,0.00,404.00
08:59:23,57,12,1,427,3624,21101,0.00,184.00
08:59:30,60,16,2,416,3628,20990,0.00,812.00
08:59:37,70,19,1,388,3630,19331,1624.00,332.00
08:59:44,74,21,1,340,3628,21462,0.00,276.00
08:59:51,79,18,0,326,3630,18829,0.00,200.00
08:59:58,16,5,2,297,3632,15222,0.00,420.00
09:00:06,77,19,0,284,3633,19859,0.00,580.00
09:00:13,80,18,0,286,3636,21735,0.00,408.00
09:00:20,77,21,0,293,3638,27692,0.00,240.00
09:00:27,84,16,0,266,3639,22263,0.00,460.00
09:00:35,78,21,0,285,3641,24891,0.00,452.00
09:00:42,80,17,0,274,3642,21847,0.00,220.00
09:00:49,85,14,0,269,3644,18526,0.00,1828.00
09:00:56,80,20,0,193,3651,21320,0.00,132.00
09:01:03,82,18,0,169,3654,22647,120.00,436.00
09:01:11,82,18,0,159,3656,22672,0.00,265.12
09:01:18,80,19,0,156,3658,20022,0.00,1080.00
09:01:25,79,21,0,151,3660,19971,0.00,548.00
09:01:32,71,18,0,162,3662,20486,0.00,1276.00
09:01:39,82,16,0,150,3663,21056,0.00,276.00
09:01:46,75,23,0,128,3664,20276,28.00,1024.00
09:01:53,77,18,1,117,3666,22469,0.00,312.00
09:02:00,82,17,0,231,3570,22067,0.00,120.00
09:02:08,78,21,0,213,3572,19545,0.00,496.00
09:02:15,78,21,0,201,3573,22026,0.00,60.00
09:02:22,82,17,0,207,3574,19352,0.00,528.00
09:02:29,81,18,1,194,3577,20304,0.00,288.00
09:02:37,80,19,0,196,3579,20667,0.00,92.00
09:02:44,82,15,0,196,3580,21099,0.00,336.00
09:02:51,80,19,0,188,3581,22431,0.00,72.00
09:02:58,79,17,0,183,3583,21599,0.00,2292.00
09:03:05,75,19,0,179,3586,26434,0.00,208.00
09:03:12,82,18,0,165,3587,20571,0.00,340.00
09:03:19,83,17,0,173,3588,20588,0.00,512.00
09:03:27,75,23,1,172,3589,21611,0.00,384.00
09:03:34,80,19,0,192,3592,23990,0.00,432.00
09:03:41,83,16,0,185,3593,19188,0.00,528.00
09:03:48,82,17,0,182,3594,19087,0.00,444.00
09:03:55,82,18,0,168,3596,23341,0.00,412.00
09:04:02,79,16,0,169,3599,19181,0.00,444.00
09:04:09,81,18,0,156,3601,23109,0.00,648.00
09:04:17,84,16,0,166,3602,19420,0.00,236.00
09:04:24,83,16,0,168,3603,23981,0.00,0.00
09:04:31,80,17,0,159,3604,21436,0.00,408.00
09:04:38,87,13,0,164,3607,19021,0.00,212.00
09:04:45,79,20,0,157,3608,21226,0.00,680.00
09:04:52,81,17,0,156,3609,22998,0.00,888.00
09:04:59,70,15,0,141,3611,18993,0.00,288.00
09:05:06,80,19,0,156,3613,22996,0.00,232.00
09:05:13,83,16,0,151,3615,21418,0.00,184.00
09:05:21,79,19,0,140,3616,24442,0.00,296.00
09:05:28,80,17,0,133,3617,19794,0.00,196.00
09:05:35,79,19,0,147,3619,25440,0.00,520.00
09:05:42,80,17,1,145,3622,21500,0.00,392.00
09:05:49,82,16,0,136,3623,20866,0.00,276.00
09:05:56,77,21,0,151,3624,24008,0.00,516.00
09:06:03,82,17,0,148,3625,22348,0.00,388.00
09:06:11,84,16,0,124,3628,19476,0.00,916.00
09:06:18,81,19,0,143,3630,20408,0.00,460.00
09:06:25,80,19,0,143,3628,20851,0.00,664.00
09:06:32,80,17,0,139,3632,22288,0.00,484.00
09:06:39,81,19,0,138,3635,21145,0.00,328.00
09:06:46,84,16,0,137,3636,20211,0.00,44.00
09:06:54,84,16,0,135,3638,20397,0.00,1372.00
09:07:01,83,17,0,132,3639,20529,0.00,268.00
09:07:08,80,20,0,137,3640,18962,0.00,2352.00
09:07:15,82,17,0,128,3644,23482,0.00,172.00
09:07:22,83,17,0,129,3645,19856,0.00,524.00
09:07:29,84,16,0,259,3547,19681,0.00,348.00
09:07:36,76,23,0,245,3548,21330,0.00,232.00
09:07:43,81,18,0,236,3551,21852,0.00,172.00
09:07:51,82,17,0,232,3552,22202,0.00,764.00
09:07:58,82,18,0,222,3553,20820,0.00,948.00
09:08:05,11,8,5,219,3554,18795,0.00,420.00
09:08:12,7,5,1,215,3555,13591,0.00,320.00
09:08:19,14,4,2,332,3555,13704,0.00,160.00
