Timestamp,CPU_User,CPU_System,CPU_IOWait,Mem_Free_MB,Mem_Cache_MB,Context_Switches,IO_Read_S,IO_Write_S
11:20:56,7,4,3,220,4039,14093,0.00,224.00
11:21:03,7,4,2,201,4040,12713,0.00,172.00
11:21:11,45,11,1,200,4040,17097,0.00,676.00
11:21:18,56,18,1,171,4041,18457,4.00,280.00
11:21:25,57,14,1,154,4042,19323,0.00,272.00
11:21:32,56,14,2,159,4044,18858,0.00,288.00
11:21:39,61,14,1,141,4044,19170,0.00,144.00
11:21:46,71,23,4,158,3994,23974,6144.00,396.00
11:21:53,61,17,2,181,3939,21255,0.00,232.00
11:22:00,69,21,8,161,3912,25538,8324.00,1904.00
11:22:07,62,21,1,148,3875,19608,0.00,320.00
11:22:14,61,13,1,138,3881,20932,76.00,236.00
11:22:21,61,14,1,148,3854,19558,0.00,444.00
11:22:28,78,21,0,172,3825,18471,152.00,428.00
11:22:35,77,19,0,146,3806,24017,24.00,352.00
11:22:42,82,18,0,128,3810,21421,44.00,1024.00
11:22:49,81,18,0,127,3782,23540,568.00,288.00
11:22:57,80,18,1,140,3757,23608,0.00,312.00
11:23:04,80,17,0,150,3760,21784,0.00,352.00
11:23:11,79,19,0,163,3762,23520,0.00,1060.00
11:23:18,78,21,0,154,3765,20371,0.00,136.00
11:23:25,82,17,0,147,3767,20289,0.00,672.00
11:23:32,82,17,0,145,3769,21236,0.00,1580.00
11:23:39,86,13,0,142,3771,19857,0.00,266.67
11:23:46,80,20,0,131,3773,21774,0.00,672.00
11:23:54,82,17,1,123,3776,20463,0.00,364.00
11:24:01,82,17,0,118,3778,21043,844.00,980.00
11:24:08,78,18,1,167,3750,21202,0.00,448.00
11:24:15,82,16,0,163,3753,23420,0.00,960.00
11:24:22,83,16,0,157,3756,19937,0.00,276.00
11:24:29,7,3,4,152,3757,15171,0.00,352.48
11:24:36,79,20,0,147,3760,24041,0.00,112.00
11:24:43,80,18,0,144,3762,20980,0.00,604.00
11:24:51,83,16,0,141,3765,20490,0.00,212.00
11:24:58,80,19,0,135,3766,19388,0.00,268.00
11:25:05,77,21,0,124,3769,30951,0.00,668.00
11:25:12,79,20,0,175,3742,23477,216.00,128.00
11:25:20,78,20,0,154,3746,23886,0.00,1724.00
11:25:27,80,18,0,152,3748,24533,0.00,228.00
11:25:34,82,17,0,151,3750,19643,0.00,880.00
11:25:41,80,18,0,149,3752,23019,224.00,1736.00
11:25:48,82,18,0,136,3746,19779,248.00,392.00
11:25:55,78,21,0,130,3695,24627,0.00,304.00
11:26:02,81,18,0,117,3699,20160,0.00,236.00
11:26:10,82,17,0,154,3672,23287,0.00,229.70
11:26:17,80,19,0,151,3675,22988,0.00,692.00
11:26:24,83,17,0,131,3678,19975,0.00,156.00
11:26:31,80,19,0,147,3654,20585,296.00,1084.00
11:26:38,78,20,0,119,3659,21303,0.00,416.00
11:26:45,84,16,0,136,3635,20981,196.00,756.00
11:26:53,83,17,0,131,3640,19035,0.00,132.00
11:27:00,83,17,0,125,3642,21529,0.00,248.00
11:27:07,82,18,0,144,3618,23386,300.00,1216.00
11:27:14,80,18,0,138,3624,20483,0.00,480.00
11:27:22,81,15,0,134,3627,20715,4.00,632.00
11:27:29,83,16,0,127,3629,20369,0.00,428.00
11:27:36,79,20,0,123,3631,20203,0.00,228.00
11:27:43,80,18,1,147,3607,21347,40.00,228.00
11:27:50,82,17,0,144,3611,24077,0.00,752.00
11:27:57,82,19,0,132,3615,24102,0.00,428.00
11:28:05,82,17,0,119,3616,22082,0.00,140.00
11:28:12,81,18,0,178,3593,21474,248.00,308.00
11:28:20,83,17,0,167,3596,22246,0.00,372.00
11:28:27,83,16,0,136,3595,21540,0.00,568.00
11:28:34,84,16,0,136,3597,21846,0.00,956.00
11:28:41,82,17,0,134,3599,22093,0.00,508.00
11:28:48,83,16,1,134,3600,18626,0.00,772.00
11:28:55,80,19,0,128,3605,19919,0.00,2444.00
11:29:03,82,15,1,175,3582,20632,0.00,172.00
11:29:10,84,16,0,160,3586,19462,3.96,1461.39
11:29:17,84,15,0,158,3587,19436,0.00,186.14
11:29:24,83,17,0,153,3590,19264,0.00,1000.00
11:29:31,83,16,0,145,3593,22838,0.00,716.00
11:29:39,76,23,1,141,3599,20700,0.00,812.00
11:29:46,82,18,0,139,3601,21270,0.00,392.00
11:29:53,82,17,0,135,3603,21094,0.00,176.00
11:30:00,84,16,0,125,3606,21744,0.00,504.00
11:30:07,80,19,0,186,3582,22559,204.00,156.00
11:30:14,84,16,0,153,3586,20653,0.00,164.71
11:30:21,82,17,0,148,3588,21690,0.00,252.00
11:30:29,77,23,0,136,3593,22688,0.00,944.00
11:30:36,80,20,0,131,3594,20686,0.00,348.51
11:30:43,81,19,0,129,3596,22889,0.00,424.00
11:30:50,82,17,0,125,3598,24318,0.00,420.00
11:30:57,79,21,0,118,3600,20492,124.00,2188.00
11:31:04,78,21,0,164,3580,26024,100.00,296.00
11:31:11,5,3,2,159,3582,13371,68.00,876.00
11:31:18,6,4,2,210,3579,12586,0.00,212.00
11:31:26,11,8,2,247,3579,15767,0.00,636.00
11:31:33,6,3,1,282,3580,11463,0.00,180.00
11:31:40,7,6,2,329,3581,12799,0.00,244.00
11:31:47,7,4,3,335,3581,13825,0.00,240.00
11:31:54,5,3,4,327,3581,12814,0.00,348.00
11:32:01,6,3,1,329,3581,11966,0.00,572.00
11:32:08,11,10,2,329,3581,15358,228.00,192.00
