Timestamp,CPU_User,CPU_System,CPU_IOWait,Mem_Free_MB,Mem_Cache_MB,Context_Switches,IO_Read_S,IO_Write_S
21:13:34,5,4,2,621,3758,13905,0.00,272.00
21:13:41,10,5,3,619,3759,14910,0.00,112.00
21:13:48,33,12,1,613,3759,14715,0.00,320.00
21:13:55,62,14,0,596,3760,15637,0.00,184.00
21:14:02,63,17,0,572,3761,18156,0.00,292.00
21:14:09,73,19,6,508,3793,25979,7284.00,340.00
21:14:16,65,17,1,408,3830,20977,0.00,256.00
21:14:23,64,16,1,402,3835,19881,0.00,456.00
21:14:30,63,17,1,402,3837,23181,0.00,352.00
21:14:37,65,20,5,370,3849,29080,5912.00,604.00
21:14:44,76,18,0,254,3888,20463,0.00,272.00
21:14:51,80,18,0,192,3897,19412,0.00,968.00
21:14:59,72,24,0,167,3900,22104,0.00,380.00
21:15:06,79,18,0,186,3901,19658,0.00,2380.00
21:15:13,79,19,0,153,3904,20770,0.00,376.00
21:15:20,79,19,0,142,3908,22440,0.00,820.00
21:15:27,73,16,0,222,3811,20387,0.00,122.77
21:15:34,80,18,0,212,3813,20551,0.00,464.00
21:15:41,78,18,1,201,3815,20282,0.00,1176.00
21:15:48,79,21,0,191,3817,19986,0.00,532.00
21:15:55,81,16,0,193,3820,21187,8.00,280.00
21:16:02,81,17,0,177,3823,20443,0.00,372.00
21:16:10,78,21,0,176,3824,22562,16.00,452.00
21:16:17,83,16,0,168,3828,20437,0.00,116.00
21:16:24,81,18,0,157,3831,20907,0.00,880.00
21:16:31,80,17,0,160,3834,23720,0.00,456.00
21:16:38,80,20,0,151,3836,22424,0.00,356.00
21:16:46,81,19,0,134,3840,23250,0.00,1184.00
21:16:53,80,16,1,133,3844,19271,0.00,424.00
21:17:00,77,19,1,125,3846,24970,0.00,444.00
21:17:07,81,17,0,125,3848,22317,0.00,156.00
21:17:15,79,19,1,127,3852,23502,0.00,816.00
21:17:22,81,18,0,231,3756,20364,0.00,1860.00
21:17:29,79,21,0,226,3761,20270,0.00,300.00
21:17:36,76,19,1,232,3764,24940,0.00,148.00
21:17:43,82,17,1,230,3765,22240,0.00,1776.00
21:17:50,78,20,1,221,3769,26719,64.00,1568.00
21:17:58,82,18,0,149,3797,21362,2280.00,2372.00
21:18:05,81,19,1,132,3789,23382,2448.00,164.00
21:18:12,81,17,1,143,3766,18237,0.00,180.00
21:18:19,79,19,0,130,3770,23813,0.00,1428.00
21:18:26,83,16,0,133,3778,20166,76.00,668.00
21:18:33,83,17,0,153,3739,19574,456.00,1024.00
21:18:40,81,18,0,118,3744,23102,0.00,52.00
21:18:48,83,16,1,128,3734,19426,0.00,344.00
21:18:55,81,16,0,116,3737,20523,20.00,408.00
21:19:02,80,16,1,117,3717,19650,0.00,388.00
21:19:09,82,18,0,126,3709,19325,36.00,512.00
21:19:17,80,20,0,117,3712,24630,20.00,264.00
21:19:24,83,16,0,143,3704,21235,1004.00,888.00
21:19:31,77,20,1,125,3709,21632,0.00,332.00
21:19:38,83,16,0,124,3711,20870,0.00,269.31
21:19:46,81,18,0,122,3713,22544,0.00,296.00
21:19:53,82,17,1,139,3704,18734,0.00,196.00
21:20:00,82,16,0,128,3708,21601,0.00,552.00
21:20:07,80,20,0,125,3701,23582,0.00,376.00
21:20:14,82,18,0,124,3703,20998,0.00,428.00
21:20:21,80,20,1,122,3706,23362,0.00,300.00
21:20:29,78,21,0,144,3708,26735,0.00,516.00
21:20:36,81,17,0,134,3712,21830,0.00,396.00
21:20:43,81,19,0,142,3702,20809,0.00,352.00
21:20:50,86,13,0,128,3704,18467,384.00,1276.00
21:20:57,83,16,0,127,3708,20831,0.00,216.00
