Timestamp,Pod_Name,App_CPU_m,App_Memory_Mi,Ingress_CPU_m,Ingress_Memory_Mi
00:22:58,drupal-deployment-677cb58b94-w8nvb,28m,210Mi,1m,79Mi
00:22:58,drupal-mysql-d86854f86-h9gp6,9m,467Mi,1m,79Mi
00:23:03,drupal-deployment-677cb58b94-w8nvb,28m,210Mi,1m,79Mi
00:23:03,drupal-mysql-d86854f86-h9gp6,9m,467Mi,1m,79Mi
00:23:09,drupal-deployment-677cb58b94-w8nvb,28m,210Mi,1m,79Mi
00:23:09,drupal-mysql-d86854f86-h9gp6,7m,467Mi,1m,79Mi
00:23:14,drupal-deployment-677cb58b94-w8nvb,28m,210Mi,1m,79Mi
00:23:14,drupal-mysql-d86854f86-h9gp6,7m,467Mi,1m,79Mi
00:23:19,drupal-deployment-677cb58b94-w8nvb,28m,210Mi,1m,79Mi
00:23:19,drupal-mysql-d86854f86-h9gp6,7m,467Mi,1m,79Mi
00:23:24,drupal-deployment-677cb58b94-w8nvb,21m,210Mi,7m,80Mi
00:23:24,drupal-mysql-d86854f86-h9gp6,9m,467Mi,7m,80Mi
00:23:29,drupal-deployment-677cb58b94-w8nvb,21m,210Mi,7m,80Mi
00:23:29,drupal-mysql-d86854f86-h9gp6,9m,467Mi,7m,80Mi
00:23:34,drupal-deployment-677cb58b94-w8nvb,15m,210Mi,70m,83Mi
00:23:34,drupal-mysql-d86854f86-h9gp6,8m,467Mi,70m,83Mi
00:23:39,drupal-deployment-677cb58b94-w8nvb,15m,210Mi,70m,83Mi
00:23:39,drupal-mysql-d86854f86-h9gp6,8m,467Mi,70m,83Mi
00:23:44,drupal-deployment-677cb58b94-w8nvb,15m,210Mi,70m,83Mi
00:23:44,drupal-mysql-d86854f86-h9gp6,8m,467Mi,70m,83Mi
00:23:50,drupal-deployment-677cb58b94-w8nvb,29m,210Mi,74m,85Mi
00:23:50,drupal-mysql-d86854f86-h9gp6,8m,467Mi,74m,85Mi
00:23:55,drupal-deployment-677cb58b94-w8nvb,29m,210Mi,74m,85Mi
00:23:55,drupal-mysql-d86854f86-h9gp6,8m,467Mi,74m,85Mi
00:24:00,drupal-deployment-677cb58b94-w8nvb,29m,210Mi,74m,85Mi
00:24:00,drupal-mysql-d86854f86-h9gp6,8m,467Mi,74m,85Mi
00:24:05,drupal-deployment-677cb58b94-w8nvb,29m,210Mi,73m,88Mi
00:24:05,drupal-mysql-d86854f86-h9gp6,10m,467Mi,73m,88Mi
00:24:10,drupal-deployment-677cb58b94-w8nvb,29m,210Mi,73m,88Mi
00:24:10,drupal-mysql-d86854f86-h9gp6,10m,467Mi,73m,88Mi
00:24:15,drupal-deployment-677cb58b94-w8nvb,29m,210Mi,73m,88Mi
