Timestamp,Pod_Name,App_CPU_m,App_Memory_Mi,Ingress_CPU_m,Ingress_Memory_Mi
23:28:03,drupal-deployment-677cb58b94-w8nvb,27m,210Mi,1m,79Mi
23:28:03,drupal-mysql-d86854f86-h9gp6,7m,465Mi,1m,79Mi
23:28:08,drupal-deployment-677cb58b94-w8nvb,18m,210Mi,1m,79Mi
23:28:08,drupal-mysql-d86854f86-h9gp6,8m,465Mi,1m,79Mi
23:28:13,drupal-deployment-677cb58b94-w8nvb,18m,210Mi,1m,79Mi
23:28:13,drupal-mysql-d86854f86-h9gp6,8m,465Mi,1m,79Mi
23:28:18,drupal-deployment-677cb58b94-w8nvb,18m,210Mi,1m,79Mi
23:28:18,drupal-mysql-d86854f86-h9gp6,8m,465Mi,1m,79Mi
23:28:24,drupal-deployment-677cb58b94-w8nvb,21m,210Mi,2m,79Mi
23:28:24,drupal-mysql-d86854f86-h9gp6,8m,465Mi,2m,79Mi
23:28:29,drupal-deployment-677cb58b94-w8nvb,21m,210Mi,2m,79Mi
23:28:29,drupal-mysql-d86854f86-h9gp6,8m,465Mi,2m,79Mi
23:28:34,drupal-deployment-677cb58b94-w8nvb,21m,210Mi,2m,79Mi
23:28:34,drupal-mysql-d86854f86-h9gp6,8m,465Mi,2m,79Mi
23:28:39,drupal-deployment-677cb58b94-w8nvb,30m,210Mi,51m,80Mi
23:28:39,drupal-mysql-d86854f86-h9gp6,8m,465Mi,51m,80Mi
23:28:44,drupal-deployment-677cb58b94-w8nvb,30m,210Mi,51m,80Mi
23:28:44,drupal-mysql-d86854f86-h9gp6,8m,465Mi,51m,80Mi
23:28:49,drupal-deployment-677cb58b94-w8nvb,30m,210Mi,51m,80Mi
23:28:49,drupal-mysql-d86854f86-h9gp6,8m,465Mi,51m,80Mi
23:28:54,drupal-deployment-677cb58b94-w8nvb,18m,210Mi,65m,82Mi
23:28:54,drupal-mysql-d86854f86-h9gp6,9m,465Mi,65m,82Mi
23:28:59,drupal-deployment-677cb58b94-w8nvb,18m,210Mi,65m,82Mi
23:28:59,drupal-mysql-d86854f86-h9gp6,9m,465Mi,65m,82Mi
23:29:04,drupal-deployment-677cb58b94-w8nvb,27m,210Mi,71m,83Mi
23:29:04,drupal-mysql-d86854f86-h9gp6,8m,465Mi,71m,83Mi
23:29:10,drupal-deployment-677cb58b94-w8nvb,27m,210Mi,71m,83Mi
23:29:10,drupal-mysql-d86854f86-h9gp6,8m,465Mi,71m,83Mi
23:29:15,drupal-deployment-677cb58b94-w8nvb,27m,210Mi,71m,83Mi
23:29:15,drupal-mysql-d86854f86-h9gp6,8m,465Mi,71m,83Mi
23:29:20,drupal-deployment-677cb58b94-w8nvb,18m,210Mi,71m,84Mi
23:29:20,drupal-mysql-d86854f86-h9gp6,6m,465Mi,71m,84Mi
