Timestamp,Pod_Name,App_CPU_m,App_Memory_Mi,Ingress_CPU_m,Ingress_Memory_Mi,ModSecurity_Status
10:00:08,wordpress-deployment-7c7bb76d6f-h22rk,1m,102Mi,1m,67Mi,BLOCKED
10:00:08,wordpress-mysql-8484774888-zwtmv,4m,449Mi,1m,67Mi,BLOCKED
10:00:13,wordpress-deployment-7c7bb76d6f-h22rk,1m,102Mi,1m,67Mi,BLOCKED
10:00:13,wordpress-mysql-8484774888-zwtmv,4m,449Mi,1m,67Mi,BLOCKED
10:00:18,wordpress-deployment-7c7bb76d6f-h22rk,1m,102Mi,109m,68Mi,BLOCKED
10:00:18,wordpress-mysql-8484774888-zwtmv,4m,449Mi,109m,68Mi,BLOCKED
10:00:23,wordpress-deployment-7c7bb76d6f-h22rk,1m,102Mi,109m,68Mi,BLOCKED
10:00:23,wordpress-mysql-8484774888-zwtmv,4m,449Mi,109m,68Mi,BLOCKED
10:00:29,wordpress-deployment-7c7bb76d6f-h22rk,1m,102Mi,109m,68Mi,BLOCKED
10:00:29,wordpress-mysql-8484774888-zwtmv,4m,449Mi,109m,68Mi,BLOCKED
10:00:34,wordpress-deployment-7c7bb76d6f-h22rk,1m,102Mi,987m,69Mi,BLOCKED
10:00:34,wordpress-mysql-8484774888-zwtmv,4m,449Mi,987m,69Mi,BLOCKED
10:00:39,wordpress-deployment-7c7bb76d6f-h22rk,1m,102Mi,987m,69Mi,BLOCKED
10:00:39,wordpress-mysql-8484774888-zwtmv,4m,449Mi,987m,69Mi,BLOCKED
10:00:44,wordpress-deployment-7c7bb76d6f-h22rk,1m,102Mi,987m,69Mi,BLOCKED
10:00:44,wordpress-mysql-8484774888-zwtmv,4m,449Mi,987m,69Mi,BLOCKED
10:00:50,wordpress-deployment-7c7bb76d6f-h22rk,1m,102Mi,1163m,72Mi,BLOCKED
10:00:50,wordpress-mysql-8484774888-zwtmv,4m,449Mi,1163m,72Mi,BLOCKED
10:00:55,wordpress-deployment-7c7bb76d6f-h22rk,1m,102Mi,1163m,72Mi,BLOCKED
10:00:55,wordpress-mysql-8484774888-zwtmv,4m,449Mi,1163m,72Mi,BLOCKED
10:01:00,wordpress-deployment-7c7bb76d6f-h22rk,1m,102Mi,1163m,72Mi,BLOCKED
10:01:00,wordpress-mysql-8484774888-zwtmv,4m,449Mi,1163m,72Mi,BLOCKED
10:01:05,wordpress-deployment-7c7bb76d6f-h22rk,1m,102Mi,1467m,73Mi,BLOCKED
10:01:05,wordpress-mysql-8484774888-zwtmv,4m,449Mi,1467m,73Mi,BLOCKED
10:01:11,wordpress-deployment-7c7bb76d6f-h22rk,1m,102Mi,1467m,73Mi,BLOCKED
10:01:11,wordpress-mysql-8484774888-zwtmv,4m,449Mi,1467m,73Mi,BLOCKED
10:01:16,wordpress-deployment-7c7bb76d6f-h22rk,1m,102Mi,1467m,73Mi,BLOCKED
10:01:16,wordpress-mysql-8484774888-zwtmv,4m,449Mi,1467m,73Mi,BLOCKED
10:01:21,wordpress-deployment-7c7bb76d6f-h22rk,1m,102Mi,1485m,76Mi,BLOCKED
10:01:21,wordpress-mysql-8484774888-zwtmv,4m,449Mi,1485m,76Mi,BLOCKED
