Timestamp,Pod_Name,App_CPU_m,App_Memory_Mi,Ingress_CPU_m,Ingress_Memory_Mi
20:27:55,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,1m,42Mi
20:27:55,wordpress-mysql-8484774888-6nxvs,4m,453Mi,1m,42Mi
20:28:00,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,1m,42Mi
20:28:00,wordpress-mysql-8484774888-6nxvs,4m,453Mi,1m,42Mi
20:28:05,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,1m,42Mi
20:28:05,wordpress-mysql-8484774888-6nxvs,5m,453Mi,1m,42Mi
20:28:10,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,1m,42Mi
20:28:10,wordpress-mysql-8484774888-6nxvs,5m,453Mi,1m,42Mi
20:28:15,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,1m,42Mi
20:28:15,wordpress-mysql-8484774888-6nxvs,5m,453Mi,1m,42Mi
20:28:20,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,1m,41Mi
20:28:20,wordpress-mysql-8484774888-6nxvs,4m,453Mi,1m,41Mi
20:28:25,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,1m,41Mi
20:28:25,wordpress-mysql-8484774888-6nxvs,4m,453Mi,1m,41Mi
20:28:30,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,1m,41Mi
20:28:30,wordpress-mysql-8484774888-6nxvs,4m,453Mi,1m,41Mi
20:28:35,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,1m,41Mi
20:28:35,wordpress-mysql-8484774888-6nxvs,4m,453Mi,1m,41Mi
20:28:41,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,1m,41Mi
20:28:41,wordpress-mysql-8484774888-6nxvs,4m,453Mi,1m,41Mi
20:28:46,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,1m,41Mi
20:28:46,wordpress-mysql-8484774888-6nxvs,4m,453Mi,1m,41Mi
20:28:51,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,4m,42Mi
20:28:51,wordpress-mysql-8484774888-6nxvs,4m,453Mi,4m,42Mi
20:28:56,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,4m,42Mi
20:28:56,wordpress-mysql-8484774888-6nxvs,4m,453Mi,4m,42Mi
20:29:01,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,4m,42Mi
20:29:01,wordpress-mysql-8484774888-6nxvs,4m,453Mi,4m,42Mi
20:29:06,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,4m,42Mi
20:29:06,wordpress-mysql-8484774888-6nxvs,4m,453Mi,4m,42Mi
20:29:11,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,4m,42Mi
20:29:11,wordpress-mysql-8484774888-6nxvs,4m,453Mi,4m,42Mi
20:29:16,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,4m,42Mi
20:29:16,wordpress-mysql-8484774888-6nxvs,4m,453Mi,4m,42Mi
20:29:21,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,42m,45Mi
20:29:21,wordpress-mysql-8484774888-6nxvs,4m,453Mi,42m,45Mi
20:29:27,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,42m,45Mi
20:29:27,wordpress-mysql-8484774888-6nxvs,4m,453Mi,42m,45Mi
20:29:32,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,42m,45Mi
20:29:32,wordpress-mysql-8484774888-6nxvs,4m,453Mi,42m,45Mi
20:29:37,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,48m,45Mi
20:29:37,wordpress-mysql-8484774888-6nxvs,4m,453Mi,48m,45Mi
20:29:42,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,48m,45Mi
20:29:42,wordpress-mysql-8484774888-6nxvs,4m,453Mi,48m,45Mi
20:29:47,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,48m,45Mi
20:29:47,wordpress-mysql-8484774888-6nxvs,4m,453Mi,48m,45Mi
20:29:52,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,48m,45Mi
20:29:52,wordpress-mysql-8484774888-6nxvs,4m,453Mi,48m,45Mi
20:29:57,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,48m,45Mi
20:29:57,wordpress-mysql-8484774888-6nxvs,4m,453Mi,48m,45Mi
20:30:02,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,48m,45Mi
20:30:02,wordpress-mysql-8484774888-6nxvs,4m,453Mi,48m,45Mi
20:30:07,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,47m,46Mi
20:30:07,wordpress-mysql-8484774888-6nxvs,4m,453Mi,47m,46Mi
20:30:13,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,47m,46Mi
20:30:13,wordpress-mysql-8484774888-6nxvs,4m,453Mi,47m,46Mi
20:30:18,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,47m,46Mi
20:30:18,wordpress-mysql-8484774888-6nxvs,4m,453Mi,47m,46Mi
20:30:23,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,47m,46Mi
20:30:23,wordpress-mysql-8484774888-6nxvs,4m,453Mi,47m,46Mi
20:30:28,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,47m,46Mi
20:30:28,wordpress-mysql-8484774888-6nxvs,4m,453Mi,47m,46Mi
20:30:33,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,47m,46Mi
20:30:33,wordpress-mysql-8484774888-6nxvs,4m,453Mi,47m,46Mi
20:30:38,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,42m,47Mi
20:30:38,wordpress-mysql-8484774888-6nxvs,4m,453Mi,42m,47Mi
20:30:43,wordpress-deployment-7c7bb76d6f-wrkvd,1m,55Mi,42m,47Mi
20:30:43,wordpress-mysql-8484774888-6nxvs,4m,453Mi,42m,47Mi
