Timestamp,Pod_Name,App_CPU_m,App_Memory_Mi,Ingress_CPU_m,Ingress_Memory_Mi,ModSecurity_Status
16:30:23,ghost-deployment-74496d68fd-hvb94,3m,174Mi,1567m,89Mi,BLOCKED
16:30:23,ghost-mysql-c75f59f48-bf92t,4m,380Mi,1567m,89Mi,BLOCKED
16:30:28,ghost-deployment-74496d68fd-hvb94,3m,174Mi,1567m,89Mi,BLOCKED
16:30:28,ghost-mysql-c75f59f48-bf92t,4m,380Mi,1567m,89Mi,BLOCKED
16:30:33,ghost-deployment-74496d68fd-hvb94,3m,174Mi,1567m,89Mi,BLOCKED
16:30:33,ghost-mysql-c75f59f48-bf92t,4m,380Mi,1567m,89Mi,BLOCKED
16:30:38,ghost-deployment-74496d68fd-hvb94,3m,174Mi,1549m,91Mi,BLOCKED
16:30:38,ghost-mysql-c75f59f48-bf92t,4m,380Mi,1549m,91Mi,BLOCKED
16:30:44,ghost-deployment-74496d68fd-hvb94,3m,174Mi,1549m,91Mi,BLOCKED
16:30:44,ghost-mysql-c75f59f48-bf92t,4m,380Mi,1549m,91Mi,BLOCKED
16:30:49,ghost-deployment-74496d68fd-hvb94,3m,174Mi,1549m,91Mi,BLOCKED
16:30:49,ghost-mysql-c75f59f48-bf92t,4m,380Mi,1549m,91Mi,BLOCKED
16:30:54,ghost-deployment-74496d68fd-hvb94,3m,174Mi,1497m,93Mi,BLOCKED
16:30:54,ghost-mysql-c75f59f48-bf92t,4m,380Mi,1497m,93Mi,BLOCKED
16:30:59,ghost-deployment-74496d68fd-hvb94,3m,174Mi,1497m,93Mi,BLOCKED
16:30:59,ghost-mysql-c75f59f48-bf92t,4m,380Mi,1497m,93Mi,BLOCKED
16:31:05,ghost-deployment-74496d68fd-hvb94,3m,174Mi,1497m,93Mi,BLOCKED
16:31:05,ghost-mysql-c75f59f48-bf92t,4m,380Mi,1497m,93Mi,BLOCKED
16:31:10,ghost-deployment-74496d68fd-hvb94,3m,175Mi,1537m,94Mi,BLOCKED
16:31:10,ghost-mysql-c75f59f48-bf92t,4m,380Mi,1537m,94Mi,BLOCKED
16:31:15,ghost-deployment-74496d68fd-hvb94,3m,175Mi,1537m,94Mi,BLOCKED
16:31:15,ghost-mysql-c75f59f48-bf92t,4m,380Mi,1537m,94Mi,BLOCKED
16:31:20,ghost-deployment-74496d68fd-hvb94,3m,175Mi,1537m,94Mi,BLOCKED
16:31:20,ghost-mysql-c75f59f48-bf92t,4m,380Mi,1537m,94Mi,BLOCKED
16:31:26,ghost-deployment-74496d68fd-hvb94,3m,174Mi,1534m,95Mi,BLOCKED
16:31:26,ghost-mysql-c75f59f48-bf92t,4m,380Mi,1534m,95Mi,BLOCKED
16:31:31,ghost-deployment-74496d68fd-hvb94,3m,174Mi,1534m,95Mi,BLOCKED
