Timestamp,Pod_Name,App_CPU_m,App_Memory_Mi,Ingress_CPU_m,Ingress_Memory_Mi,ModSecurity_Status
18:52:56,ghost-deployment-74496d68fd-l4xx8,5m,181Mi,1m,73Mi,BLOCKED
18:52:56,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1m,73Mi,BLOCKED
18:53:01,ghost-deployment-74496d68fd-l4xx8,5m,181Mi,1m,73Mi,BLOCKED
18:53:01,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1m,73Mi,BLOCKED
18:53:06,ghost-deployment-74496d68fd-l4xx8,5m,181Mi,1m,73Mi,BLOCKED
18:53:07,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1m,73Mi,BLOCKED
18:53:12,ghost-deployment-74496d68fd-l4xx8,5m,181Mi,1m,73Mi,BLOCKED
18:53:12,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1m,73Mi,BLOCKED
18:53:17,ghost-deployment-74496d68fd-l4xx8,2m,180Mi,98m,74Mi,BLOCKED
18:53:17,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,98m,74Mi,BLOCKED
18:53:22,ghost-deployment-74496d68fd-l4xx8,2m,180Mi,98m,74Mi,BLOCKED
18:53:22,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,98m,74Mi,BLOCKED
18:53:27,ghost-deployment-74496d68fd-l4xx8,2m,180Mi,98m,74Mi,BLOCKED
18:53:27,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,98m,74Mi,BLOCKED
18:53:33,ghost-deployment-74496d68fd-l4xx8,4m,181Mi,1210m,76Mi,BLOCKED
18:53:33,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1210m,76Mi,BLOCKED
18:53:38,ghost-deployment-74496d68fd-l4xx8,4m,181Mi,1210m,76Mi,BLOCKED
18:53:38,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1210m,76Mi,BLOCKED
18:53:43,ghost-deployment-74496d68fd-l4xx8,4m,181Mi,1210m,76Mi,BLOCKED
18:53:43,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1210m,76Mi,BLOCKED
18:53:48,ghost-deployment-74496d68fd-l4xx8,2m,180Mi,1453m,78Mi,BLOCKED
18:53:48,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1453m,78Mi,BLOCKED
18:53:54,ghost-deployment-74496d68fd-l4xx8,2m,180Mi,1453m,78Mi,BLOCKED
18:53:54,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1453m,78Mi,BLOCKED
18:53:59,ghost-deployment-74496d68fd-l4xx8,2m,180Mi,1453m,78Mi,BLOCKED
18:53:59,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1453m,78Mi,BLOCKED
18:54:04,ghost-deployment-74496d68fd-l4xx8,4m,181Mi,1496m,81Mi,BLOCKED
18:54:04,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1496m,81Mi,BLOCKED
18:54:10,ghost-deployment-74496d68fd-l4xx8,4m,181Mi,1496m,81Mi,BLOCKED
18:54:10,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1496m,81Mi,BLOCKED
18:54:15,ghost-deployment-74496d68fd-l4xx8,4m,181Mi,1496m,81Mi,BLOCKED
18:54:15,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1496m,81Mi,BLOCKED
18:54:20,ghost-deployment-74496d68fd-l4xx8,2m,181Mi,1496m,81Mi,BLOCKED
18:54:20,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1496m,81Mi,BLOCKED
18:54:26,ghost-deployment-74496d68fd-l4xx8,2m,181Mi,1496m,81Mi,BLOCKED
18:54:26,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1496m,81Mi,BLOCKED
18:54:31,ghost-deployment-74496d68fd-l4xx8,2m,181Mi,1496m,81Mi,BLOCKED
18:54:31,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1496m,81Mi,BLOCKED
18:54:36,ghost-deployment-74496d68fd-l4xx8,6m,181Mi,1471m,84Mi,BLOCKED
18:54:36,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1471m,84Mi,BLOCKED
18:54:42,ghost-deployment-74496d68fd-l4xx8,6m,181Mi,1471m,84Mi,BLOCKED
18:54:42,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1471m,84Mi,BLOCKED
18:54:47,ghost-deployment-74496d68fd-l4xx8,6m,181Mi,1471m,84Mi,BLOCKED
18:54:47,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1471m,84Mi,BLOCKED
18:54:52,ghost-deployment-74496d68fd-l4xx8,3m,181Mi,1502m,84Mi,BLOCKED
18:54:52,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1502m,84Mi,BLOCKED
18:54:57,ghost-deployment-74496d68fd-l4xx8,3m,181Mi,1502m,84Mi,BLOCKED
18:54:57,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1502m,84Mi,BLOCKED
18:55:03,ghost-deployment-74496d68fd-l4xx8,4m,182Mi,1497m,87Mi,BLOCKED
18:55:03,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1497m,87Mi,BLOCKED
18:55:08,ghost-deployment-74496d68fd-l4xx8,4m,182Mi,1497m,87Mi,BLOCKED
18:55:08,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1497m,87Mi,BLOCKED
18:55:13,ghost-deployment-74496d68fd-l4xx8,4m,182Mi,1497m,87Mi,BLOCKED
18:55:13,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1497m,87Mi,BLOCKED
18:55:18,ghost-deployment-74496d68fd-l4xx8,3m,181Mi,1508m,88Mi,BLOCKED
18:55:18,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1508m,88Mi,BLOCKED
18:55:24,ghost-deployment-74496d68fd-l4xx8,3m,181Mi,1508m,88Mi,BLOCKED
18:55:24,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1508m,88Mi,BLOCKED
18:55:29,ghost-deployment-74496d68fd-l4xx8,3m,181Mi,1508m,88Mi,BLOCKED
18:55:29,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1508m,88Mi,BLOCKED
18:55:34,ghost-deployment-74496d68fd-l4xx8,4m,181Mi,1527m,87Mi,BLOCKED
18:55:34,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1527m,87Mi,BLOCKED
18:55:40,ghost-deployment-74496d68fd-l4xx8,4m,181Mi,1527m,87Mi,BLOCKED
18:55:40,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1527m,87Mi,BLOCKED
18:55:45,ghost-deployment-74496d68fd-l4xx8,4m,181Mi,1527m,87Mi,BLOCKED
18:55:45,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1527m,87Mi,BLOCKED
18:55:50,ghost-deployment-74496d68fd-l4xx8,3m,181Mi,1526m,87Mi,BLOCKED
18:55:50,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1526m,87Mi,BLOCKED
18:55:55,ghost-deployment-74496d68fd-l4xx8,3m,181Mi,1526m,87Mi,BLOCKED
18:55:55,ghost-mysql-c75f59f48-wdmzt,4m,427Mi,1526m,87Mi,BLOCKED
18:56:01,ghost-deployment-74496d68fd-l4xx8,3m,181Mi,1526m,87Mi,BLOCKED
