Timestamp,Pod_Name,CPU_m,Memory_Mi
00:27:29,drupal-deployment-677cb58b94-9t4vm,18m,275Mi
00:27:29,drupal-mysql-d86854f86-jkqb9,10m,438Mi
00:27:34,drupal-deployment-677cb58b94-9t4vm,26m,275Mi
00:27:34,drupal-mysql-d86854f86-jkqb9,8m,438Mi
00:27:39,drupal-deployment-677cb58b94-9t4vm,26m,275Mi
00:27:39,drupal-mysql-d86854f86-jkqb9,8m,438Mi
00:27:44,drupal-deployment-677cb58b94-9t4vm,26m,275Mi
00:27:44,drupal-mysql-d86854f86-jkqb9,8m,438Mi
00:27:49,drupal-deployment-677cb58b94-9t4vm,12m,275Mi
00:27:49,drupal-mysql-d86854f86-jkqb9,6m,438Mi
00:27:54,drupal-deployment-677cb58b94-9t4vm,12m,275Mi
00:27:54,drupal-mysql-d86854f86-jkqb9,6m,438Mi
00:27:59,drupal-deployment-677cb58b94-9t4vm,12m,275Mi
00:27:59,drupal-mysql-d86854f86-jkqb9,6m,438Mi
00:28:04,drupal-deployment-677cb58b94-9t4vm,63m,240Mi
00:28:04,drupal-mysql-d86854f86-jkqb9,21m,438Mi
00:28:09,drupal-deployment-677cb58b94-9t4vm,63m,240Mi
00:28:09,drupal-mysql-d86854f86-jkqb9,21m,438Mi
00:28:14,drupal-deployment-677cb58b94-9t4vm,63m,240Mi
00:28:14,drupal-mysql-d86854f86-jkqb9,21m,438Mi
00:28:19,drupal-deployment-677cb58b94-9t4vm,182m,162Mi
00:28:19,drupal-mysql-d86854f86-jkqb9,63m,438Mi
00:28:24,drupal-deployment-677cb58b94-9t4vm,182m,162Mi
00:28:24,drupal-mysql-d86854f86-jkqb9,63m,438Mi
00:28:29,drupal-deployment-677cb58b94-9t4vm,182m,162Mi
00:28:29,drupal-mysql-d86854f86-jkqb9,63m,438Mi
00:28:34,drupal-deployment-677cb58b94-9t4vm,220m,167Mi
00:28:34,drupal-mysql-d86854f86-jkqb9,98m,438Mi
00:28:39,drupal-deployment-677cb58b94-9t4vm,220m,167Mi
00:28:39,drupal-mysql-d86854f86-jkqb9,98m,438Mi
00:28:44,drupal-deployment-677cb58b94-9t4vm,220m,167Mi
00:28:44,drupal-mysql-d86854f86-jkqb9,98m,438Mi
00:28:50,drupal-deployment-677cb58b94-9t4vm,220m,167Mi
00:28:50,drupal-mysql-d86854f86-jkqb9,99m,438Mi
00:28:55,drupal-deployment-677cb58b94-9t4vm,220m,167Mi
00:28:55,drupal-mysql-d86854f86-jkqb9,99m,438Mi
00:29:00,drupal-deployment-677cb58b94-9t4vm,220m,167Mi
00:29:00,drupal-mysql-d86854f86-jkqb9,99m,438Mi
00:29:05,drupal-deployment-677cb58b94-9t4vm,226m,166Mi
00:29:05,drupal-mysql-d86854f86-jkqb9,105m,439Mi
00:29:10,drupal-deployment-677cb58b94-9t4vm,226m,166Mi
00:29:10,drupal-mysql-d86854f86-jkqb9,105m,439Mi
00:29:15,drupal-deployment-677cb58b94-9t4vm,226m,166Mi
00:29:15,drupal-mysql-d86854f86-jkqb9,105m,439Mi
00:29:20,drupal-deployment-677cb58b94-9t4vm,193m,165Mi
00:29:20,drupal-mysql-d86854f86-jkqb9,95m,440Mi
00:29:25,drupal-deployment-677cb58b94-9t4vm,193m,165Mi
00:29:25,drupal-mysql-d86854f86-jkqb9,95m,440Mi
00:29:30,drupal-deployment-677cb58b94-9t4vm,193m,165Mi
00:29:30,drupal-mysql-d86854f86-jkqb9,95m,440Mi
00:29:35,drupal-deployment-677cb58b94-9t4vm,193m,165Mi
00:29:35,drupal-mysql-d86854f86-jkqb9,87m,440Mi
00:29:40,drupal-deployment-677cb58b94-9t4vm,193m,165Mi
00:29:40,drupal-mysql-d86854f86-jkqb9,87m,440Mi
00:29:45,drupal-deployment-677cb58b94-9t4vm,193m,165Mi
00:29:45,drupal-mysql-d86854f86-jkqb9,87m,440Mi
00:29:50,drupal-deployment-677cb58b94-9t4vm,188m,165Mi
00:29:50,drupal-mysql-d86854f86-jkqb9,85m,439Mi
00:29:55,drupal-deployment-677cb58b94-9t4vm,188m,165Mi
00:29:55,drupal-mysql-d86854f86-jkqb9,85m,439Mi
00:30:00,drupal-deployment-677cb58b94-9t4vm,188m,165Mi
00:30:00,drupal-mysql-d86854f86-jkqb9,85m,439Mi
00:30:05,drupal-deployment-677cb58b94-9t4vm,192m,169Mi
00:30:05,drupal-mysql-d86854f86-jkqb9,87m,440Mi
00:30:11,drupal-deployment-677cb58b94-9t4vm,192m,169Mi
00:30:11,drupal-mysql-d86854f86-jkqb9,87m,440Mi
00:30:16,drupal-deployment-677cb58b94-9t4vm,192m,169Mi
00:30:16,drupal-mysql-d86854f86-jkqb9,87m,440Mi
00:30:21,drupal-deployment-677cb58b94-9t4vm,206m,165Mi
00:30:21,drupal-mysql-d86854f86-jkqb9,106m,440Mi
00:30:26,drupal-deployment-677cb58b94-9t4vm,206m,165Mi
00:30:26,drupal-mysql-d86854f86-jkqb9,106m,440Mi
00:30:31,drupal-deployment-677cb58b94-9t4vm,206m,165Mi
00:30:31,drupal-mysql-d86854f86-jkqb9,106m,440Mi
00:30:36,drupal-deployment-677cb58b94-9t4vm,232m,165Mi
00:30:36,drupal-mysql-d86854f86-jkqb9,106m,440Mi
00:30:41,drupal-deployment-677cb58b94-9t4vm,232m,165Mi
00:30:41,drupal-mysql-d86854f86-jkqb9,106m,440Mi
00:30:46,drupal-deployment-677cb58b94-9t4vm,232m,165Mi
00:30:46,drupal-mysql-d86854f86-jkqb9,106m,440Mi
00:30:51,drupal-deployment-677cb58b94-9t4vm,226m,165Mi
00:30:51,drupal-mysql-d86854f86-jkqb9,103m,439Mi
00:30:56,drupal-deployment-677cb58b94-9t4vm,226m,165Mi
