Timestamp,Pod_Name,CPU_m,Memory_Mi
09:56:51,wordpress-deployment-7c7bb76d6f-hq8cl,1m,84Mi
09:56:51,wordpress-mysql-8484774888-9rgmp,3m,452Mi
09:56:56,wordpress-deployment-7c7bb76d6f-hq8cl,1m,84Mi
09:56:56,wordpress-mysql-8484774888-9rgmp,3m,452Mi
09:57:01,wordpress-deployment-7c7bb76d6f-hq8cl,1m,84Mi
09:57:01,wordpress-mysql-8484774888-9rgmp,3m,452Mi
09:57:06,wordpress-deployment-7c7bb76d6f-hq8cl,48m,89Mi
09:57:06,wordpress-mysql-8484774888-9rgmp,3m,452Mi
09:57:11,wordpress-deployment-7c7bb76d6f-hq8cl,48m,89Mi
09:57:11,wordpress-mysql-8484774888-9rgmp,3m,452Mi
09:57:16,wordpress-deployment-7c7bb76d6f-hq8cl,48m,89Mi
09:57:16,wordpress-mysql-8484774888-9rgmp,3m,452Mi
09:57:21,wordpress-deployment-7c7bb76d6f-hq8cl,284m,96Mi
09:57:21,wordpress-mysql-8484774888-9rgmp,21m,454Mi
09:57:26,wordpress-deployment-7c7bb76d6f-hq8cl,284m,96Mi
09:57:26,wordpress-mysql-8484774888-9rgmp,21m,454Mi
09:57:31,wordpress-deployment-7c7bb76d6f-hq8cl,284m,96Mi
09:57:31,wordpress-mysql-8484774888-9rgmp,21m,454Mi
09:57:36,wordpress-deployment-7c7bb76d6f-hq8cl,282m,103Mi
09:57:36,wordpress-mysql-8484774888-9rgmp,45m,454Mi
09:57:41,wordpress-deployment-7c7bb76d6f-hq8cl,282m,103Mi
09:57:41,wordpress-mysql-8484774888-9rgmp,45m,454Mi
09:57:46,wordpress-deployment-7c7bb76d6f-hq8cl,282m,103Mi
09:57:46,wordpress-mysql-8484774888-9rgmp,45m,454Mi
09:57:51,wordpress-deployment-7c7bb76d6f-hq8cl,282m,103Mi
09:57:51,wordpress-mysql-8484774888-9rgmp,45m,454Mi
09:57:56,wordpress-deployment-7c7bb76d6f-hq8cl,282m,103Mi
09:57:56,wordpress-mysql-8484774888-9rgmp,45m,454Mi
09:58:02,wordpress-deployment-7c7bb76d6f-hq8cl,282m,103Mi
09:58:02,wordpress-mysql-8484774888-9rgmp,45m,454Mi
09:58:07,wordpress-deployment-7c7bb76d6f-hq8cl,268m,107Mi
09:58:07,wordpress-mysql-8484774888-9rgmp,42m,454Mi
09:58:12,wordpress-deployment-7c7bb76d6f-hq8cl,268m,107Mi
09:58:12,wordpress-mysql-8484774888-9rgmp,42m,454Mi
09:58:17,wordpress-deployment-7c7bb76d6f-hq8cl,268m,107Mi
09:58:17,wordpress-mysql-8484774888-9rgmp,42m,454Mi
09:58:22,wordpress-deployment-7c7bb76d6f-hq8cl,268m,116Mi
09:58:22,wordpress-mysql-8484774888-9rgmp,43m,454Mi
09:58:27,wordpress-deployment-7c7bb76d6f-hq8cl,268m,116Mi
09:58:27,wordpress-mysql-8484774888-9rgmp,43m,454Mi
09:58:32,wordpress-deployment-7c7bb76d6f-hq8cl,281m,123Mi
09:58:32,wordpress-mysql-8484774888-9rgmp,45m,454Mi
09:58:37,wordpress-deployment-7c7bb76d6f-hq8cl,281m,123Mi
09:58:37,wordpress-mysql-8484774888-9rgmp,45m,454Mi
09:58:42,wordpress-deployment-7c7bb76d6f-hq8cl,281m,123Mi
09:58:42,wordpress-mysql-8484774888-9rgmp,45m,454Mi
09:58:47,wordpress-deployment-7c7bb76d6f-hq8cl,265m,127Mi
09:58:47,wordpress-mysql-8484774888-9rgmp,40m,454Mi
