Timestamp,Pod_Name,App_CPU_m,App_Memory_Mi,Ingress_CPU_m,Ingress_Memory_Mi,ModSecurity_Status
23:17:46,drupal-deployment-677cb58b94-zbqjj,19m,210Mi,1m,65Mi,BLOCKED
23:17:46,drupal-mysql-d86854f86-czcr7,9m,418Mi,1m,65Mi,BLOCKED
23:17:51,drupal-deployment-677cb58b94-zbqjj,19m,210Mi,1m,65Mi,BLOCKED
23:17:51,drupal-mysql-d86854f86-czcr7,9m,418Mi,1m,65Mi,BLOCKED
23:17:56,drupal-deployment-677cb58b94-zbqjj,22m,210Mi,1m,65Mi,BLOCKED
23:17:56,drupal-mysql-d86854f86-czcr7,10m,418Mi,1m,65Mi,BLOCKED
23:18:01,drupal-deployment-677cb58b94-zbqjj,22m,210Mi,1m,65Mi,BLOCKED
23:18:01,drupal-mysql-d86854f86-czcr7,10m,418Mi,1m,65Mi,BLOCKED
23:18:06,drupal-deployment-677cb58b94-zbqjj,14m,210Mi,1m,65Mi,BLOCKED
23:18:06,drupal-mysql-d86854f86-czcr7,8m,418Mi,1m,65Mi,BLOCKED
23:18:12,drupal-deployment-677cb58b94-zbqjj,14m,210Mi,1m,65Mi,BLOCKED
23:18:12,drupal-mysql-d86854f86-czcr7,8m,418Mi,1m,65Mi,BLOCKED
23:18:17,drupal-deployment-677cb58b94-zbqjj,14m,210Mi,1m,65Mi,BLOCKED
23:18:17,drupal-mysql-d86854f86-czcr7,8m,418Mi,1m,65Mi,BLOCKED
23:18:22,drupal-deployment-677cb58b94-zbqjj,14m,210Mi,384m,67Mi,BLOCKED
23:18:22,drupal-mysql-d86854f86-czcr7,9m,418Mi,384m,67Mi,BLOCKED
23:18:27,drupal-deployment-677cb58b94-zbqjj,14m,210Mi,384m,67Mi,BLOCKED
23:18:27,drupal-mysql-d86854f86-czcr7,9m,418Mi,384m,67Mi,BLOCKED
23:18:33,drupal-deployment-677cb58b94-zbqjj,14m,210Mi,384m,67Mi,BLOCKED
23:18:33,drupal-mysql-d86854f86-czcr7,9m,418Mi,384m,67Mi,BLOCKED
23:18:38,drupal-deployment-677cb58b94-zbqjj,33m,210Mi,1408m,69Mi,BLOCKED
23:18:38,drupal-mysql-d86854f86-czcr7,7m,418Mi,1408m,69Mi,BLOCKED
23:18:43,drupal-deployment-677cb58b94-zbqjj,33m,210Mi,1408m,69Mi,BLOCKED
23:18:43,drupal-mysql-d86854f86-czcr7,7m,418Mi,1408m,69Mi,BLOCKED
23:18:48,drupal-deployment-677cb58b94-zbqjj,33m,210Mi,1408m,69Mi,BLOCKED
23:18:48,drupal-mysql-d86854f86-czcr7,7m,418Mi,1408m,69Mi,BLOCKED
23:18:54,drupal-deployment-677cb58b94-zbqjj,34m,210Mi,1501m,71Mi,BLOCKED
23:18:54,drupal-mysql-d86854f86-czcr7,7m,418Mi,1501m,71Mi,BLOCKED
23:18:59,drupal-deployment-677cb58b94-zbqjj,34m,210Mi,1501m,71Mi,BLOCKED
23:18:59,drupal-mysql-d86854f86-czcr7,7m,418Mi,1501m,71Mi,BLOCKED
23:19:04,drupal-deployment-677cb58b94-zbqjj,34m,210Mi,1501m,71Mi,BLOCKED
23:19:04,drupal-mysql-d86854f86-czcr7,7m,418Mi,1501m,71Mi,BLOCKED
23:19:09,drupal-deployment-677cb58b94-zbqjj,34m,210Mi,1532m,74Mi,BLOCKED
23:19:09,drupal-mysql-d86854f86-czcr7,14m,418Mi,1532m,74Mi,BLOCKED
23:19:15,drupal-deployment-677cb58b94-zbqjj,34m,210Mi,1532m,74Mi,BLOCKED
23:19:15,drupal-mysql-d86854f86-czcr7,14m,418Mi,1532m,74Mi,BLOCKED
23:19:20,drupal-deployment-677cb58b94-zbqjj,34m,210Mi,1532m,74Mi,BLOCKED
