Timestamp,Pod_Name,App_CPU_m,App_Memory_Mi,Ingress_CPU_m,Ingress_Memory_Mi
19:08:51,wordpress-deployment-7c7bb76d6f-wfmrm,1m,130Mi,1m,57Mi
19:08:51,wordpress-mysql-8484774888-77bqs,3m,689Mi,1m,57Mi
19:08:56,wordpress-deployment-7c7bb76d6f-wfmrm,1m,130Mi,1m,57Mi
19:08:56,wordpress-mysql-8484774888-77bqs,3m,689Mi,1m,57Mi
19:09:01,wordpress-deployment-7c7bb76d6f-wfmrm,1m,130Mi,1m,57Mi
19:09:01,wordpress-mysql-8484774888-77bqs,3m,689Mi,1m,57Mi
19:09:07,wordpress-deployment-7c7bb76d6f-wfmrm,1m,130Mi,1m,57Mi
19:09:07,wordpress-mysql-8484774888-77bqs,3m,689Mi,1m,57Mi
19:09:12,wordpress-deployment-7c7bb76d6f-wfmrm,1m,130Mi,1m,57Mi
19:09:12,wordpress-mysql-8484774888-77bqs,3m,689Mi,1m,57Mi
19:09:17,wordpress-deployment-7c7bb76d6f-wfmrm,1m,130Mi,11m,59Mi
19:09:17,wordpress-mysql-8484774888-77bqs,3m,689Mi,11m,59Mi
19:09:22,wordpress-deployment-7c7bb76d6f-wfmrm,1m,130Mi,11m,59Mi
19:09:22,wordpress-mysql-8484774888-77bqs,3m,689Mi,11m,59Mi
19:09:27,wordpress-deployment-7c7bb76d6f-wfmrm,1m,130Mi,11m,59Mi
19:09:27,wordpress-mysql-8484774888-77bqs,3m,689Mi,11m,59Mi
19:09:32,wordpress-deployment-7c7bb76d6f-wfmrm,874m,373Mi,11m,59Mi
19:09:32,wordpress-mysql-8484774888-77bqs,96m,691Mi,11m,59Mi
19:09:37,wordpress-deployment-7c7bb76d6f-wfmrm,874m,373Mi,11m,59Mi
19:09:37,wordpress-mysql-8484774888-77bqs,96m,691Mi,11m,59Mi
19:09:42,wordpress-deployment-7c7bb76d6f-wfmrm,874m,373Mi,11m,59Mi
19:09:42,wordpress-mysql-8484774888-77bqs,96m,691Mi,11m,59Mi
19:09:48,wordpress-deployment-7c7bb76d6f-wfmrm,981m,978Mi,33m,63Mi
19:09:48,wordpress-mysql-8484774888-77bqs,110m,696Mi,33m,63Mi
19:09:53,wordpress-deployment-7c7bb76d6f-wfmrm,981m,978Mi,33m,63Mi
19:09:53,wordpress-mysql-8484774888-77bqs,110m,696Mi,33m,63Mi
19:09:58,wordpress-deployment-7c7bb76d6f-wfmrm,981m,978Mi,33m,63Mi
19:09:58,wordpress-mysql-8484774888-77bqs,110m,696Mi,33m,63Mi
19:10:03,wordpress-deployment-7c7bb76d6f-8jxxs,7m,15Mi,32m,66Mi
19:10:03,wordpress-mysql-8484774888-77bqs,73m,696Mi,32m,66Mi
19:10:08,wordpress-deployment-7c7bb76d6f-8jxxs,7m,15Mi,32m,66Mi
19:10:08,wordpress-mysql-8484774888-77bqs,73m,696Mi,32m,66Mi
19:10:13,wordpress-deployment-7c7bb76d6f-8jxxs,7m,15Mi,32m,66Mi
19:10:13,wordpress-mysql-8484774888-77bqs,73m,696Mi,32m,66Mi
19:10:18,wordpress-deployment-7c7bb76d6f-8jxxs,117m,69Mi,120m,66Mi
19:10:18,wordpress-deployment-7c7bb76d6f-rf9pl,1m,15Mi,120m,66Mi
19:10:18,wordpress-deployment-7c7bb76d6f-wfmrm,1m,54Mi,120m,66Mi
19:10:18,wordpress-mysql-8484774888-77bqs,10m,689Mi,120m,66Mi
19:10:24,wordpress-deployment-7c7bb76d6f-8jxxs,117m,69Mi,120m,66Mi
19:10:24,wordpress-deployment-7c7bb76d6f-rf9pl,1m,15Mi,120m,66Mi
19:10:24,wordpress-deployment-7c7bb76d6f-wfmrm,1m,54Mi,120m,66Mi
19:10:24,wordpress-mysql-8484774888-77bqs,10m,689Mi,120m,66Mi
19:10:29,wordpress-deployment-7c7bb76d6f-8jxxs,117m,69Mi,120m,66Mi
19:10:29,wordpress-deployment-7c7bb76d6f-rf9pl,1m,15Mi,120m,66Mi
19:10:29,wordpress-deployment-7c7bb76d6f-wfmrm,1m,54Mi,120m,66Mi
19:10:29,wordpress-mysql-8484774888-77bqs,10m,689Mi,120m,66Mi
19:10:34,wordpress-deployment-7c7bb76d6f-8jxxs,893m,590Mi,49m,74Mi
19:10:34,wordpress-deployment-7c7bb76d6f-rf9pl,1m,15Mi,49m,74Mi
19:10:34,wordpress-deployment-7c7bb76d6f-wfmrm,540m,338Mi,49m,74Mi
19:10:34,wordpress-mysql-8484774888-77bqs,123m,697Mi,49m,74Mi
19:10:39,wordpress-deployment-7c7bb76d6f-8jxxs,893m,590Mi,49m,74Mi
19:10:39,wordpress-deployment-7c7bb76d6f-rf9pl,1m,15Mi,49m,74Mi
19:10:39,wordpress-deployment-7c7bb76d6f-wfmrm,540m,338Mi,49m,74Mi
19:10:39,wordpress-mysql-8484774888-77bqs,123m,697Mi,49m,74Mi
19:10:44,wordpress-deployment-7c7bb76d6f-8jxxs,893m,590Mi,49m,74Mi
19:10:44,wordpress-deployment-7c7bb76d6f-rf9pl,1m,15Mi,49m,74Mi
19:10:44,wordpress-deployment-7c7bb76d6f-wfmrm,540m,338Mi,49m,74Mi
19:10:44,wordpress-mysql-8484774888-77bqs,123m,697Mi,49m,74Mi
19:10:49,wordpress-deployment-7c7bb76d6f-8jxxs,609m,966Mi,35m,76Mi
19:10:49,wordpress-deployment-7c7bb76d6f-rf9pl,274m,451Mi,35m,76Mi
19:10:49,wordpress-deployment-7c7bb76d6f-wfmrm,393m,397Mi,35m,76Mi
19:10:49,wordpress-mysql-8484774888-77bqs,140m,707Mi,35m,76Mi
19:10:55,wordpress-deployment-7c7bb76d6f-8jxxs,609m,966Mi,35m,76Mi
19:10:55,wordpress-deployment-7c7bb76d6f-rf9pl,274m,451Mi,35m,76Mi
19:10:55,wordpress-deployment-7c7bb76d6f-wfmrm,393m,397Mi,35m,76Mi
19:10:55,wordpress-mysql-8484774888-77bqs,140m,707Mi,35m,76Mi
19:11:00,wordpress-deployment-7c7bb76d6f-8jxxs,609m,966Mi,35m,76Mi
19:11:00,wordpress-deployment-7c7bb76d6f-rf9pl,274m,451Mi,35m,76Mi
19:11:00,wordpress-deployment-7c7bb76d6f-wfmrm,393m,397Mi,35m,76Mi
19:11:00,wordpress-mysql-8484774888-77bqs,140m,707Mi,35m,76Mi
19:11:05,wordpress-deployment-7c7bb76d6f-8jxxs,10m,22Mi,37m,82Mi
19:11:05,wordpress-deployment-7c7bb76d6f-rf9pl,578m,945Mi,37m,82Mi
19:11:05,wordpress-deployment-7c7bb76d6f-wfmrm,553m,652Mi,37m,82Mi
19:11:05,wordpress-mysql-8484774888-77bqs,128m,704Mi,37m,82Mi
19:11:10,wordpress-deployment-7c7bb76d6f-8jxxs,10m,22Mi,37m,82Mi
19:11:10,wordpress-deployment-7c7bb76d6f-rf9pl,578m,945Mi,37m,82Mi
19:11:10,wordpress-deployment-7c7bb76d6f-wfmrm,553m,652Mi,37m,82Mi
19:11:10,wordpress-mysql-8484774888-77bqs,128m,704Mi,37m,82Mi
19:11:15,wordpress-deployment-7c7bb76d6f-8jxxs,10m,22Mi,37m,82Mi
19:11:15,wordpress-deployment-7c7bb76d6f-rf9pl,578m,945Mi,37m,82Mi
19:11:15,wordpress-deployment-7c7bb76d6f-wfmrm,553m,652Mi,37m,82Mi
19:11:15,wordpress-mysql-8484774888-77bqs,128m,704Mi,37m,82Mi
19:11:20,wordpress-deployment-7c7bb76d6f-8jxxs,1m,22Mi,43m,84Mi
19:11:20,wordpress-deployment-7c7bb76d6f-wfmrm,683m,1020Mi,43m,84Mi
19:11:20,wordpress-mysql-8484774888-77bqs,142m,712Mi,43m,84Mi
19:11:25,wordpress-deployment-7c7bb76d6f-8jxxs,1m,22Mi,43m,84Mi
19:11:25,wordpress-deployment-7c7bb76d6f-wfmrm,683m,1020Mi,43m,84Mi
19:11:25,wordpress-mysql-8484774888-77bqs,142m,712Mi,43m,84Mi
19:11:30,wordpress-deployment-7c7bb76d6f-8jxxs,1m,22Mi,43m,84Mi
19:11:30,wordpress-deployment-7c7bb76d6f-wfmrm,683m,1020Mi,43m,84Mi
19:11:30,wordpress-mysql-8484774888-77bqs,142m,712Mi,43m,84Mi
19:11:36,wordpress-deployment-7c7bb76d6f-8jxxs,4m,33Mi,15m,87Mi
19:11:36,wordpress-deployment-7c7bb76d6f-rf9pl,7m,22Mi,15m,87Mi
19:11:36,wordpress-mysql-8484774888-77bqs,25m,702Mi,15m,87Mi
19:11:41,wordpress-deployment-7c7bb76d6f-8jxxs,4m,33Mi,15m,87Mi
