Timestamp,Pod_Name,App_CPU_m,App_Memory_Mi,Ingress_CPU_m,Ingress_Memory_Mi
18:13:27,wordpress-deployment-7c7bb76d6f-dw5qf,1m,58Mi,1m,80Mi
18:13:27,wordpress-mysql-8484774888-77bqs,3m,432Mi,1m,80Mi
18:13:32,wordpress-deployment-7c7bb76d6f-dw5qf,1m,58Mi,1m,80Mi
18:13:32,wordpress-mysql-8484774888-77bqs,3m,432Mi,1m,80Mi
18:13:38,wordpress-deployment-7c7bb76d6f-dw5qf,1m,58Mi,1m,80Mi
18:13:38,wordpress-mysql-8484774888-77bqs,3m,432Mi,1m,80Mi
18:13:43,wordpress-deployment-7c7bb76d6f-dw5qf,1m,58Mi,1m,80Mi
18:13:43,wordpress-mysql-8484774888-77bqs,3m,432Mi,1m,80Mi
18:13:48,wordpress-deployment-7c7bb76d6f-dw5qf,470m,208Mi,11m,82Mi
18:13:48,wordpress-mysql-8484774888-77bqs,37m,486Mi,11m,82Mi
18:13:53,wordpress-deployment-7c7bb76d6f-dw5qf,470m,208Mi,11m,82Mi
18:13:53,wordpress-mysql-8484774888-77bqs,37m,486Mi,11m,82Mi
18:13:58,wordpress-deployment-7c7bb76d6f-dw5qf,470m,208Mi,11m,82Mi
18:13:58,wordpress-mysql-8484774888-77bqs,37m,486Mi,11m,82Mi
18:14:03,wordpress-deployment-7c7bb76d6f-dw5qf,953m,394Mi,29m,85Mi
18:14:03,wordpress-mysql-8484774888-77bqs,115m,496Mi,29m,85Mi
18:14:09,wordpress-deployment-7c7bb76d6f-dw5qf,953m,394Mi,29m,85Mi
18:14:09,wordpress-mysql-8484774888-77bqs,115m,496Mi,29m,85Mi
18:14:14,wordpress-deployment-7c7bb76d6f-dw5qf,953m,394Mi,29m,85Mi
18:14:14,wordpress-mysql-8484774888-77bqs,115m,496Mi,29m,85Mi
18:14:19,wordpress-deployment-7c7bb76d6f-dw5qf,948m,638Mi,28m,87Mi
18:14:19,wordpress-deployment-7c7bb76d6f-p789b,9m,15Mi,28m,87Mi
18:14:19,wordpress-mysql-8484774888-77bqs,115m,507Mi,28m,87Mi
18:14:24,wordpress-deployment-7c7bb76d6f-dw5qf,948m,638Mi,28m,87Mi
18:14:24,wordpress-deployment-7c7bb76d6f-p789b,9m,15Mi,28m,87Mi
18:14:24,wordpress-mysql-8484774888-77bqs,115m,507Mi,28m,87Mi
18:14:29,wordpress-deployment-7c7bb76d6f-dw5qf,948m,638Mi,28m,87Mi
18:14:29,wordpress-deployment-7c7bb76d6f-p789b,9m,15Mi,28m,87Mi
18:14:29,wordpress-mysql-8484774888-77bqs,115m,507Mi,28m,87Mi
18:14:34,wordpress-deployment-7c7bb76d6f-dw5qf,834m,831Mi,28m,56Mi
18:14:34,wordpress-deployment-7c7bb76d6f-lrmjx,1m,15Mi,28m,56Mi
18:14:34,wordpress-deployment-7c7bb76d6f-p789b,232m,254Mi,28m,56Mi
18:14:34,wordpress-mysql-8484774888-77bqs,132m,516Mi,28m,56Mi
18:14:40,wordpress-deployment-7c7bb76d6f-dw5qf,834m,831Mi,28m,56Mi
18:14:40,wordpress-deployment-7c7bb76d6f-lrmjx,1m,15Mi,28m,56Mi
18:14:40,wordpress-deployment-7c7bb76d6f-p789b,232m,254Mi,28m,56Mi
18:14:40,wordpress-mysql-8484774888-77bqs,132m,516Mi,28m,56Mi
18:14:45,wordpress-deployment-7c7bb76d6f-dw5qf,834m,831Mi,28m,56Mi
18:14:45,wordpress-deployment-7c7bb76d6f-lrmjx,1m,15Mi,28m,56Mi
18:14:45,wordpress-deployment-7c7bb76d6f-p789b,232m,254Mi,28m,56Mi
18:14:45,wordpress-mysql-8484774888-77bqs,132m,516Mi,28m,56Mi
18:14:50,wordpress-deployment-7c7bb76d6f-dw5qf,595m,714Mi,34m,58Mi
18:14:50,wordpress-deployment-7c7bb76d6f-lrmjx,165m,297Mi,34m,58Mi
18:14:50,wordpress-deployment-7c7bb76d6f-p789b,596m,451Mi,34m,58Mi
18:14:50,wordpress-mysql-8484774888-77bqs,137m,521Mi,34m,58Mi
18:14:55,wordpress-deployment-7c7bb76d6f-dw5qf,595m,714Mi,34m,58Mi
18:14:55,wordpress-deployment-7c7bb76d6f-lrmjx,165m,297Mi,34m,58Mi
18:14:55,wordpress-deployment-7c7bb76d6f-p789b,596m,451Mi,34m,58Mi
18:14:55,wordpress-mysql-8484774888-77bqs,137m,521Mi,34m,58Mi
