Timestamp,Pod_Name,App_CPU_m,App_Memory_Mi,Ingress_CPU_m,Ingress_Memory_Mi,ModSecurity_Status
01:15:37,drupal-deployment-677cb58b94-npgbj,32m,266Mi,1546m,101Mi,BLOCKED
01:15:37,drupal-mysql-d86854f86-229bw,9m,482Mi,1546m,101Mi,BLOCKED
01:15:42,drupal-deployment-677cb58b94-npgbj,32m,266Mi,1546m,101Mi,BLOCKED
01:15:42,drupal-mysql-d86854f86-229bw,9m,482Mi,1546m,101Mi,BLOCKED
01:15:47,drupal-deployment-677cb58b94-npgbj,32m,266Mi,1546m,101Mi,BLOCKED
01:15:47,drupal-mysql-d86854f86-229bw,9m,482Mi,1546m,101Mi,BLOCKED
01:15:53,drupal-deployment-677cb58b94-npgbj,32m,266Mi,1546m,101Mi,BLOCKED
01:15:53,drupal-mysql-d86854f86-229bw,12m,482Mi,1546m,101Mi,BLOCKED
01:15:58,drupal-deployment-677cb58b94-npgbj,32m,266Mi,1546m,101Mi,BLOCKED
01:15:58,drupal-mysql-d86854f86-229bw,12m,482Mi,1546m,101Mi,BLOCKED
01:16:03,drupal-deployment-677cb58b94-npgbj,32m,266Mi,1546m,101Mi,BLOCKED
01:16:03,drupal-mysql-d86854f86-229bw,12m,482Mi,1546m,101Mi,BLOCKED
01:16:08,drupal-deployment-677cb58b94-npgbj,37m,266Mi,1515m,101Mi,BLOCKED
01:16:08,drupal-mysql-d86854f86-229bw,12m,482Mi,1515m,101Mi,BLOCKED
01:16:14,drupal-deployment-677cb58b94-npgbj,37m,266Mi,1515m,101Mi,BLOCKED
01:16:14,drupal-mysql-d86854f86-229bw,12m,482Mi,1515m,101Mi,BLOCKED
01:16:19,drupal-deployment-677cb58b94-npgbj,37m,266Mi,1515m,101Mi,BLOCKED
01:16:19,drupal-mysql-d86854f86-229bw,12m,482Mi,1515m,101Mi,BLOCKED
01:16:25,drupal-deployment-677cb58b94-npgbj,37m,266Mi,1427m,101Mi,BLOCKED
01:16:25,drupal-mysql-d86854f86-229bw,13m,482Mi,1427m,101Mi,BLOCKED
01:16:30,drupal-deployment-677cb58b94-npgbj,37m,266Mi,1427m,101Mi,BLOCKED
01:16:30,drupal-mysql-d86854f86-229bw,13m,482Mi,1427m,101Mi,BLOCKED
01:16:36,drupal-deployment-677cb58b94-npgbj,37m,266Mi,1427m,101Mi,BLOCKED
01:16:36,drupal-mysql-d86854f86-229bw,13m,482Mi,1427m,101Mi,BLOCKED
01:16:41,drupal-deployment-677cb58b94-npgbj,18m,266Mi,1541m,101Mi,NONE
01:16:41,drupal-mysql-d86854f86-229bw,8m,482Mi,1541m,101Mi,NONE
01:16:47,drupal-deployment-677cb58b94-npgbj,18m,266Mi,1541m,101Mi,BLOCKED
01:16:47,drupal-mysql-d86854f86-229bw,8m,482Mi,1541m,101Mi,BLOCKED
01:16:52,drupal-deployment-677cb58b94-npgbj,62m,264Mi,1443m,101Mi,BLOCKED
01:16:52,drupal-mysql-d86854f86-229bw,20m,482Mi,1443m,101Mi,BLOCKED
01:16:57,drupal-deployment-677cb58b94-npgbj,62m,264Mi,1443m,101Mi,BLOCKED
01:16:57,drupal-mysql-d86854f86-229bw,20m,482Mi,1443m,101Mi,BLOCKED
01:17:02,drupal-deployment-677cb58b94-npgbj,62m,264Mi,1443m,101Mi,BLOCKED
01:17:02,drupal-mysql-d86854f86-229bw,20m,482Mi,1443m,101Mi,BLOCKED
01:17:08,drupal-deployment-677cb58b94-npgbj,22m,264Mi,1163m,101Mi,BLOCKED
01:17:08,drupal-mysql-d86854f86-229bw,12m,482Mi,1163m,101Mi,BLOCKED
01:17:13,drupal-deployment-677cb58b94-npgbj,22m,264Mi,1163m,101Mi,BLOCKED
01:17:13,drupal-mysql-d86854f86-229bw,12m,482Mi,1163m,101Mi,BLOCKED
01:17:18,drupal-deployment-677cb58b94-npgbj,22m,264Mi,1163m,101Mi,BLOCKED
01:17:18,drupal-mysql-d86854f86-229bw,12m,482Mi,1163m,101Mi,BLOCKED
