Timestamp,Epoch,CPU_User,CPU_System,CPU_IOWait,Mem_Free_MB,Mem_Cache_MB,Load_Avg,Interrupts,Context_Switches,IO_Read_S,IO_Write_S
22:55:49,1779404148,6,4,1,179,4122,0.43,7304,14429,16.00,244.00
22:55:56,1779404155,28,12,1,173,4123,0.39,8906,18350,0.00,212.00
22:56:03,1779404162,67,14,1,159,4125,0.56,9696,22760,0.00,320.00
22:56:11,1779404169,81,18,0,173,4115,0.68,11327,26820,0.00,3404.00
22:56:18,1779404177,83,16,0,181,4119,0.79,12799,28754,0.00,684.00
22:56:26,1779404184,82,16,0,170,4123,1.65,11874,27729,0.00,440.00
22:56:33,1779404192,80,20,0,149,4126,2.40,10956,25763,0.00,455.45
22:56:41,1779404199,79,21,0,180,4117,2.79,11455,26830,0.00,898.04
22:56:49,1779404207,80,19,0,162,4121,2.91,11797,29723,0.00,272.00
22:56:57,1779404215,79,21,0,166,4125,3.08,12426,31778,0.00,316.00
22:57:05,1779404223,80,19,0,152,4128,3.13,10541,24877,0.00,1552.00
22:57:13,1779404231,81,19,0,149,4120,4.63,11657,28107,0.00,28.00
22:57:21,1779404239,83,17,0,163,4123,4.66,10757,25710,0.00,3232.00
22:57:29,1779404247,78,22,0,143,4127,6.21,11814,25914,0.00,376.70
22:57:38,1779404255,81,19,0,131,4131,7.24,11123,26623,0.00,8.00
22:57:46,1779404265,80,19,0,140,4123,7.78,11986,27989,0.00,815.69
22:57:55,1779404273,80,20,0,163,4127,7.74,12752,28668,60.00,1084.00
22:58:03,1779404281,82,18,0,130,4132,7.68,14590,37849,0.00,313.21
22:58:11,1779404289,85,15,0,139,4123,7.65,10500,25557,0.00,1152.48
22:58:19,1779404297,82,18,0,139,4127,7.49,11220,28783,0.00,155.34
22:58:27,1779404305,87,13,0,128,4131,7.45,10986,26722,0.00,201.98
22:58:36,1779404314,86,13,0,245,4036,7.83,10406,23810,0.00,132.00
22:58:44,1779404322,79,21,0,253,4028,7.84,16469,38893,0.00,1624.56
22:58:52,1779404330,87,13,0,243,4032,8.25,10445,24398,0.00,950.00
22:59:00,1779404339,83,17,0,248,4036,7.52,11463,27094,0.00,429.91
22:59:08,1779404347,83,17,0,235,4040,7.16,13553,32922,0.00,439.60
22:59:17,1779404355,83,16,0,263,4031,7.20,11659,26478,0.00,14596.00
22:59:25,1779404363,82,18,0,257,4035,7.46,12708,27849,0.00,5304.00
22:59:33,1779404372,79,20,0,257,4039,7.26,12788,26713,0.00,400.00
22:59:41,1779404379,83,17,0,257,4031,8.86,12492,28811,0.00,719.42
22:59:49,1779404387,81,19,0,254,4035,9.58,9579,21923,35.64,146.53
22:59:56,1779404395,82,16,0,252,4038,9.30,11055,25011,15.84,110.89
23:00:04,1779404403,81,19,0,255,4042,8.91,10569,25214,0.00,900.00
23:00:11,1779404410,81,19,0,258,4032,8.60,10922,25728,0.00,887.62
23:00:20,1779404417,81,19,0,264,4036,8.59,11536,25872,0.00,183.05
23:00:28,1779404426,79,21,0,253,4040,8.14,12026,27707,0.00,208.00
23:00:36,1779404434,82,18,0,246,4044,7.82,10558,24902,0.00,1861.82
23:00:44,1779404442,78,18,0,255,4035,9.95,11060,23677,0.00,2004.00
23:00:51,1779404450,82,18,0,255,4039,9.39,10500,24838,0.00,292.00
23:00:58,1779404457,80,20,0,237,4043,9.25,10112,22342,0.00,102.97
23:01:07,1779404464,80,20,0,230,4046,8.75,10978,28408,0.00,50.31
23:01:15,1779404473,79,21,0,256,4039,11.31,12417,27081,0.00,1440.00
23:01:23,1779404481,81,19,0,248,4043,10.81,11907,30013,0.00,2344.00
23:01:31,1779404489,84,16,0,243,4047,10.59,10516,24714,0.00,380.17
23:01:39,1779404497,81,18,0,220,4051,10.30,11371,25281,0.00,220.00
23:01:47,1779404505,80,20,0,247,4042,9.64,11935,30707,0.00,955.56
23:01:56,1779404513,79,21,0,239,4046,9.74,11724,30122,0.00,251.33
23:02:05,1779404522,82,18,0,230,4047,9.09,10529,25755,0.00,409.52
23:02:12,1779404531,83,17,0,241,4041,8.84,12356,26947,0.00,1636.00
23:02:19,1779404538,34,13,2,253,4044,9.10,12382,24680,0.00,236.00
23:02:28,1779404546,79,21,0,258,4047,8.61,11613,25728,0.00,264.08
23:02:35,1779404554,79,22,0,241,4050,8.27,11296,26603,0.00,276.00
23:02:43,1779404561,84,16,0,242,4041,8.25,11678,26707,0.00,100.00
23:02:52,1779404569,81,18,0,244,4045,8.05,13829,31460,0.00,144.30
23:03:00,1779404579,80,20,0,243,4050,8.43,12143,26155,0.00,307.96
23:03:08,1779404587,80,20,0,231,4062,8.55,17479,45577,148.00,1348.00
23:03:15,1779404594,26,10,1,235,4054,7.24,10852,20347,0.00,3712.00
23:03:23,1779404602,82,18,0,216,4057,7.46,16522,38496,0.00,90.57
23:03:32,1779404610,82,18,0,209,4061,8.00,12833,29714,0.00,528.00
23:03:40,1779404618,82,17,0,216,4054,8.88,10552,25806,0.00,183.18
23:03:47,1779404626,83,17,0,231,4057,8.89,11639,27122,0.00,2548.00
23:03:55,1779404633,82,18,0,220,4061,9.11,11989,28555,0.00,163.81
23:04:02,1779404641,82,18,0,202,4064,10.62,10943,24594,0.00,236.00
23:04:10,1779404649,79,21,0,225,4058,10.58,10836,25653,0.00,427.45
23:04:18,1779404656,83,17,0,213,4061,10.37,10619,26081,0.00,458.82
23:04:26,1779404664,81,20,0,222,4066,10.99,11567,25922,0.00,536.00
23:04:35,1779404672,82,18,0,210,4069,10.68,10922,23983,0.00,464.29
23:04:43,1779404681,82,19,0,220,4061,9.98,9209,24245,0.00,13860.00
23:04:50,1779404689,75,23,1,230,4064,9.90,12893,29374,0.00,292.00
23:04:58,1779404697,77,23,0,225,4068,9.51,18640,46709,0.00,373.08
23:05:06,1779404704,80,20,0,193,4072,9.36,12064,26356,0.00,1748.00
23:05:14,1779404712,81,19,0,220,4063,9.07,12597,28001,0.00,91.09
23:05:23,1779404721,77,23,0,220,4067,10.27,13171,31151,0.00,40.00
23:05:30,1779404729,82,18,0,198,4070,10.79,10320,26170,0.00,235.29
23:05:39,1779404737,80,20,0,193,4075,10.72,12275,30703,0.00,3.51
23:05:47,1779404746,79,20,0,220,4066,10.42,12368,30464,0.00,172.00
23:05:54,1779404753,28,13,2,220,4069,9.71,9065,17007,0.00,148.00
23:06:01,1779404760,12,5,2,221,4069,8.93,8039,16448,0.00,520.00
23:06:08,1779404767,7,4,1,209,4070,8.22,7199,16383,0.00,324.00
23:06:15,1779404774,5,3,1,204,4070,7.10,6327,12580,0.00,336.00
23:06:22,1779404781,7,4,4,196,4070,6.53,7665,16247,0.00,128.00
23:06:29,1779404788,8,4,4,224,4071,5.83,7242,14880,0.00,124.00
23:06:36,1779404795,6,3,2,228,4071,5.36,6914,14069,0.00,3436.00
23:06:43,1779404802,6,5,2,218,4071,4.93,6818,13368,0.00,940.00
23:06:50,1779404809,6,3,1,235,4072,4.41,6366,12643,0.00,304.00
23:06:57,1779404816,22,7,8,222,4072,4.06,9490,18427,0.00,272.00
23:07:04,1779404823,4,3,1,223,4072,3.44,6056,11936,0.00,544.00
23:07:11,1779404830,6,4,2,203,4073,3.48,6423,12854,0.00,380.00
23:07:18,1779404837,13,6,2,207,4074,3.20,8096,15755,0.00,188.00
