Timestamp,Pod_Name,App_CPU_m,App_Memory_Mi,Ingress_CPU_m,Ingress_Memory_Mi,ModSecurity_Status
00:51:07,wordpress-deployment-7c7bb76d6f-8vx9w,1m,58Mi,1594m,97Mi,BLOCKED
00:51:07,wordpress-mysql-8484774888-hr64z,3m,477Mi,1594m,97Mi,BLOCKED
00:51:12,wordpress-deployment-7c7bb76d6f-8vx9w,1m,58Mi,1594m,97Mi,BLOCKED
00:51:12,wordpress-mysql-8484774888-hr64z,3m,477Mi,1594m,97Mi,BLOCKED
00:51:17,wordpress-deployment-7c7bb76d6f-8vx9w,1m,58Mi,1594m,97Mi,BLOCKED
00:51:17,wordpress-mysql-8484774888-hr64z,3m,477Mi,1594m,97Mi,BLOCKED
00:51:22,wordpress-deployment-7c7bb76d6f-8vx9w,1m,58Mi,1575m,99Mi,BLOCKED
00:51:22,wordpress-mysql-8484774888-hr64z,3m,477Mi,1575m,99Mi,BLOCKED
00:51:28,wordpress-deployment-7c7bb76d6f-8vx9w,1m,58Mi,1575m,99Mi,BLOCKED
00:51:28,wordpress-mysql-8484774888-hr64z,3m,477Mi,1575m,99Mi,BLOCKED
00:51:33,wordpress-deployment-7c7bb76d6f-8vx9w,1m,58Mi,1575m,99Mi,BLOCKED
00:51:33,wordpress-mysql-8484774888-hr64z,3m,477Mi,1575m,99Mi,BLOCKED
00:51:38,wordpress-deployment-7c7bb76d6f-8vx9w,1m,58Mi,1480m,99Mi,BLOCKED
00:51:38,wordpress-mysql-8484774888-hr64z,3m,477Mi,1480m,99Mi,BLOCKED
00:51:43,wordpress-deployment-7c7bb76d6f-8vx9w,1m,58Mi,1480m,99Mi,BLOCKED
00:51:43,wordpress-mysql-8484774888-hr64z,3m,477Mi,1480m,99Mi,BLOCKED
00:51:49,wordpress-deployment-7c7bb76d6f-8vx9w,1m,58Mi,1480m,99Mi,BLOCKED
00:51:49,wordpress-mysql-8484774888-hr64z,3m,477Mi,1480m,99Mi,BLOCKED
00:51:54,wordpress-deployment-7c7bb76d6f-8vx9w,1m,58Mi,967m,99Mi,BLOCKED
00:51:54,wordpress-mysql-8484774888-hr64z,3m,477Mi,967m,99Mi,BLOCKED
00:51:59,wordpress-deployment-7c7bb76d6f-8vx9w,1m,58Mi,967m,99Mi,BLOCKED
00:51:59,wordpress-mysql-8484774888-hr64z,3m,477Mi,967m,99Mi,BLOCKED
