Timestamp,Epoch,CPU_User,CPU_System,CPU_IOWait,Mem_Free_MB,Mem_Cache_MB,Load_Avg,Interrupts,Context_Switches,IO_Read_S,IO_Write_S
18:13:23,1779041602,6,4,2,309,4053,8.60,7325,14981,0.00,308.00
18:13:30,1779041609,7,4,4,308,4054,7.91,6843,13750,0.00,228.00
18:13:37,1779041616,51,14,1,219,4101,7.27,9631,22988,12.00,380.00
18:13:45,1779041623,59,31,1,300,3796,9.13,9246,22426,172.00,428.00
18:13:52,1779041631,57,17,1,234,3798,11.84,9206,23218,1240.00,1648.00
18:13:59,1779041638,57,16,1,218,3633,18.89,8505,21655,0.00,244.00
18:14:06,1779041645,59,16,1,226,3488,23.46,8904,21186,108.00,1456.00
18:14:13,1779041652,59,20,1,229,3373,34.25,8465,20483,12.00,232.00
18:14:20,1779041659,76,24,0,160,3266,39.12,10220,25952,104.00,324.00
18:14:28,1779041666,79,21,0,134,3010,53.97,7443,17603,1092.00,156.00
18:14:35,1779041674,78,22,0,126,2935,61.42,8015,19925,328.00,416.00
18:14:43,1779041681,82,18,0,144,2704,68.83,9299,25874,866.02,128.16
18:14:50,1779041689,73,26,0,134,2560,86.95,9011,37921,288.00,432.00
18:14:58,1779041696,75,25,0,142,2393,95.93,8914,29031,268.00,320.00
18:15:05,1779041704,60,39,1,1199,2163,106.41,11976,38127,3549.51,1398.06
18:15:12,1779041711,79,21,0,923,2244,108.06,10113,25397,200.00,244.00
18:15:20,1779041718,79,21,0,555,2248,119.13,8822,21697,212.00,152.00
18:15:27,1779041726,75,25,0,178,2251,127.05,9860,24014,292.00,384.00
18:15:34,1779041733,7,4,1,158,2278,111.20,6767,13509,7.92,118.81
18:15:42,1779041740,76,24,0,130,2148,111.02,9512,25642,1356.86,117.65
18:15:49,1779041748,79,22,0,136,1799,133.20,9435,22556,4680.00,284.00
18:15:57,1779041756,78,22,0,136,1720,146.39,8348,20719,4244.00,864.00
18:16:04,1779041763,77,23,0,140,1538,166.43,9619,23173,1284.00,360.00
18:16:12,1779041770,81,19,0,142,1528,176.56,9391,23515,1784.00,1012.00
18:16:20,1779041778,79,21,0,129,1462,186.25,9882,24350,2772.00,464.00
18:16:27,1779041786,67,34,0,227,1168,189.51,10014,31600,9952.00,308.00
18:16:34,1779041793,77,23,0,126,1165,190.23,10308,34004,10184.62,392.31
18:16:42,1779041800,77,23,0,142,1220,195.42,10426,35349,4836.00,296.00
18:16:49,1779041808,80,20,0,180,1249,200.17,9654,26031,5576.00,164.00
18:16:56,1779041815,63,37,0,132,1186,204.48,11892,27153,27320.00,1480.00
18:17:04,1779041822,59,41,0,1564,1308,202.81,10386,29805,20380.00,1692.00
18:17:12,1779041830,77,23,0,1415,1520,198.50,11128,26261,2008.00,240.00
18:17:19,1779041838,80,20,0,1086,1538,198.31,9858,24147,0.00,180.00
18:17:26,1779041845,79,21,0,780,1558,204.29,9398,24158,3392.00,852.00
18:17:34,1779041852,65,35,0,399,1581,218.74,6786,19722,3592.00,356.00
18:17:41,1779041860,64,34,2,1436,1756,212.20,13296,42344,1804.00,260.00
18:17:48,1779041867,54,45,1,818,1672,214.63,12007,42274,6816.00,732.00
18:17:55,1779041874,9,45,46,669,1496,222.74,11411,37821,127388.00,796.00
18:18:02,1779041881,9,42,49,649,1523,230.85,12962,42095,127984.00,136.00
18:18:09,1779041888,6,41,53,629,1528,245.43,11197,36133,127476.00,596.00
18:18:16,1779041895,8,39,53,632,1538,252.21,10826,35019,127968.00,212.00
18:18:24,1779041902,7,46,46,623,1543,264.09,12612,41945,127600.00,360.00
18:18:31,1779041910,28,51,22,575,1573,268.89,13309,43018,126162.38,352.48
18:18:38,1779041917,39,61,1,192,1658,285.52,11125,48281,18496.00,4828.00
18:18:46,1779041925,63,37,0,178,1140,301.25,9886,24288,17370.30,380.20
18:18:53,1779041932,52,48,0,142,1465,323.54,10838,38709,13476.00,516.00
18:19:00,1779041939,66,34,1,128,1199,331.66,8657,23622,14272.00,680.00
18:19:08,1779041946,77,23,0,720,1353,326.81,9233,21295,4160.00,340.00
18:19:16,1779041954,81,19,0,767,1406,310.82,8293,20495,2796.00,856.00
18:19:23,1779041962,69,31,0,603,1462,300.42,8147,22155,4632.00,464.00
18:19:30,1779041969,74,25,0,1021,1493,282.41,9956,38103,708.00,1340.00
18:19:38,1779041976,73,27,0,765,1546,280.62,8933,23653,2400.00,396.00
18:19:45,1779041984,72,27,1,1646,1478,263.64,10194,28976,1692.00,472.00
18:19:52,1779041991,76,23,0,1213,1486,256.22,9869,26053,420.00,568.00
18:19:59,1779041998,76,23,0,762,1667,243.58,10169,23771,680.00,312.00
18:20:07,1779042005,75,23,0,519,1679,239.05,9023,20345,1236.00,268.00
18:20:14,1779042013,76,22,0,459,1691,233.73,9138,24412,716.83,740.59
18:20:21,1779042020,80,19,0,307,1716,233.99,8981,22162,852.00,244.00
18:20:29,1779042027,77,22,0,154,1608,242.83,8874,20578,1552.00,564.00
18:20:36,1779042035,72,26,0,125,1264,248.13,10920,31436,637.62,162.38
18:20:45,1779042042,74,26,0,115,1083,252.60,11540,30187,4102.97,380.20
18:20:52,1779042051,41,57,0,700,971,253.59,8371,26621,24064.00,688.00
18:20:59,1779042058,80,19,0,820,1107,245.25,7961,18090,2624.00,472.00
18:21:07,1779042065,69,30,0,677,1142,242.51,10608,26756,2768.00,256.00
18:21:14,1779042073,58,41,2,1565,1153,235.58,9418,29286,15524.00,1508.00
18:21:22,1779042080,78,22,0,1076,1509,231.69,10569,26231,3168.00,1092.00
18:21:29,1779042088,72,28,0,794,1547,231.12,8769,20242,692.00,500.00
18:21:37,1779042095,53,47,1,514,1525,235.84,5856,19075,11584.16,1211.88
18:21:44,1779042103,17,20,3,2328,1614,210.78,19450,38688,1884.00,752.00
18:21:51,1779042110,55,18,11,2325,1679,194.06,13443,32897,5100.00,320.00
18:21:58,1779042117,57,22,3,1870,1723,179.56,8690,24314,17156.00,1136.00
18:22:05,1779042124,70,30,0,1396,1806,160.72,10008,27421,4850.98,1003.92
18:22:12,1779042131,80,19,0,1029,1947,149.93,9615,23535,908.00,336.00
18:22:20,1779042138,79,20,0,910,1916,140.16,10010,24544,648.00,912.00
18:22:27,1779042146,32,48,20,1065,1959,141.59,6986,17211,4060.00,964.00
18:22:34,1779042153,69,32,0,1053,2060,135.03,10825,36901,608.00,328.00
18:22:41,1779042160,79,21,0,460,2069,141.44,10303,25829,464.00,292.00
18:22:49,1779042167,75,25,1,130,2029,159.97,10714,30104,104.00,308.00
18:22:56,1779042175,64,36,0,128,1908,167.82,10208,26784,456.00,436.00
18:23:03,1779042182,79,22,0,1013,1943,170.44,9094,24488,0.00,268.00
18:23:11,1779042190,78,21,0,464,1958,173.37,9173,22859,0.00,420.00
18:23:18,1779042197,79,21,0,117,1972,183.55,8832,22716,1048.00,272.00
18:23:26,1779042204,75,25,0,126,1867,186.55,10408,25908,20.00,252.00
18:23:33,1779042212,66,34,0,156,1696,189.87,7385,22597,552.00,376.00
18:23:40,1779042219,76,23,0,1025,1685,189.20,10330,25127,8324.53,1056.60
18:23:48,1779042226,61,21,2,679,1784,185.98,10294,26707,428.00,364.00
18:23:55,1779042234,10,10,5,760,1807,157.68,8522,17222,108.00,520.00
18:24:02,1779042241,7,4,2,830,1811,145.06,6099,12160,736.00,5496.00
