Timestamp,Pod_Name,App_CPU_m,App_Memory_Mi,Ingress_CPU_m,Ingress_Memory_Mi,ModSecurity_Status
20:31:19,drupal-deployment-677cb58b94-xn4rn,24m,192Mi,1m,67Mi,BLOCKED
20:31:19,drupal-mysql-d86854f86-5qcvf,9m,413Mi,1m,67Mi,BLOCKED
20:31:24,drupal-deployment-677cb58b94-xn4rn,24m,192Mi,1m,67Mi,BLOCKED
20:31:24,drupal-mysql-d86854f86-5qcvf,9m,413Mi,1m,67Mi,BLOCKED
20:31:29,drupal-deployment-677cb58b94-xn4rn,24m,192Mi,1m,67Mi,BLOCKED
20:31:29,drupal-mysql-d86854f86-5qcvf,9m,413Mi,1m,67Mi,BLOCKED
20:31:35,drupal-deployment-677cb58b94-xn4rn,26m,192Mi,1m,67Mi,BLOCKED
20:31:35,drupal-mysql-d86854f86-5qcvf,8m,413Mi,1m,67Mi,BLOCKED
20:31:40,drupal-deployment-677cb58b94-xn4rn,26m,192Mi,1m,67Mi,BLOCKED
20:31:40,drupal-mysql-d86854f86-5qcvf,8m,413Mi,1m,67Mi,BLOCKED
20:31:45,drupal-deployment-677cb58b94-xn4rn,26m,192Mi,1m,67Mi,BLOCKED
20:31:45,drupal-mysql-d86854f86-5qcvf,8m,413Mi,1m,67Mi,BLOCKED
20:31:50,drupal-deployment-677cb58b94-xn4rn,26m,192Mi,1m,67Mi,BLOCKED
20:31:50,drupal-mysql-d86854f86-5qcvf,10m,413Mi,1m,67Mi,BLOCKED
20:31:55,drupal-deployment-677cb58b94-xn4rn,26m,192Mi,1m,67Mi,BLOCKED
20:31:55,drupal-mysql-d86854f86-5qcvf,10m,413Mi,1m,67Mi,BLOCKED
20:32:01,drupal-deployment-677cb58b94-xn4rn,26m,192Mi,1m,67Mi,BLOCKED
20:32:01,drupal-mysql-d86854f86-5qcvf,10m,413Mi,1m,67Mi,BLOCKED
20:32:06,drupal-deployment-677cb58b94-xn4rn,30m,192Mi,8m,69Mi,BLOCKED
20:32:06,drupal-mysql-d86854f86-5qcvf,9m,413Mi,8m,69Mi,BLOCKED
20:32:11,drupal-deployment-677cb58b94-xn4rn,30m,192Mi,8m,69Mi,BLOCKED
20:32:11,drupal-mysql-d86854f86-5qcvf,9m,413Mi,8m,69Mi,BLOCKED
20:32:16,drupal-deployment-677cb58b94-xn4rn,30m,192Mi,8m,69Mi,BLOCKED
20:32:16,drupal-mysql-d86854f86-5qcvf,9m,413Mi,8m,69Mi,BLOCKED
20:32:22,drupal-deployment-677cb58b94-xn4rn,16m,192Mi,403m,73Mi,BLOCKED
20:32:22,drupal-mysql-d86854f86-5qcvf,7m,413Mi,403m,73Mi,BLOCKED
20:32:27,drupal-deployment-677cb58b94-xn4rn,16m,192Mi,403m,73Mi,BLOCKED
20:32:27,drupal-mysql-d86854f86-5qcvf,7m,413Mi,403m,73Mi,BLOCKED
20:32:32,drupal-deployment-677cb58b94-xn4rn,36m,192Mi,403m,73Mi,BLOCKED
20:32:32,drupal-mysql-d86854f86-5qcvf,7m,413Mi,403m,73Mi,BLOCKED
20:32:37,drupal-deployment-677cb58b94-xn4rn,36m,192Mi,403m,73Mi,BLOCKED
20:32:37,drupal-mysql-d86854f86-5qcvf,7m,413Mi,403m,73Mi,BLOCKED
20:32:43,drupal-deployment-677cb58b94-xn4rn,36m,192Mi,403m,73Mi,BLOCKED
20:32:43,drupal-mysql-d86854f86-5qcvf,7m,413Mi,403m,73Mi,BLOCKED
20:32:48,drupal-deployment-677cb58b94-xn4rn,27m,192Mi,856m,74Mi,BLOCKED
20:32:48,drupal-mysql-d86854f86-5qcvf,11m,413Mi,856m,74Mi,BLOCKED
20:32:53,drupal-deployment-677cb58b94-xn4rn,27m,192Mi,856m,74Mi,BLOCKED
20:32:53,drupal-mysql-d86854f86-5qcvf,11m,413Mi,856m,74Mi,BLOCKED
20:32:58,drupal-deployment-677cb58b94-xn4rn,27m,192Mi,856m,74Mi,BLOCKED
20:32:58,drupal-mysql-d86854f86-5qcvf,11m,413Mi,856m,74Mi,BLOCKED
20:33:04,drupal-deployment-677cb58b94-xn4rn,38m,192Mi,1303m,75Mi,BLOCKED
20:33:04,drupal-mysql-d86854f86-5qcvf,13m,413Mi,1303m,75Mi,BLOCKED
20:33:09,drupal-deployment-677cb58b94-xn4rn,38m,192Mi,1303m,75Mi,BLOCKED
20:33:09,drupal-mysql-d86854f86-5qcvf,13m,413Mi,1303m,75Mi,BLOCKED
20:33:14,drupal-deployment-677cb58b94-xn4rn,38m,192Mi,1303m,75Mi,BLOCKED
20:33:14,drupal-mysql-d86854f86-5qcvf,13m,413Mi,1303m,75Mi,BLOCKED
20:33:19,drupal-deployment-677cb58b94-xn4rn,36m,192Mi,1303m,75Mi,BLOCKED
20:33:19,drupal-mysql-d86854f86-5qcvf,14m,413Mi,1303m,75Mi,BLOCKED
20:33:25,drupal-deployment-677cb58b94-xn4rn,36m,192Mi,1303m,75Mi,BLOCKED
20:33:25,drupal-mysql-d86854f86-5qcvf,14m,413Mi,1303m,75Mi,BLOCKED
20:33:30,drupal-deployment-677cb58b94-xn4rn,36m,192Mi,1303m,75Mi,BLOCKED
20:33:30,drupal-mysql-d86854f86-5qcvf,14m,413Mi,1303m,75Mi,BLOCKED
20:33:35,drupal-deployment-677cb58b94-xn4rn,41m,192Mi,1392m,76Mi,BLOCKED
20:33:35,drupal-mysql-d86854f86-5qcvf,11m,413Mi,1392m,76Mi,BLOCKED
20:33:41,drupal-deployment-677cb58b94-xn4rn,41m,192Mi,1392m,76Mi,BLOCKED
20:33:41,drupal-mysql-d86854f86-5qcvf,11m,413Mi,1392m,76Mi,BLOCKED
20:33:46,drupal-deployment-677cb58b94-xn4rn,41m,192Mi,1392m,76Mi,BLOCKED
20:33:46,drupal-mysql-d86854f86-5qcvf,11m,413Mi,1392m,76Mi,BLOCKED
20:33:51,drupal-deployment-677cb58b94-xn4rn,39m,192Mi,1402m,76Mi,BLOCKED
20:33:51,drupal-mysql-d86854f86-5qcvf,18m,413Mi,1402m,76Mi,BLOCKED
20:33:56,drupal-deployment-677cb58b94-xn4rn,39m,192Mi,1402m,76Mi,BLOCKED
20:33:56,drupal-mysql-d86854f86-5qcvf,18m,413Mi,1402m,76Mi,BLOCKED
20:34:02,drupal-deployment-677cb58b94-xn4rn,39m,192Mi,1402m,76Mi,BLOCKED
20:34:02,drupal-mysql-d86854f86-5qcvf,18m,413Mi,1402m,76Mi,BLOCKED
20:34:07,drupal-deployment-677cb58b94-xn4rn,34m,192Mi,1423m,76Mi,BLOCKED
20:34:07,drupal-mysql-d86854f86-5qcvf,11m,413Mi,1423m,76Mi,BLOCKED
20:34:12,drupal-deployment-677cb58b94-xn4rn,34m,192Mi,1423m,76Mi,BLOCKED
