Timestamp,Pod_Name,CPU_m,Memory_Mi
20:27:04,ghost-deployment-74496d68fd-cmnrm,3m,191Mi
20:27:04,ghost-mysql-c75f59f48-hwrzv,4m,397Mi
20:27:09,ghost-deployment-74496d68fd-cmnrm,3m,191Mi
20:27:09,ghost-mysql-c75f59f48-hwrzv,4m,397Mi
20:27:14,ghost-deployment-74496d68fd-cmnrm,3m,191Mi
20:27:14,ghost-mysql-c75f59f48-hwrzv,4m,397Mi
20:27:19,ghost-deployment-74496d68fd-cmnrm,64m,198Mi
20:27:19,ghost-mysql-c75f59f48-hwrzv,4m,397Mi
20:27:24,ghost-deployment-74496d68fd-cmnrm,64m,198Mi
20:27:24,ghost-mysql-c75f59f48-hwrzv,4m,397Mi
20:27:29,ghost-deployment-74496d68fd-cmnrm,64m,198Mi
20:27:29,ghost-mysql-c75f59f48-hwrzv,4m,397Mi
20:27:34,ghost-deployment-74496d68fd-cmnrm,229m,202Mi
20:27:34,ghost-mysql-c75f59f48-hwrzv,31m,397Mi
20:27:39,ghost-deployment-74496d68fd-cmnrm,229m,202Mi
20:27:39,ghost-mysql-c75f59f48-hwrzv,31m,397Mi
20:27:44,ghost-deployment-74496d68fd-cmnrm,229m,202Mi
20:27:44,ghost-mysql-c75f59f48-hwrzv,31m,397Mi
20:27:49,ghost-deployment-74496d68fd-cmnrm,356m,213Mi
20:27:49,ghost-mysql-c75f59f48-hwrzv,61m,398Mi
20:27:55,ghost-deployment-74496d68fd-cmnrm,356m,213Mi
20:27:55,ghost-mysql-c75f59f48-hwrzv,61m,398Mi
20:28:00,ghost-deployment-74496d68fd-cmnrm,356m,213Mi
20:28:00,ghost-mysql-c75f59f48-hwrzv,61m,398Mi
20:28:05,ghost-deployment-74496d68fd-cmnrm,307m,207Mi
20:28:05,ghost-mysql-c75f59f48-hwrzv,63m,397Mi
20:28:10,ghost-deployment-74496d68fd-cmnrm,307m,207Mi
20:28:10,ghost-mysql-c75f59f48-hwrzv,63m,397Mi
20:28:15,ghost-deployment-74496d68fd-cmnrm,307m,207Mi
20:28:15,ghost-mysql-c75f59f48-hwrzv,63m,397Mi
20:28:20,ghost-deployment-74496d68fd-cmnrm,296m,207Mi
20:28:20,ghost-mysql-c75f59f48-hwrzv,63m,397Mi
20:28:25,ghost-deployment-74496d68fd-cmnrm,296m,207Mi
20:28:25,ghost-mysql-c75f59f48-hwrzv,63m,397Mi
20:28:30,ghost-deployment-74496d68fd-cmnrm,296m,207Mi
20:28:30,ghost-mysql-c75f59f48-hwrzv,63m,397Mi
20:28:35,ghost-deployment-74496d68fd-cmnrm,303m,209Mi
20:28:35,ghost-mysql-c75f59f48-hwrzv,61m,397Mi
20:28:40,ghost-deployment-74496d68fd-cmnrm,303m,209Mi
20:28:40,ghost-mysql-c75f59f48-hwrzv,61m,397Mi
20:28:45,ghost-deployment-74496d68fd-cmnrm,303m,209Mi
20:28:45,ghost-mysql-c75f59f48-hwrzv,61m,397Mi
20:28:50,ghost-deployment-74496d68fd-cmnrm,270m,213Mi
20:28:50,ghost-mysql-c75f59f48-hwrzv,61m,397Mi
20:28:55,ghost-deployment-74496d68fd-cmnrm,270m,213Mi
20:28:55,ghost-mysql-c75f59f48-hwrzv,61m,397Mi
20:29:00,ghost-deployment-74496d68fd-cmnrm,270m,213Mi
20:29:00,ghost-mysql-c75f59f48-hwrzv,61m,397Mi
20:29:05,ghost-deployment-74496d68fd-cmnrm,267m,219Mi
20:29:05,ghost-mysql-c75f59f48-hwrzv,61m,397Mi
20:29:10,ghost-deployment-74496d68fd-cmnrm,267m,219Mi
