Timestamp,Pod_Name,CPU_m,Memory_Mi
21:40:46,ghost-deployment-74496d68fd-cmnrm,2m,192Mi
21:40:46,ghost-mysql-c75f59f48-hwrzv,4m,443Mi
21:40:51,ghost-deployment-74496d68fd-cmnrm,3m,192Mi
21:40:51,ghost-mysql-c75f59f48-hwrzv,4m,443Mi
21:40:56,ghost-deployment-74496d68fd-cmnrm,3m,192Mi
21:40:56,ghost-mysql-c75f59f48-hwrzv,4m,443Mi
21:41:01,ghost-deployment-74496d68fd-cmnrm,3m,192Mi
21:41:01,ghost-mysql-c75f59f48-hwrzv,4m,443Mi
21:41:06,ghost-deployment-74496d68fd-cmnrm,2m,192Mi
21:41:06,ghost-mysql-c75f59f48-hwrzv,4m,443Mi
21:41:11,ghost-deployment-74496d68fd-cmnrm,2m,192Mi
21:41:11,ghost-mysql-c75f59f48-hwrzv,4m,443Mi
21:41:16,ghost-deployment-74496d68fd-cmnrm,2m,192Mi
21:41:16,ghost-mysql-c75f59f48-hwrzv,4m,443Mi
21:41:22,ghost-deployment-74496d68fd-cmnrm,3m,192Mi
21:41:22,ghost-mysql-c75f59f48-hwrzv,8m,444Mi
21:41:27,ghost-deployment-74496d68fd-cmnrm,3m,192Mi
21:41:27,ghost-mysql-c75f59f48-hwrzv,8m,444Mi
21:41:32,ghost-deployment-74496d68fd-cmnrm,3m,192Mi
21:41:32,ghost-mysql-c75f59f48-hwrzv,8m,444Mi
21:41:37,ghost-deployment-74496d68fd-cmnrm,351m,220Mi
21:41:37,ghost-mysql-c75f59f48-hwrzv,57m,444Mi
21:41:42,ghost-deployment-74496d68fd-cmnrm,351m,220Mi
21:41:42,ghost-mysql-c75f59f48-hwrzv,57m,444Mi
21:41:47,ghost-deployment-74496d68fd-cmnrm,351m,220Mi
21:41:47,ghost-mysql-c75f59f48-hwrzv,57m,444Mi
21:41:52,ghost-deployment-74496d68fd-cmnrm,469m,221Mi
21:41:52,ghost-mysql-c75f59f48-hwrzv,93m,444Mi
21:41:57,ghost-deployment-74496d68fd-cmnrm,469m,221Mi
21:41:57,ghost-mysql-c75f59f48-hwrzv,93m,444Mi
21:42:02,ghost-deployment-74496d68fd-cmnrm,469m,221Mi
21:42:02,ghost-mysql-c75f59f48-hwrzv,104m,444Mi
21:42:07,ghost-deployment-74496d68fd-cmnrm,469m,221Mi
21:42:07,ghost-mysql-c75f59f48-hwrzv,104m,444Mi
21:42:12,ghost-deployment-74496d68fd-cmnrm,469m,221Mi
21:42:12,ghost-mysql-c75f59f48-hwrzv,104m,444Mi
21:42:17,ghost-deployment-74496d68fd-cmnrm,450m,221Mi
21:42:17,ghost-deployment-74496d68fd-mrsw8,13m,117Mi
21:42:17,ghost-mysql-c75f59f48-hwrzv,106m,445Mi
21:42:22,ghost-deployment-74496d68fd-cmnrm,450m,221Mi
21:42:22,ghost-deployment-74496d68fd-mrsw8,13m,117Mi
