Timestamp,Pod_Name,CPU_m,Memory_Mi
00:34:07,drupal-deployment-677cb58b94-2rhfm,17m,249Mi
00:34:07,drupal-mysql-d86854f86-dj5nv,8m,578Mi
00:34:12,drupal-deployment-677cb58b94-2rhfm,17m,249Mi
00:34:12,drupal-mysql-d86854f86-dj5nv,8m,578Mi
00:34:17,drupal-deployment-677cb58b94-2rhfm,18m,249Mi
00:34:17,drupal-mysql-d86854f86-dj5nv,11m,578Mi
00:34:22,drupal-deployment-677cb58b94-2rhfm,18m,249Mi
00:34:22,drupal-mysql-d86854f86-dj5nv,11m,578Mi
00:34:27,drupal-deployment-677cb58b94-2rhfm,18m,249Mi
00:34:27,drupal-mysql-d86854f86-dj5nv,11m,578Mi
00:34:32,drupal-deployment-677cb58b94-2rhfm,215m,145Mi
00:34:32,drupal-mysql-d86854f86-dj5nv,67m,578Mi
00:34:37,drupal-deployment-677cb58b94-2rhfm,215m,145Mi
00:34:37,drupal-mysql-d86854f86-dj5nv,67m,578Mi
00:34:42,drupal-deployment-677cb58b94-2rhfm,215m,145Mi
00:34:42,drupal-mysql-d86854f86-dj5nv,67m,578Mi
00:34:47,drupal-deployment-677cb58b94-2rhfm,468m,158Mi
00:34:47,drupal-mysql-d86854f86-dj5nv,225m,578Mi
00:34:52,drupal-deployment-677cb58b94-2rhfm,468m,158Mi
00:34:52,drupal-mysql-d86854f86-dj5nv,225m,578Mi
00:34:57,drupal-deployment-677cb58b94-2rhfm,468m,158Mi
00:34:57,drupal-mysql-d86854f86-dj5nv,225m,578Mi
00:35:02,drupal-deployment-677cb58b94-2rhfm,623m,197Mi
00:35:02,drupal-mysql-d86854f86-dj5nv,216m,578Mi
00:35:07,drupal-deployment-677cb58b94-2rhfm,623m,197Mi
00:35:07,drupal-mysql-d86854f86-dj5nv,216m,578Mi
00:35:12,drupal-deployment-677cb58b94-2rhfm,623m,197Mi
00:35:12,drupal-mysql-d86854f86-dj5nv,216m,578Mi
00:35:17,drupal-deployment-677cb58b94-2rhfm,754m,219Mi
00:35:17,drupal-deployment-677cb58b94-f9w9v,6m,16Mi
00:35:17,drupal-mysql-d86854f86-dj5nv,318m,578Mi
00:35:23,drupal-deployment-677cb58b94-2rhfm,754m,219Mi
00:35:23,drupal-deployment-677cb58b94-f9w9v,6m,16Mi
00:35:23,drupal-mysql-d86854f86-dj5nv,318m,578Mi
00:35:28,drupal-deployment-677cb58b94-2rhfm,754m,219Mi
00:35:28,drupal-deployment-677cb58b94-f9w9v,6m,16Mi
00:35:28,drupal-mysql-d86854f86-dj5nv,318m,578Mi
00:35:33,drupal-deployment-677cb58b94-2rhfm,701m,255Mi
00:35:33,drupal-deployment-677cb58b94-f9w9v,6m,16Mi
00:35:33,drupal-mysql-d86854f86-dj5nv,317m,578Mi
00:35:38,drupal-deployment-677cb58b94-2rhfm,701m,255Mi
00:35:38,drupal-deployment-677cb58b94-f9w9v,6m,16Mi
00:35:38,drupal-mysql-d86854f86-dj5nv,317m,578Mi
00:35:43,drupal-deployment-677cb58b94-2rhfm,701m,255Mi
00:35:43,drupal-deployment-677cb58b94-f9w9v,6m,16Mi
00:35:43,drupal-mysql-d86854f86-dj5nv,317m,578Mi
00:35:48,drupal-deployment-677cb58b94-2rhfm,804m,261Mi
00:35:48,drupal-deployment-677cb58b94-f9w9v,1m,16Mi
00:35:48,drupal-mysql-d86854f86-dj5nv,364m,579Mi
00:35:53,drupal-deployment-677cb58b94-2rhfm,804m,261Mi
00:35:53,drupal-deployment-677cb58b94-f9w9v,1m,16Mi
00:35:53,drupal-mysql-d86854f86-dj5nv,364m,579Mi
00:35:58,drupal-deployment-677cb58b94-2rhfm,804m,261Mi
00:35:58,drupal-deployment-677cb58b94-f9w9v,1m,16Mi
00:35:58,drupal-mysql-d86854f86-dj5nv,364m,579Mi
00:36:03,drupal-deployment-677cb58b94-2rhfm,335m,239Mi
00:36:03,drupal-deployment-677cb58b94-f9w9v,386m,211Mi
00:36:03,drupal-mysql-d86854f86-dj5nv,331m,579Mi
00:36:08,drupal-deployment-677cb58b94-2rhfm,335m,239Mi
00:36:08,drupal-deployment-677cb58b94-f9w9v,386m,211Mi
00:36:08,drupal-mysql-d86854f86-dj5nv,331m,579Mi
00:36:13,drupal-deployment-677cb58b94-2rhfm,335m,239Mi
00:36:13,drupal-deployment-677cb58b94-f9w9v,386m,211Mi
00:36:13,drupal-mysql-d86854f86-dj5nv,331m,579Mi
00:36:18,drupal-deployment-677cb58b94-2rhfm,53m,186Mi
00:36:18,drupal-deployment-677cb58b94-f9w9v,806m,202Mi
00:36:18,drupal-mysql-d86854f86-dj5nv,355m,578Mi
00:36:24,drupal-deployment-677cb58b94-2rhfm,53m,186Mi
00:36:24,drupal-deployment-677cb58b94-f9w9v,806m,202Mi
00:36:24,drupal-mysql-d86854f86-dj5nv,355m,578Mi
00:36:29,drupal-deployment-677cb58b94-2rhfm,53m,186Mi
00:36:29,drupal-deployment-677cb58b94-f9w9v,806m,202Mi
00:36:29,drupal-mysql-d86854f86-dj5nv,355m,578Mi
00:36:34,drupal-deployment-677cb58b94-2rhfm,274m,178Mi
00:36:34,drupal-deployment-677cb58b94-f9w9v,500m,194Mi
00:36:34,drupal-mysql-d86854f86-dj5nv,341m,578Mi
00:36:39,drupal-deployment-677cb58b94-2rhfm,274m,178Mi
00:36:39,drupal-deployment-677cb58b94-f9w9v,500m,194Mi
00:36:39,drupal-mysql-d86854f86-dj5nv,341m,578Mi
00:36:44,drupal-deployment-677cb58b94-2rhfm,392m,198Mi
00:36:44,drupal-deployment-677cb58b94-f9w9v,397m,170Mi
00:36:44,drupal-deployment-677cb58b94-jq5nx,5m,11Mi
00:36:44,drupal-mysql-d86854f86-dj5nv,321m,579Mi
00:36:49,drupal-deployment-677cb58b94-2rhfm,392m,198Mi
00:36:49,drupal-deployment-677cb58b94-f9w9v,397m,170Mi
00:36:49,drupal-deployment-677cb58b94-jq5nx,5m,11Mi
00:36:49,drupal-mysql-d86854f86-dj5nv,321m,579Mi
00:36:54,drupal-deployment-677cb58b94-2rhfm,392m,198Mi
00:36:54,drupal-deployment-677cb58b94-f9w9v,397m,170Mi
00:36:54,drupal-deployment-677cb58b94-jq5nx,5m,11Mi
00:36:54,drupal-mysql-d86854f86-dj5nv,321m,579Mi
00:36:59,drupal-deployment-677cb58b94-2rhfm,385m,193Mi
00:36:59,drupal-deployment-677cb58b94-f9w9v,397m,171Mi
00:36:59,drupal-deployment-677cb58b94-jq5nx,1m,11Mi
00:36:59,drupal-mysql-d86854f86-dj5nv,303m,580Mi
00:37:04,drupal-deployment-677cb58b94-2rhfm,385m,193Mi
00:37:04,drupal-deployment-677cb58b94-f9w9v,397m,171Mi
00:37:04,drupal-deployment-677cb58b94-jq5nx,1m,11Mi
00:37:04,drupal-mysql-d86854f86-dj5nv,303m,580Mi
00:37:09,drupal-deployment-677cb58b94-2rhfm,385m,193Mi
00:37:09,drupal-deployment-677cb58b94-f9w9v,397m,171Mi
00:37:09,drupal-deployment-677cb58b94-jq5nx,1m,11Mi
00:37:09,drupal-mysql-d86854f86-dj5nv,303m,580Mi
00:37:14,drupal-deployment-677cb58b94-2rhfm,570m,245Mi
00:37:14,drupal-deployment-677cb58b94-f9w9v,397m,171Mi
00:37:14,drupal-deployment-677cb58b94-jq5nx,87m,68Mi
00:37:14,drupal-mysql-d86854f86-dj5nv,335m,580Mi
00:37:19,drupal-deployment-677cb58b94-2rhfm,570m,245Mi
00:37:19,drupal-deployment-677cb58b94-f9w9v,397m,171Mi
00:37:19,drupal-deployment-677cb58b94-jq5nx,87m,68Mi
00:37:19,drupal-mysql-d86854f86-dj5nv,335m,580Mi
00:37:24,drupal-deployment-677cb58b94-2rhfm,570m,245Mi
00:37:24,drupal-deployment-677cb58b94-f9w9v,397m,171Mi
00:37:24,drupal-deployment-677cb58b94-jq5nx,87m,68Mi
00:37:24,drupal-mysql-d86854f86-dj5nv,335m,580Mi
00:37:30,drupal-deployment-677cb58b94-2rhfm,219m,252Mi
00:37:30,drupal-deployment-677cb58b94-f9w9v,196m,163Mi
00:37:30,drupal-deployment-677cb58b94-jq5nx,46m,79Mi
00:37:30,drupal-mysql-d86854f86-dj5nv,363m,581Mi
00:37:35,drupal-deployment-677cb58b94-2rhfm,219m,252Mi
00:37:35,drupal-deployment-677cb58b94-f9w9v,196m,163Mi
00:37:35,drupal-deployment-677cb58b94-jq5nx,46m,79Mi
00:37:35,drupal-mysql-d86854f86-dj5nv,363m,581Mi
00:37:40,drupal-deployment-677cb58b94-2rhfm,219m,252Mi
00:37:40,drupal-deployment-677cb58b94-f9w9v,196m,163Mi
00:37:40,drupal-deployment-677cb58b94-jq5nx,46m,79Mi
00:37:40,drupal-mysql-d86854f86-dj5nv,363m,581Mi
00:37:45,drupal-deployment-677cb58b94-2rhfm,62m,205Mi
00:37:45,drupal-deployment-677cb58b94-f9w9v,792m,230Mi
00:37:45,drupal-deployment-677cb58b94-jq5nx,27m,88Mi
00:37:45,drupal-mysql-d86854f86-dj5nv,363m,581Mi
00:37:50,drupal-deployment-677cb58b94-2rhfm,62m,205Mi
00:37:50,drupal-deployment-677cb58b94-f9w9v,792m,230Mi
00:37:50,drupal-deployment-677cb58b94-jq5nx,27m,88Mi
00:37:50,drupal-mysql-d86854f86-dj5nv,363m,581Mi
00:37:55,drupal-deployment-677cb58b94-2rhfm,62m,205Mi
00:37:55,drupal-deployment-677cb58b94-f9w9v,792m,230Mi
00:37:55,drupal-deployment-677cb58b94-jq5nx,27m,88Mi
00:37:55,drupal-mysql-d86854f86-dj5nv,363m,581Mi
00:38:00,drupal-deployment-677cb58b94-2rhfm,248m,199Mi
00:38:00,drupal-deployment-677cb58b94-f9w9v,518m,195Mi
00:38:00,drupal-deployment-677cb58b94-jq5nx,57m,112Mi
00:38:00,drupal-mysql-d86854f86-dj5nv,317m,580Mi
00:38:05,drupal-deployment-677cb58b94-2rhfm,248m,199Mi
00:38:05,drupal-deployment-677cb58b94-f9w9v,518m,195Mi
00:38:05,drupal-deployment-677cb58b94-jq5nx,57m,112Mi
00:38:05,drupal-mysql-d86854f86-dj5nv,317m,580Mi
00:38:10,drupal-deployment-677cb58b94-2rhfm,248m,199Mi
00:38:10,drupal-deployment-677cb58b94-f9w9v,518m,195Mi
00:38:10,drupal-deployment-677cb58b94-jq5nx,57m,112Mi
00:38:10,drupal-mysql-d86854f86-dj5nv,317m,580Mi
00:38:15,drupal-deployment-677cb58b94-2rhfm,437m,218Mi
00:38:15,drupal-deployment-677cb58b94-f9w9v,453m,184Mi
00:38:15,drupal-deployment-677cb58b94-jq5nx,30m,106Mi
00:38:15,drupal-mysql-d86854f86-dj5nv,352m,581Mi
00:38:20,drupal-deployment-677cb58b94-2rhfm,437m,218Mi
00:38:20,drupal-deployment-677cb58b94-f9w9v,453m,184Mi
00:38:20,drupal-deployment-677cb58b94-jq5nx,30m,106Mi
00:38:20,drupal-mysql-d86854f86-dj5nv,352m,581Mi
00:38:25,drupal-deployment-677cb58b94-2rhfm,437m,218Mi
00:38:25,drupal-deployment-677cb58b94-f9w9v,453m,184Mi
00:38:25,drupal-deployment-677cb58b94-jq5nx,30m,106Mi
00:38:25,drupal-mysql-d86854f86-dj5nv,352m,581Mi
00:38:31,drupal-deployment-677cb58b94-2rhfm,437m,218Mi
00:38:31,drupal-deployment-677cb58b94-f9w9v,256m,181Mi
00:38:31,drupal-deployment-677cb58b94-jq5nx,110m,96Mi
00:38:31,drupal-mysql-d86854f86-dj5nv,352m,581Mi
00:38:36,drupal-deployment-677cb58b94-2rhfm,437m,218Mi
00:38:36,drupal-deployment-677cb58b94-f9w9v,256m,181Mi
00:38:36,drupal-deployment-677cb58b94-jq5nx,110m,96Mi
00:38:36,drupal-mysql-d86854f86-dj5nv,352m,581Mi
00:38:41,drupal-deployment-677cb58b94-2rhfm,437m,218Mi
00:38:41,drupal-deployment-677cb58b94-f9w9v,256m,181Mi
00:38:41,drupal-deployment-677cb58b94-jq5nx,110m,96Mi
00:38:41,drupal-mysql-d86854f86-dj5nv,352m,581Mi
00:38:46,drupal-deployment-677cb58b94-2rhfm,177m,191Mi
00:38:46,drupal-deployment-677cb58b94-f9w9v,397m,198Mi
00:38:46,drupal-deployment-677cb58b94-jq5nx,422m,219Mi
00:38:46,drupal-mysql-d86854f86-dj5nv,276m,581Mi
00:38:51,drupal-deployment-677cb58b94-2rhfm,177m,191Mi
00:38:51,drupal-deployment-677cb58b94-f9w9v,397m,198Mi
00:38:51,drupal-deployment-677cb58b94-jq5nx,422m,219Mi
00:38:51,drupal-mysql-d86854f86-dj5nv,276m,581Mi
00:38:56,drupal-deployment-677cb58b94-2rhfm,177m,191Mi
00:38:56,drupal-deployment-677cb58b94-f9w9v,397m,198Mi
00:38:56,drupal-deployment-677cb58b94-jq5nx,422m,219Mi
00:38:56,drupal-mysql-d86854f86-dj5nv,276m,581Mi
00:39:01,drupal-deployment-677cb58b94-2rhfm,177m,191Mi
00:39:01,drupal-deployment-677cb58b94-f9w9v,464m,201Mi
00:39:01,drupal-deployment-677cb58b94-jq5nx,421m,184Mi
00:39:01,drupal-mysql-d86854f86-dj5nv,366m,583Mi
00:39:06,drupal-deployment-677cb58b94-2rhfm,177m,191Mi
00:39:06,drupal-deployment-677cb58b94-f9w9v,464m,201Mi
00:39:06,drupal-deployment-677cb58b94-jq5nx,421m,184Mi
00:39:06,drupal-mysql-d86854f86-dj5nv,366m,583Mi
00:39:11,drupal-deployment-677cb58b94-2rhfm,177m,191Mi
00:39:11,drupal-deployment-677cb58b94-f9w9v,464m,201Mi
00:39:11,drupal-deployment-677cb58b94-jq5nx,421m,184Mi
00:39:11,drupal-mysql-d86854f86-dj5nv,366m,583Mi
00:39:16,drupal-deployment-677cb58b94-2rhfm,65m,127Mi
00:39:16,drupal-deployment-677cb58b94-f9w9v,464m,201Mi
00:39:16,drupal-deployment-677cb58b94-jq5nx,255m,186Mi
00:39:16,drupal-mysql-d86854f86-dj5nv,273m,582Mi
00:39:21,drupal-deployment-677cb58b94-2rhfm,65m,127Mi
00:39:21,drupal-deployment-677cb58b94-f9w9v,464m,201Mi
00:39:21,drupal-deployment-677cb58b94-jq5nx,255m,186Mi
00:39:21,drupal-mysql-d86854f86-dj5nv,273m,582Mi
00:39:26,drupal-deployment-677cb58b94-2rhfm,65m,127Mi
00:39:26,drupal-deployment-677cb58b94-f9w9v,464m,201Mi
00:39:26,drupal-deployment-677cb58b94-jq5nx,255m,186Mi
00:39:26,drupal-mysql-d86854f86-dj5nv,273m,582Mi
00:39:31,drupal-deployment-677cb58b94-2rhfm,325m,221Mi
00:39:31,drupal-deployment-677cb58b94-f9w9v,298m,222Mi
00:39:31,drupal-deployment-677cb58b94-jq5nx,141m,149Mi
00:39:31,drupal-mysql-d86854f86-dj5nv,230m,582Mi
00:39:37,drupal-deployment-677cb58b94-2rhfm,325m,221Mi
00:39:37,drupal-deployment-677cb58b94-f9w9v,298m,222Mi
00:39:37,drupal-deployment-677cb58b94-jq5nx,141m,149Mi
00:39:37,drupal-mysql-d86854f86-dj5nv,230m,582Mi
00:39:42,drupal-deployment-677cb58b94-2rhfm,325m,221Mi
00:39:42,drupal-deployment-677cb58b94-f9w9v,298m,222Mi
00:39:42,drupal-deployment-677cb58b94-jq5nx,141m,149Mi
00:39:42,drupal-mysql-d86854f86-dj5nv,230m,582Mi
00:39:47,drupal-deployment-677cb58b94-2rhfm,342m,237Mi
00:39:47,drupal-deployment-677cb58b94-f9w9v,337m,180Mi
00:39:47,drupal-deployment-677cb58b94-jq5nx,300m,155Mi
00:39:47,drupal-mysql-d86854f86-dj5nv,348m,582Mi
00:39:52,drupal-deployment-677cb58b94-2rhfm,342m,237Mi
00:39:52,drupal-deployment-677cb58b94-f9w9v,337m,180Mi
00:39:52,drupal-deployment-677cb58b94-jq5nx,300m,155Mi
00:39:52,drupal-mysql-d86854f86-dj5nv,348m,582Mi
00:39:57,drupal-deployment-677cb58b94-2rhfm,342m,237Mi
00:39:57,drupal-deployment-677cb58b94-f9w9v,337m,180Mi
00:39:57,drupal-deployment-677cb58b94-jq5nx,300m,155Mi
00:39:57,drupal-mysql-d86854f86-dj5nv,348m,582Mi
00:40:02,drupal-deployment-677cb58b94-2rhfm,200m,200Mi
00:40:02,drupal-deployment-677cb58b94-f9w9v,309m,197Mi
00:40:02,drupal-deployment-677cb58b94-jq5nx,400m,155Mi
00:40:02,drupal-mysql-d86854f86-dj5nv,293m,583Mi
00:40:07,drupal-deployment-677cb58b94-2rhfm,200m,200Mi
00:40:07,drupal-deployment-677cb58b94-f9w9v,309m,197Mi
00:40:07,drupal-deployment-677cb58b94-jq5nx,400m,155Mi
00:40:07,drupal-mysql-d86854f86-dj5nv,293m,583Mi
00:40:12,drupal-deployment-677cb58b94-2rhfm,200m,200Mi
00:40:12,drupal-deployment-677cb58b94-f9w9v,309m,197Mi
00:40:12,drupal-deployment-677cb58b94-jq5nx,400m,155Mi
00:40:12,drupal-mysql-d86854f86-dj5nv,293m,583Mi
00:40:17,drupal-deployment-677cb58b94-2rhfm,233m,176Mi
00:40:17,drupal-deployment-677cb58b94-f9w9v,382m,220Mi
00:40:17,drupal-deployment-677cb58b94-jq5nx,132m,184Mi
00:40:17,drupal-mysql-d86854f86-dj5nv,267m,583Mi
00:40:22,drupal-deployment-677cb58b94-2rhfm,233m,176Mi
00:40:22,drupal-deployment-677cb58b94-f9w9v,382m,220Mi
00:40:22,drupal-deployment-677cb58b94-jq5nx,132m,184Mi
00:40:22,drupal-mysql-d86854f86-dj5nv,267m,583Mi
00:40:27,drupal-deployment-677cb58b94-2rhfm,233m,176Mi
00:40:27,drupal-deployment-677cb58b94-f9w9v,382m,220Mi
00:40:27,drupal-deployment-677cb58b94-jq5nx,132m,184Mi
00:40:27,drupal-mysql-d86854f86-dj5nv,267m,583Mi
00:40:32,drupal-deployment-677cb58b94-2rhfm,156m,148Mi
00:40:32,drupal-deployment-677cb58b94-f9w9v,163m,174Mi
00:40:32,drupal-deployment-677cb58b94-jq5nx,132m,184Mi
00:40:32,drupal-mysql-d86854f86-dj5nv,179m,583Mi
00:40:38,drupal-deployment-677cb58b94-2rhfm,156m,148Mi
00:40:38,drupal-deployment-677cb58b94-f9w9v,163m,174Mi
