Timestamp,Pod_Name,CPU_m,Memory_Mi
04:29:57,drupal-deployment-677cb58b94-2rhfm,19m,249Mi
04:29:57,drupal-mysql-d86854f86-dj5nv,9m,599Mi
04:30:02,drupal-deployment-677cb58b94-2rhfm,25m,249Mi
04:30:02,drupal-mysql-d86854f86-dj5nv,10m,599Mi
04:30:07,drupal-deployment-677cb58b94-2rhfm,25m,249Mi
04:30:07,drupal-mysql-d86854f86-dj5nv,10m,599Mi
04:30:12,drupal-deployment-677cb58b94-2rhfm,25m,249Mi
04:30:12,drupal-mysql-d86854f86-dj5nv,10m,599Mi
04:30:17,drupal-deployment-677cb58b94-2rhfm,23m,249Mi
04:30:17,drupal-mysql-d86854f86-dj5nv,8m,599Mi
04:30:22,drupal-deployment-677cb58b94-2rhfm,23m,249Mi
04:30:22,drupal-mysql-d86854f86-dj5nv,8m,599Mi
04:30:28,drupal-deployment-677cb58b94-2rhfm,23m,249Mi
04:30:28,drupal-mysql-d86854f86-dj5nv,8m,599Mi
04:30:33,drupal-deployment-677cb58b94-2rhfm,285m,156Mi
04:30:33,drupal-mysql-d86854f86-dj5nv,197m,599Mi
04:30:38,drupal-deployment-677cb58b94-2rhfm,285m,156Mi
04:30:38,drupal-mysql-d86854f86-dj5nv,197m,599Mi
04:30:43,drupal-deployment-677cb58b94-2rhfm,285m,156Mi
04:30:43,drupal-mysql-d86854f86-dj5nv,197m,599Mi
04:30:48,drupal-deployment-677cb58b94-2rhfm,643m,223Mi
04:30:48,drupal-mysql-d86854f86-dj5nv,324m,599Mi
04:30:53,drupal-deployment-677cb58b94-2rhfm,643m,223Mi
04:30:53,drupal-mysql-d86854f86-dj5nv,324m,599Mi
04:30:58,drupal-deployment-677cb58b94-2rhfm,643m,223Mi
04:30:58,drupal-mysql-d86854f86-dj5nv,324m,599Mi
04:31:03,drupal-deployment-677cb58b94-2rhfm,581m,287Mi
04:31:03,drupal-mysql-d86854f86-dj5nv,254m,599Mi
04:31:08,drupal-deployment-677cb58b94-2rhfm,581m,287Mi
04:31:08,drupal-mysql-d86854f86-dj5nv,254m,599Mi
04:31:13,drupal-deployment-677cb58b94-2rhfm,581m,287Mi
04:31:13,drupal-mysql-d86854f86-dj5nv,254m,599Mi
04:31:18,drupal-deployment-677cb58b94-2rhfm,761m,297Mi
04:31:18,drupal-deployment-677cb58b94-qh54x,5m,16Mi
04:31:18,drupal-mysql-d86854f86-dj5nv,254m,599Mi
04:31:23,drupal-deployment-677cb58b94-2rhfm,761m,297Mi
04:31:23,drupal-deployment-677cb58b94-qh54x,5m,16Mi
04:31:23,drupal-mysql-d86854f86-dj5nv,254m,599Mi
04:31:29,drupal-deployment-677cb58b94-2rhfm,761m,297Mi
04:31:29,drupal-deployment-677cb58b94-qh54x,5m,16Mi
04:31:29,drupal-mysql-d86854f86-dj5nv,254m,599Mi
04:31:34,drupal-deployment-677cb58b94-2rhfm,559m,331Mi
04:31:34,drupal-deployment-677cb58b94-qh54x,1m,16Mi
04:31:34,drupal-mysql-d86854f86-dj5nv,327m,600Mi
04:31:39,drupal-deployment-677cb58b94-2rhfm,559m,331Mi
04:31:39,drupal-deployment-677cb58b94-qh54x,1m,16Mi
04:31:39,drupal-mysql-d86854f86-dj5nv,327m,600Mi
04:31:44,drupal-deployment-677cb58b94-2rhfm,559m,331Mi
04:31:44,drupal-deployment-677cb58b94-qh54x,1m,16Mi
04:31:44,drupal-mysql-d86854f86-dj5nv,327m,600Mi
04:31:49,drupal-deployment-677cb58b94-2rhfm,411m,302Mi
04:31:49,drupal-deployment-677cb58b94-qh54x,143m,89Mi
04:31:49,drupal-mysql-d86854f86-dj5nv,239m,599Mi
04:31:54,drupal-deployment-677cb58b94-2rhfm,411m,302Mi
04:31:54,drupal-deployment-677cb58b94-qh54x,143m,89Mi
04:31:54,drupal-mysql-d86854f86-dj5nv,239m,599Mi
04:31:59,drupal-deployment-677cb58b94-2rhfm,411m,302Mi
04:31:59,drupal-deployment-677cb58b94-qh54x,249m,135Mi
04:31:59,drupal-mysql-d86854f86-dj5nv,207m,599Mi
04:32:04,drupal-deployment-677cb58b94-2rhfm,411m,302Mi
04:32:04,drupal-deployment-677cb58b94-qh54x,249m,135Mi
04:32:04,drupal-mysql-d86854f86-dj5nv,207m,599Mi
04:32:09,drupal-deployment-677cb58b94-2rhfm,411m,302Mi
04:32:09,drupal-deployment-677cb58b94-qh54x,249m,135Mi
04:32:09,drupal-mysql-d86854f86-dj5nv,207m,599Mi
04:32:14,drupal-deployment-677cb58b94-2rhfm,319m,257Mi
04:32:14,drupal-deployment-677cb58b94-qh54x,354m,202Mi
04:32:14,drupal-mysql-d86854f86-dj5nv,305m,599Mi
04:32:19,drupal-deployment-677cb58b94-2rhfm,319m,257Mi
04:32:19,drupal-deployment-677cb58b94-qh54x,354m,202Mi
04:32:19,drupal-mysql-d86854f86-dj5nv,305m,599Mi
04:32:24,drupal-deployment-677cb58b94-2rhfm,319m,257Mi
04:32:24,drupal-deployment-677cb58b94-qh54x,354m,202Mi
04:32:24,drupal-mysql-d86854f86-dj5nv,305m,599Mi
04:32:29,drupal-deployment-677cb58b94-2rhfm,361m,215Mi
04:32:29,drupal-deployment-677cb58b94-qh54x,400m,179Mi
