Timestamp,Pod_Name,App_CPU_m,App_Memory_Mi,Ingress_CPU_m,Ingress_Memory_Mi,ModSecurity_Status
00:03:12,wordpress-deployment-7c7bb76d6f-8vx9w,1m,58Mi,1548m,85Mi,BLOCKED
00:03:12,wordpress-mysql-8484774888-hr64z,4m,477Mi,1548m,85Mi,BLOCKED
00:03:17,wordpress-deployment-7c7bb76d6f-8vx9w,1m,58Mi,1548m,85Mi,BLOCKED
00:03:17,wordpress-mysql-8484774888-hr64z,4m,477Mi,1548m,85Mi,BLOCKED
00:03:22,wordpress-deployment-7c7bb76d6f-8vx9w,1m,58Mi,1550m,87Mi,BLOCKED
00:03:22,wordpress-mysql-8484774888-hr64z,4m,477Mi,1550m,87Mi,BLOCKED
00:03:28,wordpress-deployment-7c7bb76d6f-8vx9w,1m,58Mi,1550m,87Mi,BLOCKED
00:03:28,wordpress-mysql-8484774888-hr64z,4m,477Mi,1550m,87Mi,BLOCKED
00:03:33,wordpress-deployment-7c7bb76d6f-8vx9w,1m,58Mi,1550m,87Mi,BLOCKED
00:03:33,wordpress-mysql-8484774888-hr64z,4m,477Mi,1550m,87Mi,BLOCKED
00:03:38,wordpress-deployment-7c7bb76d6f-8vx9w,1m,58Mi,1550m,87Mi,BLOCKED
00:03:38,wordpress-mysql-8484774888-hr64z,4m,477Mi,1550m,87Mi,BLOCKED
00:03:43,wordpress-deployment-7c7bb76d6f-8vx9w,1m,58Mi,1550m,87Mi,BLOCKED
00:03:43,wordpress-mysql-8484774888-hr64z,4m,477Mi,1550m,87Mi,BLOCKED
00:03:49,wordpress-deployment-7c7bb76d6f-8vx9w,1m,58Mi,1550m,87Mi,BLOCKED
00:03:49,wordpress-mysql-8484774888-hr64z,4m,477Mi,1550m,87Mi,BLOCKED
00:03:54,wordpress-deployment-7c7bb76d6f-8vx9w,1m,58Mi,1531m,89Mi,BLOCKED
00:03:54,wordpress-mysql-8484774888-hr64z,3m,477Mi,1531m,89Mi,BLOCKED
00:04:00,wordpress-deployment-7c7bb76d6f-8vx9w,1m,58Mi,1531m,89Mi,BLOCKED
