Timestamp,Pod_Name,App_CPU_m,App_Memory_Mi,Ingress_CPU_m,Ingress_Memory_Mi
20:17:09,ghost-deployment-74496d68fd-m24pb,3m,114Mi,1m,46Mi
20:17:09,ghost-mysql-c75f59f48-5s7w5,4m,383Mi,1m,46Mi
20:17:14,ghost-deployment-74496d68fd-m24pb,3m,114Mi,1m,46Mi
20:17:14,ghost-mysql-c75f59f48-5s7w5,4m,383Mi,1m,46Mi
20:17:19,ghost-deployment-74496d68fd-m24pb,3m,114Mi,1m,46Mi
20:17:19,ghost-mysql-c75f59f48-5s7w5,4m,383Mi,1m,46Mi
20:17:24,ghost-deployment-74496d68fd-m24pb,2m,113Mi,1m,46Mi
20:17:24,ghost-mysql-c75f59f48-5s7w5,4m,383Mi,1m,46Mi
20:17:29,ghost-deployment-74496d68fd-m24pb,2m,113Mi,1m,46Mi
20:17:29,ghost-mysql-c75f59f48-5s7w5,4m,383Mi,1m,46Mi
20:17:34,ghost-deployment-74496d68fd-m24pb,7m,114Mi,1m,46Mi
20:17:34,ghost-mysql-c75f59f48-5s7w5,4m,383Mi,1m,46Mi
20:17:39,ghost-deployment-74496d68fd-m24pb,7m,114Mi,1m,46Mi
20:17:39,ghost-mysql-c75f59f48-5s7w5,4m,383Mi,1m,46Mi
20:17:45,ghost-deployment-74496d68fd-m24pb,7m,114Mi,1m,46Mi
20:17:45,ghost-mysql-c75f59f48-5s7w5,4m,383Mi,1m,46Mi
20:17:50,ghost-deployment-74496d68fd-m24pb,2m,113Mi,31m,47Mi
20:17:50,ghost-mysql-c75f59f48-5s7w5,4m,383Mi,31m,47Mi
20:17:55,ghost-deployment-74496d68fd-m24pb,2m,113Mi,31m,47Mi
20:17:55,ghost-mysql-c75f59f48-5s7w5,4m,383Mi,31m,47Mi
20:18:00,ghost-deployment-74496d68fd-m24pb,2m,113Mi,31m,47Mi
20:18:00,ghost-mysql-c75f59f48-5s7w5,4m,383Mi,31m,47Mi
20:18:05,ghost-deployment-74496d68fd-m24pb,4m,114Mi,31m,47Mi
20:18:05,ghost-mysql-c75f59f48-5s7w5,4m,383Mi,31m,47Mi
20:18:10,ghost-deployment-74496d68fd-m24pb,4m,114Mi,31m,47Mi
20:18:10,ghost-mysql-c75f59f48-5s7w5,4m,383Mi,31m,47Mi
20:18:15,ghost-deployment-74496d68fd-m24pb,4m,114Mi,31m,47Mi
20:18:15,ghost-mysql-c75f59f48-5s7w5,4m,383Mi,31m,47Mi
20:18:20,ghost-deployment-74496d68fd-m24pb,4m,114Mi,67m,48Mi
20:18:20,ghost-mysql-c75f59f48-5s7w5,4m,383Mi,67m,48Mi
20:18:26,ghost-deployment-74496d68fd-m24pb,4m,114Mi,67m,48Mi
20:18:26,ghost-mysql-c75f59f48-5s7w5,4m,383Mi,67m,48Mi
20:18:31,ghost-deployment-74496d68fd-m24pb,4m,114Mi,67m,48Mi
20:18:31,ghost-mysql-c75f59f48-5s7w5,4m,383Mi,67m,48Mi
20:18:36,ghost-deployment-74496d68fd-m24pb,2m,113Mi,66m,49Mi
20:18:36,ghost-mysql-c75f59f48-5s7w5,4m,383Mi,66m,49Mi
20:18:41,ghost-deployment-74496d68fd-m24pb,2m,113Mi,66m,49Mi
20:18:41,ghost-mysql-c75f59f48-5s7w5,4m,383Mi,66m,49Mi
20:18:46,ghost-deployment-74496d68fd-m24pb,2m,113Mi,66m,49Mi
20:18:46,ghost-mysql-c75f59f48-5s7w5,4m,383Mi,66m,49Mi
20:18:51,ghost-deployment-74496d68fd-m24pb,5m,114Mi,62m,50Mi
20:18:51,ghost-mysql-c75f59f48-5s7w5,4m,383Mi,62m,50Mi
20:18:56,ghost-deployment-74496d68fd-m24pb,5m,114Mi,62m,50Mi
20:18:56,ghost-mysql-c75f59f48-5s7w5,4m,383Mi,62m,50Mi
20:19:01,ghost-deployment-74496d68fd-m24pb,5m,114Mi,62m,50Mi
20:19:01,ghost-mysql-c75f59f48-5s7w5,4m,383Mi,62m,50Mi
20:19:06,ghost-deployment-74496d68fd-m24pb,3m,113Mi,62m,50Mi
