Timestamp,Pod_Name,App_CPU_m,App_Memory_Mi,Ingress_CPU_m,Ingress_Memory_Mi,ModSecurity_Status
23:07:55,drupal-deployment-677cb58b94-npgbj,29m,263Mi,269m,76Mi,BLOCKED
23:07:55,drupal-mysql-d86854f86-229bw,12m,469Mi,269m,76Mi,BLOCKED
23:08:00,drupal-deployment-677cb58b94-npgbj,29m,263Mi,269m,76Mi,BLOCKED
23:08:00,drupal-mysql-d86854f86-229bw,12m,469Mi,269m,76Mi,BLOCKED
23:08:05,drupal-deployment-677cb58b94-npgbj,29m,263Mi,269m,76Mi,BLOCKED
23:08:05,drupal-mysql-d86854f86-229bw,12m,469Mi,269m,76Mi,BLOCKED
23:08:11,drupal-deployment-677cb58b94-npgbj,33m,263Mi,1082m,77Mi,BLOCKED
23:08:11,drupal-mysql-d86854f86-229bw,12m,469Mi,1082m,77Mi,BLOCKED
23:08:16,drupal-deployment-677cb58b94-npgbj,33m,263Mi,1082m,77Mi,BLOCKED
23:08:16,drupal-mysql-d86854f86-229bw,12m,469Mi,1082m,77Mi,BLOCKED
23:08:21,drupal-deployment-677cb58b94-npgbj,33m,263Mi,1082m,77Mi,BLOCKED
23:08:21,drupal-mysql-d86854f86-229bw,12m,469Mi,1082m,77Mi,BLOCKED
23:08:26,drupal-deployment-677cb58b94-npgbj,33m,263Mi,1366m,78Mi,BLOCKED
23:08:26,drupal-mysql-d86854f86-229bw,9m,469Mi,1366m,78Mi,BLOCKED
23:08:32,drupal-deployment-677cb58b94-npgbj,33m,263Mi,1366m,78Mi,BLOCKED
23:08:32,drupal-mysql-d86854f86-229bw,9m,469Mi,1366m,78Mi,BLOCKED
23:08:37,drupal-deployment-677cb58b94-npgbj,29m,263Mi,1470m,79Mi,BLOCKED
23:08:37,drupal-mysql-d86854f86-229bw,8m,469Mi,1470m,79Mi,BLOCKED
23:08:42,drupal-deployment-677cb58b94-npgbj,29m,263Mi,1470m,79Mi,BLOCKED
23:08:42,drupal-mysql-d86854f86-229bw,8m,469Mi,1470m,79Mi,BLOCKED
23:08:47,drupal-deployment-677cb58b94-npgbj,29m,263Mi,1470m,79Mi,BLOCKED
23:08:47,drupal-mysql-d86854f86-229bw,8m,469Mi,1470m,79Mi,BLOCKED
23:08:53,drupal-deployment-677cb58b94-npgbj,24m,263Mi,1470m,79Mi,BLOCKED
23:08:53,drupal-mysql-d86854f86-229bw,15m,469Mi,1470m,79Mi,BLOCKED
23:08:58,drupal-deployment-677cb58b94-npgbj,24m,263Mi,1470m,79Mi,BLOCKED
23:08:58,drupal-mysql-d86854f86-229bw,15m,469Mi,1470m,79Mi,BLOCKED
23:09:03,drupal-deployment-677cb58b94-npgbj,24m,263Mi,1470m,79Mi,BLOCKED
23:09:03,drupal-mysql-d86854f86-229bw,15m,469Mi,1470m,79Mi,BLOCKED
23:09:08,drupal-deployment-677cb58b94-npgbj,28m,263Mi,1435m,80Mi,BLOCKED
23:09:08,drupal-mysql-d86854f86-229bw,12m,469Mi,1435m,80Mi,BLOCKED
23:09:14,drupal-deployment-677cb58b94-npgbj,28m,263Mi,1435m,80Mi,BLOCKED
23:09:14,drupal-mysql-d86854f86-229bw,12m,469Mi,1435m,80Mi,BLOCKED
23:09:19,drupal-deployment-677cb58b94-npgbj,28m,263Mi,1435m,80Mi,BLOCKED
23:09:19,drupal-mysql-d86854f86-229bw,12m,469Mi,1435m,80Mi,BLOCKED
23:09:24,drupal-deployment-677cb58b94-npgbj,40m,263Mi,1478m,80Mi,BLOCKED
23:09:24,drupal-mysql-d86854f86-229bw,9m,469Mi,1478m,80Mi,BLOCKED
23:09:29,drupal-deployment-677cb58b94-npgbj,40m,263Mi,1478m,80Mi,BLOCKED
23:09:29,drupal-mysql-d86854f86-229bw,9m,469Mi,1478m,80Mi,BLOCKED
23:09:35,drupal-deployment-677cb58b94-npgbj,40m,263Mi,1478m,80Mi,BLOCKED
23:09:35,drupal-mysql-d86854f86-229bw,9m,469Mi,1478m,80Mi,BLOCKED
23:09:40,drupal-deployment-677cb58b94-npgbj,25m,263Mi,1480m,81Mi,BLOCKED
23:09:40,drupal-mysql-d86854f86-229bw,10m,469Mi,1480m,81Mi,BLOCKED
23:09:45,drupal-deployment-677cb58b94-npgbj,25m,263Mi,1480m,81Mi,BLOCKED
23:09:45,drupal-mysql-d86854f86-229bw,10m,469Mi,1480m,81Mi,BLOCKED
23:09:50,drupal-deployment-677cb58b94-npgbj,25m,263Mi,1480m,81Mi,BLOCKED
