Timestamp,Pod_Name,CPU_m,Memory_Mi
17:00:52,wordpress-deployment-7c7bb76d6f-sdtc8,1m,128Mi
17:00:52,wordpress-mysql-8484774888-46s7v,5m,533Mi
17:00:57,wordpress-deployment-7c7bb76d6f-sdtc8,1m,128Mi
17:00:57,wordpress-mysql-8484774888-46s7v,5m,533Mi
17:01:02,wordpress-deployment-7c7bb76d6f-sdtc8,1m,128Mi
17:01:02,wordpress-mysql-8484774888-46s7v,5m,533Mi
17:01:07,wordpress-deployment-7c7bb76d6f-sdtc8,1m,128Mi
17:01:07,wordpress-mysql-8484774888-46s7v,5m,533Mi
17:01:13,wordpress-deployment-7c7bb76d6f-sdtc8,1m,128Mi
17:01:13,wordpress-mysql-8484774888-46s7v,5m,533Mi
17:01:18,wordpress-deployment-7c7bb76d6f-sdtc8,1m,128Mi
17:01:18,wordpress-mysql-8484774888-46s7v,5m,533Mi
17:01:23,wordpress-deployment-7c7bb76d6f-sdtc8,451m,140Mi
17:01:23,wordpress-mysql-8484774888-46s7v,22m,533Mi
17:01:28,wordpress-deployment-7c7bb76d6f-sdtc8,451m,140Mi
17:01:28,wordpress-mysql-8484774888-46s7v,22m,533Mi
17:01:33,wordpress-deployment-7c7bb76d6f-sdtc8,451m,140Mi
17:01:33,wordpress-mysql-8484774888-46s7v,22m,533Mi
17:01:38,wordpress-deployment-7c7bb76d6f-sdtc8,966m,285Mi
17:01:38,wordpress-mysql-8484774888-46s7v,134m,534Mi
17:01:43,wordpress-deployment-7c7bb76d6f-sdtc8,966m,285Mi
17:01:43,wordpress-mysql-8484774888-46s7v,134m,534Mi
17:01:48,wordpress-deployment-7c7bb76d6f-sdtc8,966m,285Mi
17:01:48,wordpress-mysql-8484774888-46s7v,134m,534Mi
17:01:53,wordpress-deployment-7c7bb76d6f-cfq7l,1m,15Mi
17:01:53,wordpress-deployment-7c7bb76d6f-sdtc8,966m,285Mi
17:01:53,wordpress-mysql-8484774888-46s7v,131m,534Mi
17:01:58,wordpress-deployment-7c7bb76d6f-cfq7l,1m,15Mi
17:01:58,wordpress-deployment-7c7bb76d6f-sdtc8,966m,285Mi
17:01:58,wordpress-mysql-8484774888-46s7v,131m,534Mi
17:02:03,wordpress-deployment-7c7bb76d6f-cfq7l,1m,15Mi
17:02:03,wordpress-deployment-7c7bb76d6f-sdtc8,966m,285Mi
17:02:03,wordpress-mysql-8484774888-46s7v,131m,534Mi
17:02:08,wordpress-deployment-7c7bb76d6f-cfq7l,559m,306Mi
17:02:08,wordpress-deployment-7c7bb76d6f-rsvmk,8m,22Mi
17:02:08,wordpress-deployment-7c7bb76d6f-sdtc8,856m,408Mi
