Timestamp,Pod_Name,CPU_m,Memory_Mi
20:13:18,wordpress-deployment-7c7bb76d6f-sdtc8,1m,142Mi
20:13:18,wordpress-mysql-8484774888-46s7v,4m,535Mi
20:13:23,wordpress-deployment-7c7bb76d6f-sdtc8,1m,142Mi
20:13:23,wordpress-mysql-8484774888-46s7v,4m,535Mi
20:13:28,wordpress-deployment-7c7bb76d6f-sdtc8,1m,142Mi
20:13:28,wordpress-mysql-8484774888-46s7v,4m,535Mi
20:13:33,wordpress-deployment-7c7bb76d6f-sdtc8,1m,142Mi
20:13:33,wordpress-mysql-8484774888-46s7v,4m,535Mi
20:13:38,wordpress-deployment-7c7bb76d6f-sdtc8,1m,142Mi
20:13:38,wordpress-mysql-8484774888-46s7v,4m,535Mi
20:13:43,wordpress-deployment-7c7bb76d6f-sdtc8,1m,142Mi
20:13:43,wordpress-mysql-8484774888-46s7v,4m,535Mi
20:13:49,wordpress-deployment-7c7bb76d6f-sdtc8,376m,205Mi
20:13:49,wordpress-mysql-8484774888-46s7v,67m,535Mi
20:13:54,wordpress-deployment-7c7bb76d6f-sdtc8,376m,205Mi
20:13:54,wordpress-mysql-8484774888-46s7v,67m,535Mi
20:13:59,wordpress-deployment-7c7bb76d6f-sdtc8,376m,205Mi
20:13:59,wordpress-mysql-8484774888-46s7v,67m,535Mi
20:14:04,wordpress-deployment-7c7bb76d6f-sdtc8,999m,300Mi
20:14:04,wordpress-mysql-8484774888-46s7v,133m,536Mi
20:14:09,wordpress-deployment-7c7bb76d6f-sdtc8,999m,300Mi
20:14:09,wordpress-mysql-8484774888-46s7v,133m,536Mi
20:14:14,wordpress-deployment-7c7bb76d6f-sdtc8,999m,300Mi
20:14:14,wordpress-mysql-8484774888-46s7v,133m,536Mi
20:14:19,wordpress-deployment-7c7bb76d6f-sdtc8,999m,440Mi
20:14:19,wordpress-mysql-8484774888-46s7v,133m,537Mi
20:14:24,wordpress-deployment-7c7bb76d6f-sdtc8,999m,440Mi
20:14:24,wordpress-mysql-8484774888-46s7v,133m,537Mi
20:14:29,wordpress-deployment-7c7bb76d6f-sdtc8,999m,440Mi
20:14:29,wordpress-mysql-8484774888-46s7v,133m,537Mi
20:14:34,wordpress-deployment-7c7bb76d6f-5zlzs,6m,15Mi
20:14:34,wordpress-deployment-7c7bb76d6f-sdtc8,628m,499Mi
20:14:34,wordpress-mysql-8484774888-46s7v,73m,538Mi
20:14:39,wordpress-deployment-7c7bb76d6f-5zlzs,6m,15Mi
20:14:39,wordpress-deployment-7c7bb76d6f-sdtc8,628m,499Mi
20:14:39,wordpress-mysql-8484774888-46s7v,73m,538Mi
20:14:44,wordpress-deployment-7c7bb76d6f-5zlzs,6m,15Mi
20:14:44,wordpress-deployment-7c7bb76d6f-sdtc8,628m,499Mi
20:14:44,wordpress-mysql-8484774888-46s7v,73m,538Mi
20:14:49,wordpress-deployment-7c7bb76d6f-5zlzs,191m,159Mi
20:14:49,wordpress-deployment-7c7bb76d6f-msrc6,5m,16Mi
20:14:49,wordpress-deployment-7c7bb76d6f-sdtc8,969m,665Mi
20:14:49,wordpress-mysql-8484774888-46s7v,131m,540Mi
20:14:54,wordpress-deployment-7c7bb76d6f-5zlzs,191m,159Mi
