Timestamp,Pod_Name,CPU_m,Memory_Mi
20:39:32,wordpress-deployment-7c7bb76d6f-sdtc8,1m,133Mi
20:39:32,wordpress-mysql-8484774888-46s7v,4m,538Mi
20:39:37,wordpress-deployment-7c7bb76d6f-sdtc8,1m,133Mi
20:39:37,wordpress-mysql-8484774888-46s7v,4m,538Mi
20:39:42,wordpress-deployment-7c7bb76d6f-sdtc8,1m,133Mi
20:39:42,wordpress-mysql-8484774888-46s7v,4m,538Mi
20:39:47,wordpress-deployment-7c7bb76d6f-sdtc8,1m,133Mi
20:39:47,wordpress-mysql-8484774888-46s7v,4m,538Mi
20:39:52,wordpress-deployment-7c7bb76d6f-sdtc8,1m,133Mi
20:39:52,wordpress-mysql-8484774888-46s7v,4m,538Mi
20:39:57,wordpress-deployment-7c7bb76d6f-sdtc8,1m,133Mi
20:39:57,wordpress-mysql-8484774888-46s7v,4m,538Mi
20:40:02,wordpress-deployment-7c7bb76d6f-sdtc8,1m,133Mi
20:40:02,wordpress-mysql-8484774888-46s7v,4m,538Mi
20:40:07,wordpress-deployment-7c7bb76d6f-sdtc8,881m,209Mi
20:40:07,wordpress-mysql-8484774888-46s7v,110m,539Mi
20:40:13,wordpress-deployment-7c7bb76d6f-sdtc8,881m,209Mi
20:40:13,wordpress-mysql-8484774888-46s7v,110m,539Mi
20:40:18,wordpress-deployment-7c7bb76d6f-sdtc8,881m,209Mi
20:40:18,wordpress-mysql-8484774888-46s7v,110m,539Mi
20:40:23,wordpress-deployment-7c7bb76d6f-k45vv,7m,15Mi
20:40:23,wordpress-deployment-7c7bb76d6f-sdtc8,984m,410Mi
20:40:23,wordpress-mysql-8484774888-46s7v,131m,540Mi
20:40:28,wordpress-deployment-7c7bb76d6f-k45vv,7m,15Mi
20:40:28,wordpress-deployment-7c7bb76d6f-sdtc8,984m,410Mi
20:40:28,wordpress-mysql-8484774888-46s7v,131m,540Mi
20:40:33,wordpress-deployment-7c7bb76d6f-k45vv,7m,15Mi
20:40:33,wordpress-deployment-7c7bb76d6f-sdtc8,984m,410Mi
20:40:33,wordpress-mysql-8484774888-46s7v,131m,540Mi
20:40:38,wordpress-deployment-7c7bb76d6f-gqjdl,8m,22Mi
20:40:38,wordpress-deployment-7c7bb76d6f-k45vv,1m,15Mi
20:40:38,wordpress-deployment-7c7bb76d6f-sdtc8,990m,519Mi
20:40:38,wordpress-mysql-8484774888-46s7v,131m,542Mi
20:40:43,wordpress-deployment-7c7bb76d6f-gqjdl,8m,22Mi
20:40:43,wordpress-deployment-7c7bb76d6f-k45vv,1m,15Mi
20:40:43,wordpress-deployment-7c7bb76d6f-sdtc8,990m,519Mi
20:40:43,wordpress-mysql-8484774888-46s7v,131m,542Mi
20:40:48,wordpress-deployment-7c7bb76d6f-gqjdl,8m,22Mi
20:40:48,wordpress-deployment-7c7bb76d6f-k45vv,1m,15Mi
20:40:48,wordpress-deployment-7c7bb76d6f-sdtc8,990m,519Mi
20:40:48,wordpress-mysql-8484774888-46s7v,131m,542Mi
20:40:53,wordpress-deployment-7c7bb76d6f-gqjdl,1m,22Mi
20:40:53,wordpress-deployment-7c7bb76d6f-k45vv,566m,402Mi
20:40:53,wordpress-deployment-7c7bb76d6f-sdtc8,896m,613Mi
20:40:53,wordpress-mysql-8484774888-46s7v,144m,543Mi
20:40:58,wordpress-deployment-7c7bb76d6f-gqjdl,1m,22Mi
20:40:58,wordpress-deployment-7c7bb76d6f-k45vv,566m,402Mi
20:40:58,wordpress-deployment-7c7bb76d6f-sdtc8,896m,613Mi
20:40:58,wordpress-mysql-8484774888-46s7v,144m,543Mi
20:41:03,wordpress-deployment-7c7bb76d6f-gqjdl,1m,22Mi
20:41:03,wordpress-deployment-7c7bb76d6f-k45vv,566m,402Mi
20:41:03,wordpress-deployment-7c7bb76d6f-sdtc8,896m,613Mi
20:41:03,wordpress-mysql-8484774888-46s7v,144m,543Mi
20:41:08,wordpress-deployment-7c7bb76d6f-gqjdl,1m,22Mi
20:41:08,wordpress-deployment-7c7bb76d6f-k45vv,472m,404Mi
20:41:08,wordpress-deployment-7c7bb76d6f-sdtc8,646m,559Mi
20:41:08,wordpress-mysql-8484774888-46s7v,144m,543Mi
20:41:13,wordpress-deployment-7c7bb76d6f-gqjdl,1m,22Mi
20:41:13,wordpress-deployment-7c7bb76d6f-k45vv,472m,404Mi
20:41:13,wordpress-deployment-7c7bb76d6f-sdtc8,646m,559Mi
20:41:13,wordpress-mysql-8484774888-46s7v,144m,543Mi
20:41:19,wordpress-deployment-7c7bb76d6f-gqjdl,468m,360Mi
20:41:19,wordpress-deployment-7c7bb76d6f-k45vv,514m,394Mi
20:41:19,wordpress-deployment-7c7bb76d6f-sdtc8,463m,409Mi
20:41:19,wordpress-mysql-8484774888-46s7v,154m,544Mi
20:41:24,wordpress-deployment-7c7bb76d6f-gqjdl,468m,360Mi
20:41:24,wordpress-deployment-7c7bb76d6f-k45vv,514m,394Mi
20:41:24,wordpress-deployment-7c7bb76d6f-sdtc8,463m,409Mi
20:41:24,wordpress-mysql-8484774888-46s7v,154m,544Mi
20:41:29,wordpress-deployment-7c7bb76d6f-gqjdl,468m,360Mi
20:41:29,wordpress-deployment-7c7bb76d6f-k45vv,514m,394Mi
20:41:29,wordpress-deployment-7c7bb76d6f-sdtc8,463m,409Mi
20:41:29,wordpress-mysql-8484774888-46s7v,154m,544Mi
20:41:34,wordpress-deployment-7c7bb76d6f-gqjdl,466m,287Mi
20:41:34,wordpress-deployment-7c7bb76d6f-k45vv,567m,565Mi
20:41:34,wordpress-deployment-7c7bb76d6f-sdtc8,463m,409Mi
20:41:34,wordpress-mysql-8484774888-46s7v,154m,544Mi
20:41:39,wordpress-deployment-7c7bb76d6f-gqjdl,466m,287Mi
20:41:39,wordpress-deployment-7c7bb76d6f-k45vv,567m,565Mi
20:41:39,wordpress-deployment-7c7bb76d6f-sdtc8,463m,409Mi
20:41:39,wordpress-mysql-8484774888-46s7v,154m,544Mi
20:41:44,wordpress-deployment-7c7bb76d6f-gqjdl,466m,287Mi
20:41:44,wordpress-deployment-7c7bb76d6f-k45vv,567m,565Mi
20:41:44,wordpress-deployment-7c7bb76d6f-sdtc8,463m,409Mi
20:41:44,wordpress-mysql-8484774888-46s7v,154m,544Mi
20:41:49,wordpress-deployment-7c7bb76d6f-248wm,11m,15Mi
20:41:49,wordpress-deployment-7c7bb76d6f-gqjdl,466m,287Mi
20:41:49,wordpress-deployment-7c7bb76d6f-k45vv,547m,571Mi
20:41:49,wordpress-deployment-7c7bb76d6f-sdtc8,391m,263Mi
20:41:49,wordpress-mysql-8484774888-46s7v,153m,544Mi
20:41:54,wordpress-deployment-7c7bb76d6f-248wm,11m,15Mi
20:41:54,wordpress-deployment-7c7bb76d6f-gqjdl,466m,287Mi
20:41:54,wordpress-deployment-7c7bb76d6f-k45vv,547m,571Mi
20:41:54,wordpress-deployment-7c7bb76d6f-sdtc8,391m,263Mi
20:41:54,wordpress-mysql-8484774888-46s7v,153m,544Mi
20:41:59,wordpress-deployment-7c7bb76d6f-248wm,11m,15Mi
20:41:59,wordpress-deployment-7c7bb76d6f-gqjdl,466m,287Mi
20:41:59,wordpress-deployment-7c7bb76d6f-k45vv,547m,571Mi
20:41:59,wordpress-deployment-7c7bb76d6f-sdtc8,391m,263Mi
20:41:59,wordpress-mysql-8484774888-46s7v,153m,544Mi
20:42:04,wordpress-deployment-7c7bb76d6f-248wm,39m,56Mi
